Gene_ID	RPM_R1_TP1	RPM_R1_TP2	RPM_R1_TP3	RPM_R1_TP4	RPM_R1_TP5	RPM_R1_TP6	RPM_R1_TP7	RPM_R1_TP8	RPM_R1_TP9	RPM_R2_TP1	RPM_R2_TP2	RPM_R2_TP3	RPM_R2_TP4	RPM_R2_TP5	RPM_R2_TP6	RPM_R2_TP7	RPM_R2_TP8	RPM_R2_TP9	classification	sub_classification
sept10	14.0560386	15.5673608	12.8581759	11.142896	13.9382535	11.2332204	10.9343461	12.0720252	7.39599292	10.405008	7.46669515	8.44268263	13.5009759	7.12864822	13.2914354	22.2175985	14.7324312	12.7819253	M	M_stable
aaas	7.02801931	8.33965757	7.66545103	8.05717094	11.2632352	13.7294916	9.05988679	6.03601258	8.50539186	9.97593547	7.91922212	9.18762521	11.3408197	10.6929723	10.0583835	7.40586615	7.96347631	9.586444	M	M_stable
aacs	11.9476328	20.0151782	24.3563525	20.2286419	23.6527939	18.722034	18.7445934	28.742917	11.0939894	20.917284	10.181857	10.4291962	31.862303	14.9701613	29.6363086	17.6330146	15.5287788	20.1315324	M	M_stable
aass	7.02801931	7.22770323	9.76726825	13.3714752	5.63161759	3.12033899	6.56060767	10.9223085	5.91679434	12.6576386	6.56164119	8.69099682	8.10058551	6.77221581	10.0583835	4.9372441	9.15799776	14.6992141	M	M_stable
abca12	7.02801931	5.00379454	6.42908796	4.80001673	4.36450363	2.49627119	5.9357879	4.31143755	8.87519151	5.36340617	12.4444919	7.44942585	4.32031227	9.26724269	7.72340164	10.5798088	7.96347631	5.11277013	M	M_stable
abca3b	69.5773911	57.8216258	73.4399664	63.0859342	58.9911943	62.4067799	36.551957	53.4618257	28.4745728	50.6305542	48.1941232	51.4010384	43.7431618	40.9897273	57.2968633	43.0245557	53.7534651	36.7480353	M	M_stable
abca5	146.182802	199.039827	191.636276	147.771944	233.148968	76.1362714	81.2265712	135.379139	35.8705657	146.742793	174.44915	84.1785121	163.631827	74.8508063	168.657538	291.297402	243.682375	144.116208	M	M_stable
abcb10	11.2448309	10.5635663	16.0727199	11.8286127	12.5303491	10.6091526	12.4963956	12.3594543	2.95839717	15.5538779	6.10911421	11.422453	11.8808587	5.70291858	12.5729794	6.34788527	9.15799776	10.8646365	M	M_stable
abcb7	83.6334298	59.4895574	81.4763263	55.8859091	51.1069296	54.2938985	43.7373845	65.2464217	39.1987625	66.3989683	72.1780531	73.7493159	52.3837863	42.7718893	75.9767184	59.5995895	77.2457202	55.9209233	M	M_stable
abcc10	11.9476328	12.7874749	13.5999938	9.42860429	9.99612122	3.74440679	4.99855823	15.233746	6.65639363	14.9102691	8.3717491	3.72471292	8.64062454	3.56432411	13.8302774	16.5750338	22.2977337	18.5337917	M	M_stable
abcg2c	2.10840579	11.1195434	15.9490836	12.3429002	16.331691	8.11288138	7.49783734	10.3474501	5.17719505	9.22505861	4.2990063	12.9123381	16.201171	12.8315668	14.0098913	13.7537514	14.3342574	13.4210216	M	M_stable
abhd12	12.6504348	15.0113836	17.9272645	16.8000586	10.2777021	9.36101698	10.9343461	14.0840293	5.54699469	16.0902185	8.14548561	12.6640239	12.4208978	14.2572964	12.3933654	17.6330146	11.5470407	12.7819253	M	M_stable
abhd17aa	60.440966	93.4041648	83.5781435	70.8002468	111.9284	48.0532205	63.7316174	83.9293177	35.1309664	62.9663884	42.990063	46.1864403	89.1064406	50.9698348	54.2434255	92.749657	70.8749392	42.8194499	M	M_stable
abi1a	4.21681158	5.00379454	10.5090861	10.114321	5.49082715	3.74440679	3.74891867	7.7605876	2.21879788	7.07969614	7.46669515	7.94605424	2.70019517	3.56432411	10.7768395	7.05320586	8.36165013	5.7518664	M	M_stable
abi2a	9.1364251	13.3434521	13.3527212	11.6571835	12.3895587	14.3535594	6.87301756	23.569192	6.28659399	12.5503704	5.43032374	11.1741388	16.7412101	12.118702	17.7817852	18.3383352	19.510517	10.5450884	M	M_stable
acaca	14.7588405	27.2428814	25.8399882	25.5429462	25.7646505	13.1054238	8.43506701	23.569192	5.91679434	16.6265591	7.01416817	16.6370511	17.2812491	13.5444316	34.1266584	22.2175985	28.6685147	8.30825147	M	M_stable
acad11	3.51400965	3.8918402	5.81090643	6.51430842	3.51976099	1.2481356	1.24963956	5.46115424	3.69799646	4.07618869	2.0363714	3.97302712	3.2402342	5.34648616	7.18455966	4.9372441	8.36165013	5.7518664	M	M_stable
acap3b	13.3532367	15.0113836	11.3745402	15.257196	10.8408639	17.4738984	7.49783734	16.958321	11.0939894	23.2771828	11.3131745	23.3415343	16.201171	12.118702	27.3013267	29.6234646	31.0575576	21.4097249	M	M_stable
acox3	5.62241545	7.22770323	11.7454492	10.8000376	7.60268375	3.74440679	7.18542745	10.9223085	6.28659399	11.2631529	7.24043166	9.9325678	5.94042937	9.26724269	14.7283473	7.75852644	10.3525192	15.6578585	M	M_stable
acsf2	49.1961352	35.0265618	42.5308896	53.1430424	31.5370585	19.3461018	22.1811021	52.0246798	20.7087802	35.7202851	34.1657869	42.9583557	22.6816394	22.4552419	48.4957777	51.8410631	70.4767654	54.9622789	M	M_stable
acsl1b	7.73082124	8.33965757	11.7454492	12.171471	10.559283	7.48881358	9.37229668	11.784596	9.98459045	11.2631529	9.72933004	21.3550208	15.661132	10.3365399	16.1652592	11.6377897	13.9360835	8.94734773	M	M_stable
acsl5	9.83922703	5.00379454	5.56363381	8.22860011	4.92766539	7.48881358	5.31096812	7.7605876	5.54699469	9.43959485	3.62021583	13.9055949	4.32031227	4.63362134	6.10687571	7.40586615	7.5653025	5.11277013	M	M_stable
acss2	8.43362317	15.5673608	17.8036282	16.4572002	13.9382535	4.36847459	9.99711646	23.2817628	5.54699469	22.5263059	21.721295	13.4089665	17.2812491	12.8315668	20.835223	23.9808999	22.2977337	22.0488212	M	M_stable
actn4	191.162125	246.853864	193.119912	171.429169	265.953141	131.678306	156.517355	233.967345	101.325103	177.74328	112.452954	175.309822	207.374989	163.958909	187.696621	290.944742	238.506116	169.360511	M	M_stable
actr10	55.5213525	74.500941	95.5708653	114.343256	134.877241	71.7677969	69.0425855	104.911647	57.6887448	84.2054768	59.5072977	85.6683973	96.1269481	83.4051842	95.5546435	106.856069	109.895973	88.5148329	M	M_stable
actr2b	7.02801931	18.9032238	19.2872639	14.7429085	20.5554042	8.11288138	13.1212153	18.6828961	8.13559222	11.9067617	4.07274281	7.94605424	17.2812491	13.1879992	13.2914354	16.2223735	13.1397359	13.4210216	M	M_stable
ACVR1C	3.51400965	3.33586303	5.81090643	5.31430424	3.51976099	6.24067799	3.12409889	5.17372506	5.91679434	4.82706555	3.84647932	5.46291229	4.86035131	4.63362134	6.82533168	4.23192352	7.5653025	4.793222	M	M_stable
adamts12	2.81120772	6.67172606	9.64363195	6.68573759	7.03952199	1.8722034	2.49927911	7.18572926	0.73959929	3.11077558	2.48889838	4.46965551	4.32031227	2.85145929	6.4661037	5.64256469	9.15799776	3.8345776	M	M_stable
adcy6a	19.6784541	10.5635663	17.8036282	12.0000418	18.7251285	12.481356	15.6204945	18.9703252	11.463789	18.9864578	26.9253552	20.6100782	23.2216785	25.3067012	21.014837	25.3915411	29.8630362	16.9360511	M	M_stable
adgrl2b.1	33.7344927	43.9221966	44.7563431	31.2001088	45.475312	12.481356	17.1825439	52.5995382	14.7919858	32.180437	16.2909712	28.3078182	39.9628885	22.4552419	42.388902	59.9522498	86.8018918	44.4171905	M	M_stable
adh5	66.0633815	75.0569182	87.9054143	89.6574554	125.585072	63.6549155	79.9769317	107.211081	52.5115498	77.5548532	96.8407734	73.0043733	97.7470652	94.4545889	94.2973456	117.083217	103.525192	84.6802553	M	M_stable
adhfe1	7.02801931	4.44781737	5.56363381	4.80001673	2.95659924	0.6240678	3.74891867	4.31143755	1.47919858	8.58144987	6.10911421	6.20785487	4.32031227	4.99005375	9.87876954	4.23192352	11.1488668	9.26689587	M	M_stable
adi1	19.6784541	33.9146075	50.1963406	41.4858589	55.1898524	28.7071187	29.6789395	41.6772297	21.8181791	32.9313139	10.4081205	40.723528	45.9033179	37.0689707	47.5977078	35.9713499	44.5954673	37.0675835	M	M_stable
adipor1b	72.3885989	76.7248497	80.6108722	72.1716801	57.7240803	50.5494917	56.8585998	80.7675968	61.3867413	70.0460845	45.0264344	69.5279746	54.5439424	36.7125383	70.0494567	76.1746233	91.5799776	85.3193516	M	M_stable
adka	75.1998066	48.3700139	60.829063	69.0859551	48.8542826	56.1661019	49.3607625	66.6835675	46.9645551	83.2400637	75.1194784	83.4335695	45.9033179	46.3362134	63.403739	43.7298763	62.9114629	60.7141453	M	M_stable
adkb	101.203478	82.8405986	105.956315	102.686072	74.1965618	64.9030511	63.7316174	104.04936	51.7719505	75.8385632	92.0892401	61.8302345	64.8046841	60.2370775	108.486851	80.4065468	141.351705	96.1839881	M	M_stable
adprh	7.73082124	7.22770323	5.93454274	4.62858756	4.92766539	6.24067799	7.18542745	5.46115424	1.10939894	5.68521054	7.01416817	8.69099682	10.8007807	3.2078917	9.33992756	10.2271485	11.1488668	3.8345776	M	M_stable
adprhl2	2.81120772	7.22770323	8.9018141	5.48573341	9.15137858	8.73694918	5.31096812	8.91030428	4.43759575	4.50526118	1.58384442	6.20785487	7.56054648	8.55437786	8.4418576	8.46384703	10.750693	2.55638507	M	M_stable
aes	2.81120772	7.22770323	4.82181597	3.94287089	4.22371319	2.49627119	2.18686922	6.89830009	1.84899823	6.00701491	0.90505396	4.9662839	4.32031227	3.2078917	6.82533168	3.87926322	5.57443342	2.23683693	M	M_stable
afdna	55.5213525	43.9221966	52.0508852	50.0573173	25.4830696	32.4515255	33.740268	59.2104091	24.4067767	41.4054956	63.806304	48.6695822	43.7431618	28.5145929	64.661037	40.2032734	55.7443342	54.3231827	M	M_stable
aga	7.73082124	8.33965757	9.27272302	11.3143252	6.19477935	2.49627119	13.1212153	18.9703252	6.65639363	11.3704211	6.56164119	13.1606523	6.48046841	8.19794545	9.69915554	10.2271485	10.3525192	11.8232809	M	M_stable
agfg1b	1.40560386	5.00379454	6.79999688	3.60001255	4.50529407	3.12033899	1.56204945	4.31143755	0.73959929	3.32531182	0	0	5.40039034	0.71286482	4.66996378	4.58458381	7.5653025	0.63909627	M	M_stable
ago3b	28.1120772	29.4667901	34.4945296	47.8287381	23.5120034	13.7294916	22.8059219	33.0543546	14.4221862	31.4295601	7.24043166	16.1404227	23.2216785	18.5344854	47.0588658	27.1548426	23.4922551	32.2743615	M	M_stable
agpat3	40.762512	44.4781737	38.6981641	43.8858673	37.3094665	44.3088137	25.305201	34.7789296	30.6933706	33.896727	33.9395234	37.7437576	33.4824201	39.2075652	41.3112181	36.6766705	48.9753793	46.3344793	M	M_stable
ahr2	3.51400965	6.11574889	5.06908859	4.45715839	9.29216902	3.74440679	4.06132856	10.9223085	3.69799646	7.61603676	2.94142536	6.45616907	10.2607416	5.70291858	7.36417365	13.7537514	14.3342574	7.34960707	M	M_stable
aifm1	14.7588405	28.9108129	30.7854404	36.8572713	28.2988784	5.61661019	10.3095263	28.742917	6.28659399	28.3187846	21.0425045	11.9190814	30.2421859	13.5444316	31.0732205	34.2080484	28.2703409	25.5638507	M	M_stable
AKAP13	85.7418355	102.2998	98.0435914	89.6574554	87.712444	105.467458	68.4177658	135.666568	48.8135533	86.3508393	76.4770594	80.9504275	114.488275	65.939996	111.181061	94.8656188	96.7562372	67.105108	M	M_stable
akap9	5.62241545	21.1271325	17.4327193	18.1714919	14.6422057	4.99254239	6.56060767	17.5331794	4.8073954	8.2596455	4.75153327	6.45616907	16.7412101	3.56432411	20.835223	15.8697132	20.3068646	9.586444	M	M_stable
akr1a1b	9.83922703	16.123338	23.4908983	28.4572421	17.0356432	16.8498306	25.305201	27.8806295	12.9429876	16.0902185	11.9919649	17.878622	16.201171	12.8315668	13.4710494	16.5750338	12.3433883	16.6165029	M	M_stable
akr7a3	1.40560386	11.6755206	11.1272676	11.142896	8.16584551	8.73694918	12.8088055	10.6348793	6.65639363	7.830573	5.43032374	11.6707672	5.94042937	7.48508063	11.4952955	7.05320586	10.750693	4.793222	M	M_stable
akt2l	9.1364251	40.0303564	43.3963438	30.3429629	83.6295212	35.5718645	36.551957	77.0310176	31.0631703	23.7062553	15.1596538	22.8449059	64.264645	34.9303763	54.6026534	68.4160968	44.9936412	24.2856581	M	M_stable
akt3a	5.62241545	8.89563475	8.65454149	5.14287507	10.8408639	2.49627119	3.43650878	8.91030428	2.58859752	5.47067429	3.62021583	7.20111165	9.72070261	6.05935099	6.10687571	7.05320586	7.16712868	5.11277013	M	M_stable
akt3b	3.51400965	3.8918402	6.42908796	5.31430424	8.30663595	3.12033899	4.37373845	6.32344175	2.95839717	4.29072493	4.07274281	4.46965551	7.02050744	5.34648616	5.56803374	8.81650732	9.95434539	3.8345776	M	M_stable
aktip	234.735845	145.110042	168.763559	246.000857	165.710348	135.422712	182.447375	208.098719	106.872098	240.280596	216.760423	175.309822	141.490227	156.117396	208.711458	225.349927	223.375511	267.14224	M	M_stable
aldh16a1	65.3605796	56.1536943	67.5054236	50.0573173	42.6595032	33.0755933	35.9271373	65.82128	25.5161756	38.5092563	31.903152	37.7437576	48.6035131	23.1681067	59.6318452	54.6623454	59.3278985	31.9548133	M	M_stable
aldh18a1	163.050048	154.561654	153.803566	188.229228	135.721984	102.347119	129.650104	153.487177	91.7103123	174.632505	180.332001	162.645798	147.970695	140.790802	153.929191	145.296041	172.409262	147.631238	M	M_stable
aldh1l1	7.73082124	8.89563475	10.1381772	5.31430424	3.23818011	0	1.87445934	6.32344175	0.36979965	7.61603676	1.81010791	2.73145614	4.86035131	1.06929723	12.2137514	12.3431103	7.5653025	7.03005893	M	M_stable
aldh2.2	72.3885989	108.415548	100.887227	98.9146305	76.3084184	58.6623731	49.3607625	92.839622	47.3343547	74.3368095	43.8951169	74.2459443	63.724606	51.3262672	95.0158015	67.7107762	89.1909347	79.5674852	M	M_stable
aldh3a1	23.1924637	29.4667901	28.3127143	22.8000795	20.2738233	14.3535594	14.9956747	27.018342	12.573188	18.8791897	14.9333903	18.1269362	11.3408197	6.77221581	23.5294329	18.6909955	20.3068646	18.5337917	M	M_stable
aldh6a1	34.4372946	41.6982879	54.1527025	79.8859927	61.3846317	62.4067799	65.6060767	60.3601258	46.5947554	49.2360686	17.6485522	42.4617273	46.983396	55.6034561	64.301809	45.8458381	51.762596	55.6013752	M	M_stable
aldh9a1b	25.3008695	20.0151782	30.2908952	38.0572755	19.4290807	24.3386442	16.2453142	20.1200419	14.7919858	26.4952265	10.8606475	32.0325311	21.6015614	18.5344854	31.7916765	14.8117323	23.0940813	19.172888	M	M_stable
alg8	21.7868599	32.246676	25.2218066	28.9715296	27.1725549	9.98508478	15.6204945	26.1560545	10.7241897	23.7062553	17.6485522	22.0999633	24.3017565	12.4751344	32.1509045	23.2755793	41.8082506	19.172888	M	M_stable
alkbh5	73.7942027	97.296005	116.83631	87.4288762	79.5465985	92.3620342	100.595984	107.49851	58.7981438	97.5067241	55.2082914	99.8223064	112.328119	84.8309138	108.846079	72.6480203	82.023806	51.7667976	M	M_stable
amacr	20.381256	15.5673608	21.0181722	23.4857962	11.8263969	15.601695	9.05988679	22.4194753	8.13559222	21.2390884	19.2323966	17.6303078	14.0410149	13.5444316	22.092521	19.3963161	18.7141693	13.1014735	M	M_stable
amot	3.51400965	5.00379454	3.83272552	4.11430006	4.22371319	5.61661019	3.74891867	5.46115424	1.10939894	2.35989871	2.71516187	1.73819936	5.40039034	2.85145929	6.64571769	9.16916762	6.37078105	3.51502947	M	M_stable
anapc1	11.2448309	21.6831097	28.4363506	33.6001171	24.4975365	21.842373	28.7417098	33.6292129	14.7919858	27.7824439	18.1010791	29.5493892	25.3818346	27.0888632	31.9712905	17.9856749	30.26121	23.0074656	M	M_stable
angel1	17.5700483	35.0265618	36.2254379	42.1715756	35.3384004	20.5942374	18.4321835	28.1680587	12.573188	26.1734221	16.2909712	24.5831053	34.5624982	19.960215	49.0346197	33.8553881	35.8356434	26.8420432	M	M_stable
ankha	33.0316907	21.1271325	31.7745309	33.428688	28.4396688	18.722034	20.9314626	35.0663588	16.6409841	28.9623933	20.1374505	20.1134498	22.1416004	16.3958909	28.5586247	35.9713499	37.8265125	30.0375245	M	M_stable
ankrd40	2.81120772	4.44781737	6.67636058	4.80001673	3.80134187	3.12033899	2.49927911	6.03601258	1.47919858	6.97242802	3.62021583	3.47639873	2.70019517	1.42572964	8.80108559	9.8744882	12.7415621	9.26689587	M	M_stable
ankrd55	0.70280193	5.55977172	6.30545166	6.00002091	4.50529407	6.86474579	4.68614834	6.03601258	2.95839717	3.96892056	1.58384442	2.73145614	4.86035131	1.06929723	4.84957777	7.40586615	5.97260723	1.9172888	M	M_stable
ano10a	13.3532367	26.1309271	27.8181691	25.7143753	18.7251285	13.1054238	15.3080846	20.4074711	7.76579257	26.066154	17.1960252	17.6303078	10.2607416	14.6137288	20.475995	25.3915411	29.4648624	22.0488212	M	M_stable
anxa11a	17.5700483	33.3586303	32.639985	34.2858338	27.4541358	9.98508478	19.0570032	27.5932003	14.7919858	26.3879583	22.8526124	27.0662472	30.7822249	21.7423771	33.7674304	33.1500675	37.4283387	23.6465619	M	M_stable
anxa13	4.21681158	6.11574889	3.70908921	5.14287507	2.95659924	2.49627119	1.87445934	3.73657921	0.73959929	4.82706555	4.07274281	1.98651356	2.70019517	1.42572964	6.4661037	5.99522498	6.37078105	1.9172888	M	M_stable
anxa13l	21.0840579	17.7912695	19.7818091	26.2286629	18.8659189	28.7071187	18.1197736	25.8686253	13.6825869	19.3082622	13.3495459	22.5965917	11.8808587	17.1087557	22.6313629	23.2755793	19.510517	17.5751473	M	M_stable
anxa3b	4.21681158	10.5635663	9.02545041	9.25717513	7.74347419	4.99254239	4.06132856	8.33544594	3.32819682	11.4776892	5.88285072	9.6842536	10.8007807	6.05935099	10.0583835	11.99045	6.37078105	9.26689587	M	M_stable
ap1s1	74.4970047	143.998087	126.850851	107.828947	95.3151277	28.0830509	44.0497944	170.158069	26.2557749	90.3197598	55.4345549	56.3673222	91.8066358	33.5046466	135.967792	138.242835	174.400131	114.078684	M	M_stable
ap3d1	3.51400965	1.66793151	8.03635995	6.00002091	7.03952199	4.99254239	5.62337801	11.2097376	6.28659399	4.82706555	2.71516187	3.22808453	4.86035131	3.92075652	3.95150781	4.9372441	5.97260723	6.7105108	M	M_stable
ap3m1	15.4616425	11.6755206	12.3636307	11.8286127	9.85533078	5.61661019	5.62337801	18.9703252	5.54699469	10.405008	10.181857	9.18762521	13.5009759	6.77221581	16.7041012	15.8697132	24.2886028	16.6165029	M	M_stable
apeh	182.0257	149.001882	136.741756	144.000502	200.907958	90.4898308	133.711433	172.170073	100.215704	144.704698	239.839299	115.217786	142.030266	114.058372	120.341374	191.141879	248.062287	157.856778	M	M_stable
aplp2	303.610434	345.261824	340.247117	282.6867	455.316282	210.310848	190.882442	368.196767	142.003064	239.529719	168.113773	269.172587	302.961898	235.958256	335.159708	516.294669	443.565631	285.036935	M	M_stable
apoda.2	15.4616425	28.3548358	37.7090736	38.7429922	27.1725549	21.2183052	19.3694131	26.1560545	15.5315851	24.2425959	17.1960252	25.5763621	25.3818346	23.8809715	35.5635703	26.449522	32.2520791	27.8006876	M	M_stable
apooa	4.21681158	15.5673608	15.9490836	11.4857543	15.2053675	7.48881358	4.37373845	13.509171	5.54699469	9.97593547	3.16768885	12.1673956	15.121093	5.70291858	16.3448732	19.3963161	8.75982394	9.26689587	M	M_stable
apopt1	48.4933332	63.9373747	63.0545166	56.9144841	45.3345216	33.6996611	39.0512362	63.2344175	26.6255745	57.7102503	52.719393	54.6291229	48.063474	35.2868087	71.6659826	49.372441	52.1607698	32.9134577	M	M_stable
arfgap3	148.994009	158.453494	167.898105	190.457807	191.615789	139.791187	153.705666	185.104386	145.701061	176.02699	107.02263	186.980589	149.050773	155.048099	164.526416	165.750338	182.761781	194.604813	M	M_stable
arfip2b	5.62241545	4.44781737	8.03635995	14.0571919	9.01058815	13.7294916	3.74891867	9.19773345	7.76579257	7.61603676	3.62021583	10.9258246	10.2607416	11.7622696	9.69915554	7.40586615	7.5653025	8.30825147	M	M_stable
arfrp1	81.525024	116.755206	103.607225	92.9146096	103.480973	80.504746	53.1096812	85.9413219	42.896759	90.7488323	86.8851799	82.4403127	99.3671823	81.9794545	73.4621226	99.4502026	100.737975	83.0825147	M	M_stable
arhgap17b	28.8148792	37.2504705	35.3599838	32.4001129	35.6199813	13.1054238	19.681823	43.9766631	14.4221862	33.2531182	33.0344694	16.8853653	34.0224591	20.6730798	40.5927621	50.0777616	44.1972935	22.0488212	M	M_stable
arhgap35a	82.2278259	40.0303564	62.5599713	62.2287883	61.1030509	47.4291527	39.6760559	63.5218466	34.3913671	73.1568601	47.0628058	61.085292	63.724606	45.979781	65.1998789	55.7203263	64.5041581	69.0223968	M	M_stable
arhgap36	4.21681158	4.44781737	4.82181597	9.08574596	3.51976099	4.99254239	4.99855823	5.74858341	4.06779611	8.79598611	8.82427608	6.95279746	7.56054648	3.2078917	8.4418576	5.28990439	6.76895487	9.90599213	M	M_stable
arhgap4b	22.4896618	15.5673608	15.4545384	22.285792	15.3461579	15.601695	18.4321835	17.2457502	12.9429876	21.2390884	21.0425045	11.1741388	18.3613272	10.6929723	21.374065	19.3963161	22.2977337	24.6052063	M	M_stable
arhgef12a	88.5530433	62.8254204	67.8763325	85.8860137	52.514834	64.2789833	52.4848614	65.82128	59.9075427	68.6515989	63.353777	106.52679	76.6855428	55.2470237	70.9475267	52.8990439	51.3644222	57.1991159	M	M_stable
arhgef18b	10.542029	8.33965757	16.6909014	19.2000669	12.9527205	14.3535594	13.7460351	20.1200419	12.2033883	15.0175373	9.05053957	13.9055949	9.72070261	10.6929723	12.3933654	16.2223735	23.4922551	17.8946955	M	M_stable
arhgef1b	134.235169	81.1726671	122.399944	134.05761	111.365238	142.287458	92.1609173	154.349464	105.762699	128.078139	85.7538624	117.700928	101.527338	116.196966	163.987574	116.377897	140.953531	142.518467	M	M_stable
arhgef37	3.51400965	4.44781737	5.19272489	4.28572922	4.22371319	1.8722034	4.06132856	5.17372506	0.36979965	1.93082622	2.26263489	4.7179697	7.56054648	5.34648616	5.20880576	4.58458381	6.76895487	4.47367387	M	M_stable
arhgef39	93.4726568	93.4041648	96.9308647	75.6002635	90.2466719	43.6847459	47.1738933	90.5401886	34.0215675	67.5789177	54.0769739	54.8774371	66.9648402	45.2669162	81.3651382	89.5757144	95.1635419	56.5600196	M	M_stable
arid1b	12.6504348	7.22770323	8.28363257	12.8571877	7.18031243	6.24067799	5.62337801	10.3474501	3.32819682	8.79598611	4.52526979	10.6775104	7.56054648	7.48508063	8.26224361	6.70054557	6.37078105	7.6691552	M	M_stable
arl6ip4	56.9269564	58.377603	70.8436039	75.6002635	54.0635289	29.3311865	41.8629252	55.761259	27.7349735	63.8245334	44.8001709	41.7167847	42.6630837	33.5046466	78.6709283	57.836288	59.7260723	54.3231827	M	M_stable
arl6ip5b	32.3288888	66.1612834	51.1854311	43.8858673	52.7964149	29.9552543	32.8030384	48.8629589	17.3805834	38.9383288	39.3698471	30.542646	36.1826153	33.861079	39.1558502	55.367666	55.7443342	38.345776	M	M_stable
arl8bb	10.542029	28.3548358	24.2327162	22.1143628	27.0317644	10.6091526	9.68470657	18.3954669	8.87519151	14.3739285	6.78790468	16.6370511	17.8212881	10.3365399	16.7041012	25.7442014	17.1214741	11.1841847	M	M_stable
arl9	47.7905313	51.1498998	49.949068	52.800184	50.9661392	57.4142375	42.8001548	56.6235465	41.4175604	44.4090031	28.2829362	49.662839	40.5029276	48.4748079	50.4715316	49.7251013	47.7808579	68.0637524	M	M_stable
armh1	6.32521738	3.33586303	6.18181535	5.48573341	4.50529407	6.24067799	4.68614834	7.7605876	3.69799646	3.43257995	3.84647932	5.46291229	2.16015614	6.05935099	3.41266584	4.9372441	5.57443342	2.55638507	M	M_stable
arnt2	25.3008695	18.3472467	17.0618104	25.7143753	18.584338	15.601695	14.3708549	20.1200419	12.9429876	32.180437	15.3859173	20.6100782	16.201171	18.8909178	23.1702049	19.0436558	25.4831242	20.1315324	M	M_stable
arsa	3.51400965	3.8918402	5.06908859	5.82859175	6.47636023	2.49627119	0.93722967	7.47315843	1.84899823	3.53984807	1.58384442	2.97977034	1.6201171	2.13859447	5.20880576	2.11596176	5.97260723	0.63909627	M	M_stable
arv1	20.381256	27.7988586	36.8436195	34.1144046	38.0134187	29.3311865	30.6161691	37.3657921	31.0631703	28.6405889	19.6849236	29.7977034	31.862303	34.2175115	34.8451144	39.8506131	35.0392958	24.2856581	M	M_stable
asap1b	83.6334298	72.2770323	76.2836014	81.0859969	73.4926096	74.264068	70.604635	77.8933051	47.7041544	77.9839257	67.8790468	96.3459076	89.1064406	80.9101573	83.8797341	82.8751688	73.2639821	63.2705304	M	M_stable
ascc1	0	4.44781737	6.79999688	3.42858338	7.88426463	1.2481356	3.43650878	4.02400838	0.73959929	3.11077558	2.48889838	4.9662839	9.72070261	5.34648616	8.98069958	8.46384703	8.75982394	4.47367387	M	M_stable
asic1b	2.10840579	7.22770323	9.51999564	6.17145008	8.58821683	5.61661019	2.811689	4.88629589	1.47919858	3.53984807	3.16768885	9.43593941	6.48046841	4.27718893	6.64571769	10.2271485	7.96347631	5.11277013	M	M_stable
asns	7.73082124	7.7836804	13.1054485	18.6857794	11.8263969	20.5942374	14.3708549	10.6348793	10.3543901	23.0626465	15.6121808	21.1067066	15.121093	18.178053	17.6021712	16.9276941	17.1214741	13.4210216	M	M_stable
aspg	56.2241545	74.500941	75.6654199	76.4574094	59.554356	37.4440679	39.0512362	62.3721299	26.6255745	61.1428303	30.5455711	48.6695822	55.0839815	39.5639976	75.4378765	63.831513	68.0877225	39.3044204	M	M_stable
aspscr1	63.9549757	60.0455345	92.8508665	108.686093	93.9072233	53.0457629	83.1010305	70.4201467	46.5947554	102.011985	42.990063	98.5807354	90.7265577	88.7516703	94.4769596	74.7639821	102.330671	83.4020628	M	M_stable
atad1b	15.4616425	15.0113836	17.5563556	16.9714877	15.6277388	11.8572882	12.8088055	19.8326127	12.573188	17.0556316	9.50306655	16.3887369	12.9609368	15.6830261	17.2429432	15.1643926	18.7141693	12.1428291	M	M_stable
atad3	26.0036714	83.3965757	92.1090487	71.6573926	117.137646	59.9105087	57.1710097	105.486505	53.9907484	54.4922066	31.450625	75.4875153	89.1064406	83.0487518	87.8312419	86.7544321	106.710583	69.3419449	M	M_stable
atg10	7.02801931	10.0075891	18.2981734	18.1714919	18.1619667	20.5942374	11.5591659	15.233746	12.573188	9.33232673	3.16768885	13.4089665	19.9814443	9.6236751	17.6021712	12.3431103	10.750693	3.8345776	M	M_stable
atg4a	7.73082124	10.5635663	12.9818122	10.8000376	10.9816543	9.98508478	6.87301756	10.6348793	6.28659399	8.68871799	11.539438	7.69774004	8.64062454	6.05935099	14.9079613	8.81650732	11.5470407	3.51502947	M	M_stable
atg7	6.32521738	13.8994293	12.6109033	12.6857585	23.5120034	12.481356	10.9343461	16.958321	12.573188	10.7268123	21.9475585	10.6775104	18.9013662	8.19794545	13.2914354	21.5122779	16.3251264	6.7105108	M	M_stable
atic	32.3288888	71.165078	80.1163269	70.971676	92.3585285	45.5569493	72.1666844	83.3544594	42.5269593	53.8485979	30.5455711	42.4617273	96.1269481	51.3262672	86.9331719	71.5900395	68.0877225	45.6953831	M	M_stable
atp10a	11.2448309	12.2314978	11.7454492	10.114321	12.1079778	4.99254239	5.31096812	18.3954669	4.8073954	8.47418174	5.43032374	5.21459809	11.3408197	3.56432411	13.8302774	11.2851294	11.5470407	12.1428291	M	M_stable
