Gene_ID	RPM_R1_TP1	RPM_R1_TP2	RPM_R1_TP3	RPM_R1_TP4	RPM_R1_TP5	RPM_R1_TP6	RPM_R1_TP7	RPM_R1_TP8	RPM_R1_TP9	RPM_R2_TP1	RPM_R2_TP2	RPM_R2_TP3	RPM_R2_TP4	RPM_R2_TP5	RPM_R2_TP6	RPM_R2_TP7	RPM_R2_TP8	RPM_R2_TP9	classification	sub_classification
FQ323156.1	360.53739	276.320654	271.134421	400.458539	494.596815	258.364069	316.471218	438.329485	272.912139	309.897608	377.633764	243.844539	252.198229	250.215553	324.382869	457.04774	491.346488	406.145678	MZ	MZ_constant
frg1	86.4446375	107.303594	111.519949	102.343214	88.1348153	61.1586443	85.6003097	108.073368	67.3035356	125.074632	93.6730846	90.6346811	103.147455	84.4744814	110.103377	93.1023173	99.1452801	102.894499	MZ	MZ_constant
frs2b	42.1681158	35.582539	39.1927093	34.6286921	28.7212497	31.2033899	26.2424307	31.9046379	21.4483795	29.9278064	38.9173202	37.7437576	25.9218736	23.5245391	32.6897465	42.6718954	37.0301649	24.2856581	MZ	MZ_constant
fscn1a	91.364251	105.079685	112.756312	120.857564	97.2861939	76.7603392	80.2893415	130.780272	117.966087	121.427516	69.2366277	104.043648	77.2255819	78.4151304	114.952955	110.030011	168.02935	172.236444	MZ	MZ_constant
fth1a	626.899322	726.662163	682.472415	916.631767	727.745783	906.770512	946.914374	795.029085	665.639363	922.291324	474.248273	910.319839	788.997029	908.546216	857.65681	709.552509	655.3941	906.238506	MZ	MZ_constant
ftr24	46.3849274	43.9221966	60.7054267	52.800184	56.8793377	28.0830509	36.2395472	60.9349841	35.500766	46.3398293	36.6546853	48.421268	49.6835911	44.5540514	49.0346197	56.0729866	79.2365893	60.0750491	MZ	MZ_constant
ftr86	32.3288888	48.9259911	63.1781529	62.4002175	54.6266906	56.1661019	69.9798152	58.0606924	40.3081614	77.5548532	33.9395234	69.7762888	61.5644499	86.9695083	63.942581	55.0150057	63.3096367	54.9622789	MZ	MZ_constant
fubp1	179.917294	200.151782	192.130821	184.629215	111.787609	120.445085	141.52168	217.009024	167.51924	186.753803	203.184613	155.941314	126.909173	111.563345	193.803497	179.856749	308.186533	293.345186	MZ	MZ_constant
fuca1.1	32.3288888	82.2846214	75.9126925	48.3430257	60.9622604	19.3461018	22.493512	70.7075759	14.0523866	53.5267935	24.6627203	33.0257879	74.5253867	22.0988095	69.3310007	82.1698483	82.023806	60.0750491	MZ	MZ_constant
fundc2	4.91961352	5.55977172	2.59636245	3.94287089	2.53422792	0.6240678	4.99855823	2.8742917	2.21879788	4.82706555	7.24043166	4.22134131	0.54003903	3.92075652	4.66996378	4.23192352	5.1762596	3.51502947	MZ	MZ_constant
fut11	6.32521738	11.6755206	13.2290848	15.0857669	7.88426463	5.61661019	6.87301756	13.7966002	1.47919858	15.7684141	5.20406025	7.94605424	9.72070261	4.99005375	14.5487333	12.6957705	16.3251264	17.5751473	MZ	MZ_constant
fut9b	7.02801931	7.7836804	11.0036313	13.7143335	13.6566727	7.48881358	2.49927911	7.7605876	4.43759575	15.3393416	6.56164119	10.180882	11.3408197	11.4058372	10.2379975	13.0484308	13.1397359	13.4210216	MZ	MZ_constant
fxr1	214.354589	186.252352	199.796272	188.057798	188.659189	120.445085	143.396139	214.997019	99.8459045	156.61146	232.14634	117.2043	155.531242	117.266263	185.900481	209.127554	240.098811	160.413163	MZ	MZ_constant
fxr2	433.628791	465.90887	432.479802	358.458392	448.699132	388.170171	344.900518	514.498215	355.00766	368.68054	436.914798	413.691449	461.733374	427.362461	414.728707	404.854016	434.805807	376.108153	MZ	MZ_constant
fxyd6l	99.7978742	73.3889866	67.0108784	74.4002593	41.8147606	49.3013561	49.3607625	60.3601258	41.78736	60.1774172	57.0183993	62.0785487	42.6630837	41.3461597	63.942581	53.6043645	77.2457202	60.7141453	MZ	MZ_constant
fzd7b	69.5773911	71.165078	83.4545072	79.2002761	52.6556245	34.3237289	49.6731724	104.911647	40.6779611	80.6656287	45.7052248	51.4010384	62.6445279	31.0096198	84.238962	76.1746233	148.917007	140.601179	MZ	MZ_constant
fzr1a	215.057391	226.838686	274.472602	290.401012	240.18849	185.972204	194.318951	288.866316	167.14944	220.114189	174.675414	239.871512	264.619127	207.443663	278.760915	223.586626	242.886028	243.176129	MZ	MZ_constant
g3bp1	386.541062	612.130866	725.374213	598.459229	628.066152	381.929493	431.750467	763.699305	423.790395	494.184244	399.581322	523.942951	593.502898	435.560406	690.975026	704.967926	985.878367	710.675049	MZ	MZ_constant
g3bp2	236.844251	237.958229	216.239901	168.000586	216.254115	79.8806782	116.216479	231.95534	87.6425162	169.698171	228.299861	126.391925	142.030266	94.8110213	138.482388	236.635057	246.867766	183.740177	MZ	MZ_constant
g6pd	24.5980676	25.5749499	22.130899	16.2857711	20.9777755	12.481356	13.7460351	22.1320461	9.6147908	28.7478571	55.4345549	20.6100782	24.8417956	24.5938364	18.3206271	36.3240102	45.7899888	32.2743615	MZ	MZ_constant
gab1	85.7418355	76.7248497	85.4326881	81.0859969	62.6517457	61.1586443	45.2994339	66.9709967	41.0477607	94.1814123	66.5214658	64.5616907	70.2050744	58.8113478	85.316646	71.9426998	76.8475464	70.9396856	MZ	MZ_constant
gabarapa	130.721159	186.252352	168.39265	140.22906	208.510641	58.6623731	105.906952	225.919328	55.8397466	101.475645	137.794465	67.2931468	129.069329	69.1478877	120.700602	254.268071	256.822111	109.60501	MZ	MZ_constant
gabarapb	134.235169	120.647046	116.589037	105.771797	83.6295212	56.7901697	82.1638009	146.014018	82.8351208	86.3508393	154.537963	82.6886269	81.0058551	68.4350229	111.540289	110.735332	175.594653	115.676424	MZ	MZ_constant
gabpa	82.2278259	70.0531236	53.163612	48.8573132	64.0596501	37.4440679	45.6118438	90.8276178	42.5269593	40.3328144	68.5578372	42.4617273	49.6835911	36.3561059	55.3211094	118.493858	125.424752	94.5862475	MZ	MZ_constant
gabpb2a	42.1681158	43.9221966	48.4654323	49.0287423	50.5437679	29.3311865	36.551957	62.6595591	32.1725692	75.3022226	76.4770594	60.8369778	60.4843718	42.4154569	71.3067547	78.9959056	90.78363	65.8269155	MZ	MZ_constant
gadd45gip1	50.601739	59.4895574	56.9963375	46.4573048	59.554356	59.9105087	40.9256955	65.5338508	41.78736	60.3919534	50.6830216	82.6886269	77.7656209	80.5537249	72.7436666	55.367666	66.0968534	68.0637524	MZ	MZ_constant
gale	68.8745892	169.01706	149.723568	102.514643	159.093197	61.1586443	86.8499492	151.187744	41.4175604	97.399456	63.353777	85.1717689	171.732413	80.9101573	126.627864	141.769438	101.932497	71.89833	MZ	MZ_constant
ganab	125.098744	85.6204844	99.5272271	122.743285	96.5822417	88.6176274	109.343461	120.720252	77.2881261	116.171378	118.335805	120.18407	73.9853477	97.6624806	102.918817	104.740107	116.664928	109.60501	MZ	MZ_constant
gapvd1	47.0877294	111.751411	108.305405	94.6289013	83.6295212	25.5867797	37.4891867	100.887639	23.2973777	78.4129982	55.4345549	42.4617273	95.04687	42.0590245	111.181061	106.150748	107.108756	68.7028487	MZ	MZ_constant
gar1	79.4166182	151.781768	245.170797	224.572211	193.586855	111.084068	117.466118	189.703252	86.1633176	154.251561	58.1497167	171.833423	189.013662	129.384965	223.978647	207.716913	242.08968	184.379273	MZ	MZ_constant
garem	4.21681158	11.6755206	10.879995	11.8286127	6.75794111	9.36101698	16.5577241	11.784596	7.39599292	19.6300666	7.46669515	17.3819936	9.18066358	13.1879992	13.8302774	7.75852644	9.95434539	12.7819253	MZ	MZ_constant
gars	16.8672463	39.4743792	59.7163363	67.5430926	38.7173709	38.6922035	39.363646	46.2760964	31.8027696	46.2325612	12.2182284	61.085292	45.3632789	53.1084292	56.7580213	34.2080484	53.3552913	63.9096267	MZ	MZ_constant
gatad2ab	112.448309	123.426932	124.007216	138.514769	96.1598704	132.926441	101.533214	113.534522	83.2049204	126.790922	94.1256115	136.324493	137.169915	121.543452	146.385403	117.788538	103.923366	123.345579	MZ	MZ_constant
gatm	9.1364251	18.3472467	8.15999626	16.9714877	17.1764337	6.24067799	9.37229668	12.9343127	3.69799646	21.2390884	29.8667806	17.6303078	25.3818346	11.4058372	15.9856452	26.8021823	27.8721671	18.2142436	MZ	MZ_constant
gba2	6.32521738	8.89563475	12.2399944	8.40002928	14.3606249	3.74440679	6.87301756	12.0720252	6.28659399	9.76139922	5.43032374	7.94605424	6.48046841	4.99005375	8.6214716	14.1064117	14.7324312	10.2255403	MZ	MZ_constant
gbp	115.962319	81.7286442	67.7526962	72.3431093	76.0268375	80.504746	111.217921	115.546526	69.5223335	95.5758979	137.115674	88.3998534	81.5458941	90.1774	130.579372	140.358797	117.461276	103.214047	MZ	MZ_constant
gcc1	82.2278259	63.3813976	64.4145159	65.1430842	49.1358635	35.5718645	44.9870241	62.6595591	31.4329699	68.0079902	39.3698471	55.3740655	45.9033179	40.6332949	65.3794929	65.2421542	54.1516389	48.5713163	MZ	MZ_constant
gcsha	102.609082	57.2656487	87.1635964	111.600389	93.9072233	74.8881358	62.4819779	92.839622	59.9075427	75.3022226	48.4203867	93.3661373	84.7861283	69.1478877	98.9673094	94.8656188	101.136149	73.4960707	MZ	MZ_constant
gde1	20.381256	19.459201	28.6836232	25.371517	17.598805	4.36847459	5.62337801	25.5811962	8.50539186	24.9934727	18.3273426	22.0999633	19.9814443	18.178053	30.1751506	22.2175985	39.0210339	21.4097249	MZ	MZ_constant
gdf3	437.845603	814.506556	840.479615	750.688331	671.429607	185.972204	254.61406	867.173807	140.154066	422.743674	181.237055	286.306267	406.109354	155.048099	561.832566	764.214855	692.424265	373.871316	MZ	MZ_constant
gdf9	70.982995	75.0569182	72.5745122	83.143147	61.8070031	32.4515255	29.6789395	64.3841341	21.8181791	64.2536059	45.9314883	58.3538358	49.6835911	37.7818356	70.0494567	57.4836277	74.4585035	49.8495088	MZ	MZ_constant
gdi2	92.0670529	242.406047	240.596253	242.400845	298.053361	175.987119	167.139291	232.530199	110.200295	180.103179	61.9961961	218.019863	297.561508	228.829608	203.86188	273.664387	211.430296	206.428094	MZ	MZ_constant
gdpd5b	167.26686	114.531297	122.647217	106.971801	178.099906	59.9105087	96.8470657	179.930661	68.4129346	91.6069773	138.020728	102.802077	130.689446	103.365399	151.055367	220.412683	247.664113	139.642534	MZ	MZ_constant
GDPGP1	21.0840579	24.4629955	26.2108971	22.1143628	34.0712864	20.5942374	20.3066428	25.8686253	6.65639363	24.0280596	11.086911	17.3819936	28.0820298	13.1879992	30.3547646	28.5654837	27.0758195	18.2142436	MZ	MZ_constant
gemin4	18.9756521	21.1271325	22.6254442	26.0572337	20.2738233	26.2108475	15.3080846	18.9703252	15.5315851	30.0350745	23.3051394	30.2943318	15.121093	18.5344854	23.3498189	17.9856749	16.3251264	19.8119843	MZ	MZ_constant
gemin7	30.220483	37.8064477	39.4399819	41.8287172	46.0384738	42.4366103	55.9213702	39.6652255	31.8027696	36.1493576	36.6546853	51.4010384	46.983396	48.1183755	38.2577802	38.0873116	27.4739933	26.8420432	MZ	MZ_constant
gfm1	19.6784541	45.5901281	51.1854311	46.1144465	52.3740436	29.9552543	25.6176109	50.8749631	27.7349735	30.8932195	19.6849236	34.5156731	48.6035131	31.0096198	46.1607958	25.0388808	31.4557314	30.3570727	MZ	MZ_constant
gga1	60.440966	65.6053062	68.4945141	66.6859467	62.5109553	47.4291527	45.6118438	58.6355507	32.1725692	70.475157	73.7618975	64.3133765	58.3242157	46.3362134	74.0009645	60.3049101	60.9205938	60.0750491	MZ	MZ_constant
ggcx	80.822222	82.2846214	68.2472415	51.0858924	80.9545029	50.5494917	50.2979922	104.911647	41.78736	56.7448372	69.0103642	44.6965551	74.5253867	49.9005375	86.035102	95.9235997	87.5982394	81.8043221	MZ	MZ_constant
ggps1	399.894299	438.110011	350.632567	290.058154	460.384738	230.281018	299.288674	425.107743	174.545433	310.219413	698.475391	250.300708	293.781235	269.10647	311.091433	500.072295	465.863364	328.815029	MZ	MZ_constant
ghitm	93.4726568	45.5901281	57.8617917	69.4288134	39.8436945	79.2566104	72.4790943	50.3001048	79.5069239	56.1012285	99.1034083	88.8964818	45.3632789	66.6528609	44.7238839	24.6862205	58.9297247	52.0863457	MZ	MZ_constant
gid8b	96.9866664	94.5161192	89.7599589	73.2002552	78.9834367	54.2938985	64.3564372	112.672235	49.183353	92.2505861	125.8025	83.6818837	86.4062454	53.4648616	96.6323275	110.735332	127.017447	91.3907661	MZ	MZ_constant
gigyf1b	16.8672463	36.6944933	42.0363444	37.7144172	31.8186394	13.7294916	16.5577241	40.527513	37.7195639	31.7513645	21.268768	32.0325311	28.6220688	16.3958909	44.5442699	42.3192352	54.9479866	65.5073673	MZ	MZ_constant
gigyf2	83.6334298	113.419343	126.603578	113.143252	73.7741904	59.2864409	60.9199284	117.84596	50.6625515	102.655594	63.806304	92.8695089	76.6855428	62.7321043	100.583835	112.498633	175.196479	95.5448919	MZ	MZ_constant
ginm1	20.381256	16.6793151	22.3781716	22.9715086	14.9237866	12.481356	13.4336252	21.2697586	11.0939894	29.606002	21.0425045	17.1336795	17.8212881	21.7423771	22.6313629	20.8069573	22.2977337	24.9247544	MZ	MZ_constant
gins1	21.0840579	36.6944933	48.5890686	54.0001882	40.970018	37.4440679	36.551957	46.8509548	28.1047731	52.2395761	24.4364568	43.2066699	46.983396	36.3561059	54.7822674	33.5027278	44.5954673	48.5713163	MZ	MZ_constant
gins4	25.3008695	33.9146075	36.3490743	24.5143712	36.3239335	15.601695	16.2453142	30.1800629	20.7087802	45.267148	51.1355486	48.9178964	49.6835911	30.2967549	32.5101325	55.0150057	38.2246863	42.8194499	MZ	MZ_constant
gle1	332.425313	175.132809	203.258089	268.629508	216.535696	175.987119	194.943771	215.859307	167.14944	268.277576	280.79299	232.422086	171.732413	212.433717	227.570927	219.707362	287.879669	271.615913	MZ	MZ_constant
glg1a	373.187825	446.449669	372.021648	362.572692	398.436945	255.24373	358.021733	413.323147	222.989187	348.406865	474.474537	283.574811	326.183577	300.472522	293.489262	411.907222	496.920922	455.35609	MZ	MZ_constant
gli2a	2.81120772	4.44781737	3.95636182	4.28572922	4.92766539	3.12033899	3.43650878	4.88629589	4.43759575	3.75438432	3.62021583	2.48314195	9.72070261	2.85145929	5.56803374	7.05320586	6.37078105	6.07141453	MZ	MZ_constant
glipr2l	46.3849274	60.0455345	82.5890531	74.9145468	52.3740436	35.5718645	32.1782186	53.4618257	21.0785798	76.8039763	58.1497167	58.60215	59.4042937	47.0490782	93.0400476	59.9522498	65.6986796	41.8608055	MZ	MZ_constant
glo1	49.8989371	87.2884159	97.054501	91.8860346	100.102003	64.2789833	69.3549954	104.04936	34.3913671	108.340805	100.687253	83.1852553	131.769524	85.5437786	118.186006	87.4597526	89.9872823	76.3720039	MZ	MZ_constant
glrx	11.9476328	21.1271325	18.2981734	30.8572504	18.584338	12.481356	19.681823	18.9703252	10.7241897	21.0245522	8.3717491	25.8246763	34.0224591	29.5838901	31.6120625	24.3335602	31.4557314	19.8119843	MZ	MZ_constant
glrx3	47.0877294	71.165078	74.5526931	62.5716467	62.7925361	56.1661019	38.7388263	69.27043	31.8027696	46.6616336	35.7496313	50.1594674	62.1044889	53.8212941	67.7144748	57.836288	76.8475464	54.6427308	MZ	MZ_constant
glula	57.6297583	31.1347216	35.854529	56.0573383	28.5804593	33.0755933	30.3037593	35.6412171	18.859782	48.5924599	53.3981835	44.9448693	29.7021469	39.2075652	66.2775629	49.7251013	58.9297247	52.0863457	MZ	MZ_constant
glyctk	2.10840579	12.7874749	8.53090518	9.25717513	7.32110287	9.36101698	4.68614834	8.33544594	5.17719505	6.4360874	3.84647932	4.7179697	5.94042937	7.12864822	6.4661037	9.8744882	4.77808579	2.55638507	MZ	MZ_constant
glyr1	130.018357	156.229585	144.28357	128.057589	155.573436	59.2864409	106.844182	219.021028	99.1063052	163.154816	143.451052	103.050391	164.171866	100.157507	161.11375	224.997267	239.700637	245.412966	MZ	MZ_constant
gmds	14.0560386	37.8064477	45.498161	36.8572713	26.0462314	21.2183052	26.2424307	36.7909338	41.4175604	25.3152771	8.14548561	22.3482775	28.0820298	9.98010751	43.6462	34.5607087	41.011903	53.6840864	MZ	MZ_constant
gmeb1	12.6504348	10.0075891	14.9599931	20.2286419	11.4040256	6.24067799	13.4336252	15.5211752	16.6409841	22.0972334	15.6121808	14.1539091	7.56054648	14.2572964	17.4225572	10.2271485	9.15799776	14.0601179	MZ	MZ_constant
GMEB2	13.3532367	5.00379454	8.7781778	7.88574177	6.19477935	4.99254239	8.43506701	5.74858341	7.76579257	6.4360874	2.71516187	7.69774004	9.18066358	4.27718893	5.92726172	6.70054557	9.55617157	11.1841847	MZ	MZ_constant
gmfb	59.0353622	66.7172606	47.2290693	58.4573466	41.1108084	26.8349153	39.6760559	60.6475549	24.4067767	61.786439	85.5275989	40.9718422	43.7431618	28.1581605	59.0930032	57.836288	71.273113	56.5600196	MZ	MZ_constant
gmnn	1028.90203	1299.87463	1275.80305	1075.37518	1101.5444	817.528816	825.074518	1348.33024	670.446759	486.460939	278.077828	409.221793	581.082001	342.531547	585.541613	475.386075	322.520791	439.059135	MZ	MZ_constant
gmpr2	7.02801931	1.11195434	6.79999688	7.37145427	8.30663595	6.86474579	11.246756	8.04801677	8.87519151	11.6922254	9.50306655	7.94605424	5.40039034	3.56432411	7.00494567	10.5798088	7.5653025	8.30825147	MZ	MZ_constant
gmps	126.504348	63.3813976	73.31633	78.5145594	58.9911943	92.3620342	83.4134404	73.8692968	74.3297289	97.5067241	140.73589	93.8627657	62.6445279	96.9496158	89.2681538	55.367666	100.339802	94.2666993	MZ	MZ_constant
gna11a	84.3362317	110.639457	87.410869	86.0574428	75.1820948	83.625085	69.6674053	119.857964	71.0015321	113.382406	83.4912275	85.4200831	108.007807	69.1478877	125.909408	104.387447	120.248492	108.646365	MZ	MZ_constant
gnaia	137.749178	67.2732378	82.7126894	119.828989	93.7664329	38.0681357	76.8528328	109.510514	55.4699469	145.884648	113.810535	82.4403127	82.6259722	62.7321043	121.778286	118.846519	136.971793	163.289096	MZ	MZ_constant
gnav1	14.7588405	23.3510412	22.3781716	22.285792	17.8803859	14.3535594	14.3708549	16.958321	4.06779611	22.2045015	14.7071268	16.1404227	15.661132	10.3365399	21.733293	19.3963161	19.9086908	12.4623772	MZ	MZ_constant
gnb1b	211.543381	242.962024	234.414438	212.743599	182.323619	150.400339	183.072195	236.554207	122.773483	200.269586	129.648979	220.503005	181.993154	176.790476	223.978647	218.649382	201.874125	207.06719	MZ	MZ_constant
gnb4b	189.756521	123.426932	143.29448	141.086206	102.49544	96.7305088	153.393256	145.151731	93.1895109	130.652574	345.051821	134.089665	96.6669871	132.592857	147.283473	100.860844	180.372738	139.322986	MZ	MZ_constant
gng2	28.8148792	11.6755206	11.1272676	7.88574177	5.63161759	10.6091526	11.246756	14.3714585	5.91679434	11.7994936	17.4222887	8.69099682	8.64062454	4.63362134	12.0341374	10.5798088	21.1032122	11.8232809	MZ	MZ_constant
gng5	285.337584	226.838686	179.643554	200.572128	245.820108	146.031865	193.694131	282.255445	136.456069	191.902673	327.403269	159.666027	192.253896	156.830261	262.595656	342.080484	302.6121	243.815226	MZ	MZ_constant
gnl2	32.3288888	30.0227673	35.3599838	36.3429838	29.0028306	18.722034	19.0570032	28.742917	15.9013848	32.6095095	22.4000854	32.2808453	20.5214833	27.8017281	33.4082024	23.2755793	32.6502529	31.3157171	MZ	MZ_constant
gnpda2	39.3569081	22.2390869	29.1781684	35.1429796	17.598805	14.9776272	29.6789395	25.293767	12.9429876	35.3984807	28.9617266	24.5831053	16.201171	18.178053	30.8936066	22.2175985	17.9178217	37.3871316	MZ	MZ_constant
gnptab	18.2728502	20.5711553	23.6145346	21.6000753	16.0501101	6.24067799	11.5591659	25.293767	8.13559222	16.0902185	18.1010791	16.3887369	9.72070261	9.6236751	19.7575391	23.9808999	32.6502529	17.5751473	MZ	MZ_constant
gnsb	326.802898	252.413636	296.974409	317.486821	353.102423	278.958306	279.294441	302.088058	172.326635	218.290631	320.841628	251.542279	230.056628	249.502688	318.455607	342.433144	361.143651	223.044597	MZ	MZ_constant
golga1	22.4896618	50.0379454	52.5454305	64.8002259	33.930496	34.9477967	44.3622043	51.4498215	36.2403653	57.0666416	23.9839299	57.6088932	46.983396	30.2967549	53.3453555	45.4931778	50.1699008	48.2517681	MZ	MZ_constant
golga2	237.547053	261.309271	242.327162	195.086394	264.122865	163.505763	157.142174	284.267449	115.00769	147.386401	196.849236	179.282849	208.455067	152.196639	215.177562	307.167115	355.569217	163.608644	MZ	MZ_constant
golga7	210.840579	167.905106	187.061732	238.115116	195.557921	105.467458	155.892535	173.31979	85.4237183	194.691644	325.140634	135.082922	199.814443	148.275883	249.30422	187.615276	250.849504	156.578585	MZ	MZ_constant
golgb1	40.762512	47.8140368	49.0836139	45.2573006	44.7713598	29.9552543	41.2381054	42.5395172	22.9275781	43.6581262	47.0628058	30.7909602	38.8828104	37.4254032	46.1607958	46.5511587	62.1151152	46.0149312	MZ	MZ_constant
golph3	137.749178	132.878544	131.054485	131.829031	93.484852	64.9030511	89.9740481	131.355131	53.6209487	130.116234	145.26116	101.560506	113.948236	76.2765359	153.569963	120.96248	138.962662	111.522299	MZ	MZ_constant
golt1bb	213.651787	234.066389	246.654432	193.543532	180.774925	147.28	141.52168	229.081049	105.392899	201.234999	221.511956	196.913157	199.814443	123.325614	260.97913	208.422233	279.518019	177.668762	MZ	MZ_constant
gon4l	31.6260869	37.8064477	54.770884	64.971655	57.0201281	36.1959323	35.3023175	59.4978382	23.2973777	46.0180249	31.903152	50.4077816	64.264645	50.2569699	51.5492156	71.5900395	64.9023319	52.0863457	MZ	MZ_constant
gopc	56.2241545	105.079685	99.7744997	86.9145887	98.4125174	76.1362714	58.7330592	67.545855	58.4283441	103.406471	48.8729137	108.761617	96.6669871	86.6130759	70.5882987	99.8028629	91.1818038	89.4734773	MZ	MZ_constant
gorab	34.4372946	40.5863335	54.6472477	51.4287507	51.9516723	20.5942374	22.493512	38.802938	14.7919858	52.7759167	12.6707554	32.5291595	37.2626933	31.3660522	44.0054279	50.0777616	43.0027721	32.9134577	MZ	MZ_constant
gorasp1a	23.1924637	37.8064477	28.5599869	19.8857836	27.1725549	9.36101698	13.7460351	35.0663588	11.463789	15.8756823	18.5536061	12.6640239	24.3017565	9.26724269	22.6313629	34.5607087	35.0392958	19.172888	MZ	MZ_constant
gorasp2	30.220483	78.9487584	105.585406	100.114635	120.235036	112.332204	93.4105569	117.84596	71.3713317	66.6135046	29.1879901	97.5874786	125.829095	121.899885	127.34632	90.281035	86.403718	69.3419449	MZ	MZ_constant
got1	59.0353622	56.7096715	68.9890593	73.2002552	42.6595032	52.4216951	64.0440273	56.3361174	49.9229522	61.4646347	66.2952024	77.722343	62.6445279	62.7321043	72.5640526	50.4304219	57.7352033	64.2291748	MZ	MZ_constant
gpalpp1	8.43362317	13.8994293	14.5890842	17.1429169	9.71454034	6.86474579	6.24819779	19.2577544	6.28659399	18.7719216	9.72933004	9.9325678	8.10058551	6.4157834	21.733293	22.5702587	25.4831242	23.3270137	MZ	MZ_constant
gpatch1	24.5980676	80.6166899	84.8145066	67.0288051	85.3190065	19.9701696	18.4321835	69.8452884	15.5315851	46.6616336	19.0061331	34.2673589	85.3261674	28.1581605	76.5155604	76.5272836	86.0055442	45.3758349	MZ	MZ_constant
gpatch8	31.6260869	28.9108129	24.7272614	17.8286336	34.6344482	13.1054238	19.3694131	32.1920671	13.3127873	23.491719	28.5091996	21.3550208	28.6220688	18.8909178	18.1410131	30.3287852	42.2064245	21.7292731	MZ	MZ_constant
gpbp1l1	59.0353622	82.8405986	90.2545041	79.8859927	82.925569	57.4142375	51.8600416	86.8036094	43.6363583	64.5754102	64.9376214	64.0650623	60.4843718	54.1777265	80.6466822	86.0491115	75.2548512	78.9283889	MZ	MZ_constant
gpc4	22.4896618	41.6982879	46.4872514	37.3715588	46.742426	16.8498306	23.7431516	58.6355507	42.5269593	35.9348213	42.990063	39.2336428	56.1640595	26.7324308	53.8841975	60.3049101	105.914235	100.338114	MZ	MZ_constant
gpcpd1	26.7064734	51.705877	47.2290693	31.8858254	63.6372788	21.842373	20.6190527	58.9229799	23.6671774	22.9553784	53.624447	29.0527608	41.5830056	19.960215	32.5101325	74.7639821	68.0877225	35.4698428	MZ	MZ_constant
gpd1l	50.601739	46.7020824	47.105433	55.0287632	42.5187128	44.3088137	37.8015966	45.1263797	22.9275781	69.2952077	59.7335612	63.8167481	49.6835911	44.9104838	63.403739	61.0102307	54.5498127	53.6840864	MZ	MZ_constant
gpkow	38.6541062	50.0379454	60.5817904	52.4573257	44.7713598	31.2033899	40.6132856	70.1327175	35.1309664	53.4195254	61.3174056	47.4280112	49.1435521	31.0096198	54.9618814	57.836288	79.6347631	69.3419449	MZ	MZ_constant
gpn2	45.6821255	25.0189727	43.890889	50.5716048	27.5949262	16.8498306	15.6204945	29.0303462	15.9013848	52.2395761	30.5455711	46.9313828	39.9628885	17.1087557	38.4373942	35.9713499	32.6502529	43.138998	MZ	MZ_constant
gpr107	194.676135	185.140398	193.738093	145.543364	158.389245	93.6101698	94.3477866	173.31979	69.5223335	176.670599	177.164312	124.157097	136.089837	106.929723	185.182025	224.997267	250.45133	164.567289	MZ	MZ_constant
gpr137	7.73082124	5.00379454	6.05817904	7.02859593	5.20924627	1.8722034	1.56204945	5.46115424	4.43759575	8.04510925	5.65658723	4.7179697	3.2402342	2.85145929	8.98069958	7.75852644	11.1488668	15.6578585	MZ	MZ_constant
gpr160	16.1644444	18.3472467	19.1636276	19.8857836	29.0028306	41.8125425	28.7417098	23.2817628	19.9691809	17.1628997	5.88285072	25.0797337	28.0820298	22.4552419	21.553679	17.9856749	19.1123431	20.7706287	MZ	MZ_constant
gpr161	23.8952656	23.3510412	24.2327162	17.3143461	17.7395954	18.0979662	11.8715758	21.5571878	11.8335887	18.235581	13.3495459	23.3415343	23.7617175	16.0394585	19.7575391	23.6282396	20.7050384	15.9774067	MZ	MZ_constant
gpr63	60.440966	89.5123246	99.6508634	83.4860053	60.3990987	29.9552543	28.11689	91.9773345	36.9799646	63.3954609	36.4284218	56.3673222	61.0244108	30.2967549	88.7293118	74.0586615	106.312409	69.9810412	MZ	MZ_constant
gps1	204.515362	227.394663	284.610779	282.000983	210.481707	189.716611	178.698457	217.871311	144.221862	284.689599	189.608804	237.38837	248.957995	239.166148	300.673822	179.856749	232.135335	183.740177	MZ	MZ_constant
gps2	224.193816	245.185933	252.218066	229.543657	235.964777	238.393899	165.577241	273.345141	186.748821	189.328238	98.1983543	242.602968	292.161117	205.305069	264.57141	210.185535	225.764553	196.202554	MZ	MZ_constant
gpt2	362.645796	347.485732	280.407144	266.229499	373.517037	149.776272	238.681155	363.5979	142.372864	257.336228	490.312981	184.249133	251.65819	208.869393	302.82919	454.226457	465.46519	308.363949	MZ	MZ_constant
gpx1a	10.542029	13.3434521	18.2981734	19.5429253	27.0317644	13.7294916	13.7460351	20.1200419	11.463789	21.1318203	9.50306655	17.1336795	24.8417956	14.6137288	24.2478889	35.2660293	27.8721671	26.2029469	MZ	MZ_constant
gpx4a	7.73082124	7.7836804	12.7345396	9.08574596	11.8263969	11.2332204	6.24819779	14.6588877	7.02619328	9.22505861	3.84647932	11.9190814	11.3408197	11.0494047	9.69915554	9.52182791	13.5379097	5.43231827	MZ	MZ_constant
gpx4b	98.3922703	138.994293	190.523549	150.343381	200.767167	135.422712	88.0995888	149.463169	76.5485268	132.5834	120.59844	140.049206	193.874013	131.52356	161.472978	155.875849	172.409262	90.1125736	MZ	MZ_constant
