Ensembl_Gene_ID	FPKM_(+)4SUTP_512cell_rep1	FPKM_(+)4SUTP_256cell_rep1	FPKM_(+)4SUTP_128cell_rep1	FPKM_(+)4SUTP_512cell_rep2	FPKM_(+)4SUTP_256cell_rep2	FPKM_(+)4SUTP_128cell_rep2	FPKM_(-)4SUTP_128cell	FPKM_(-)4SUTP_256cell	FPKM_(-)4SUTP_512cell
ENSDARG00000086309	7.60344	10.1471	9.44985	2.75997	2.77704	3.41503	3.48218	2.16976	0.881092
ENSDARG00000086317	2.83906	4.48225	1.75957	0.314717	0.392658	1.73199	2.95914	0.987406	0.232833
ENSDARG00000086332	1.30505	0.937401	0.373832	0.509573	0.583329	0.548675	0.595887	0.5205	0.204744
ENSDARG00000086342	0.237362	0.141391	0.402995	0.308144	0.301609	0.945326	1.05125	0.559698	0.143105
ENSDARG00000086345	1.00976	1.61792	1.12824	0.567428	0	0.703149	1.85997	1.62274	1.42411
ENSDARG00000086346	0.347361	0.142797	0	0.159867	0.0447991	0.0226921	0.0191905	0	0.0309053
ENSDARG00000086352	2.32709	5.78316	4.32506	1.9657	3.44099	3.1085	3.83327	2.01433	1.55836
ENSDARG00000086355	1.48619	1.43091	1.72826	0.855835	0.851392	1.10347	1.12189	1.15787	0.616295
ENSDARG00000086364	5.60708	0.694235	0.0579737	4.76564	0.637562	0	0.0710012	0	0.0157907
ENSDARG00000086368	0.512553	0.102469	0.0120731	0.447165	0.113715	0.140285	0.100822	0.0307483	0.0170946
ENSDARG00000086371	0.4181	0.531072	0.52599	0.532774	0.440043	0.606854	0.48601	0.313377	0.170966
ENSDARG00000086372	214.239	440.318	723.198	19.7762	32.4632	21.5241	74.1624	161.484	101.704
ENSDARG00000086379	1.78033	0.147051	0	0.900143	0.0875926	0	0	0	0.036914
ENSDARG00000086385	0.620963	0.333977	0.307415	0.258499	0.323934	0.361541	1.47484	1.24302	0.91932
ENSDARG00000086389	3.50257	0.633644	0.0360512	4.83721	0.796154	0	0.0601196	0.0230155	0.0575421
ENSDARG00000086396	978.09	948.364	1227.21	853.652	2584.14	3801.68	5946.91	10166.6	13639.8
ENSDARG00000086399	1.09716	0.662603	0.256506	0.873465	0.162013	0.205907	0.21871	0.0593169	0.0286743
ENSDARG00000086407	0.554284	0.839261	0.830173	0.25617	0.358741	0.275722	1.58035	0.880256	0.200731
ENSDARG00000086411	18.2841	12.1454	11.1121	9.32668	8.7648	5.76656	14.3215	15.1829	12.8499
ENSDARG00000086415	0.764305	0.912518	1.4737	0.743606	0.785091	0.791694	1.8398	1.15984	1.06379
ENSDARG00000086425	5.01601	8.4202	4.54726	2.79763	2.24494	2.76309	4.36528	1.57048	0.734097
ENSDARG00000086426	0.198048	3.02371	6.18013	1.71681	2.65957	2.0722	12.5026	11.7673	16.7368
ENSDARG00000086436	38546.3	22063.6	2254.71	32084.8	15836.8	1030.07	53.0641	0	175.626
ENSDARG00000086439	1.22952	0.0827929	0	0.278028	0	0	0.0357767	0	0.0365413
ENSDARG00000086453	1.9977	0.789499	0.069479	0.41299	0.0945776	0	0.0611746	0.0658429	0.0650309
ENSDARG00000086455	1.53492	3.15869	2.37875	2.54356	1.33217	1.77972	1.3945	1.87455	0.855255
ENSDARG00000086457	7.39497	6.15604	3.60568	3.57916	4.37701	2.66863	8.44703	2.44635	3.37229
ENSDARG00000086458	0.628933	0.695918	0.617073	0.365629	0.838273	0.553955	0.403194	0.179449	0.114192
ENSDARG00000086459	9.3619	11.7737	10.2426	3.66673	5.09328	4.76044	11.0843	6.77708	6.35066
ENSDARG00000086463	3.09009	4.751	4.68321	1.51894	2.40187	2.41948	3.71419	3.50672	2.77096
ENSDARG00000086471	11.0738	11.5754	14.0289	2.7005	3.35996	5.0637	5.01846	3.38779	1.19808
ENSDARG00000086478	687.082	197.814	3.50515	255.067	68.1169	2.78401	2.05632e-09	0.847579	1.93772
ENSDARG00000086482	69454.6	49966.9	3009.58	136272	77954.3	3057.23	355.399	192.868	296.494
ENSDARG00000086484	3.15443	1.26983	0.607919	1.06564	0.494801	0.681162	0.665599	0.567304	0.245053
ENSDARG00000086494	1.38147	0.791206	1.2158	0.922041	0.602415	0.876763	1.45641	0.618232	0.302352
ENSDARG00000086495	1.16091	0.0546685	0	0.231588	0.048084	0	0	0	0.0231973
ENSDARG00000086505	5.15924	4.49445	5.61551	2.57238	3.14572	3.54548	5.03877	4.41143	3.21403
ENSDARG00000086514	8.50221	14.8835	12.9637	4.98958	7.19134	8.74459	19.8745	13.5362	9.44769
ENSDARG00000086515	27.794	40.2561	37.3448	9.88241	9.93873	11.6841	21.1464	9.30348	4.83359
ENSDARG00000086520	1.83509	2.0147	1.69638	0.818004	0.972067	1.58476	2.39782	1.16071	0.527108
ENSDARG00000086522	2.13174	3.07428	2.25335	1.74074	2.56096	2.85032	4.20293	2.00462	1.01068
ENSDARG00000086525	5.27766	8.7785	4.53103	1.2585	2.27482	1.48652	4.7241	2.84706	1.22687
ENSDARG00000086536	0.88612	5.09814	3.83509	2.06004	6.1214	4.85109	18.0561	13.3517	24.4834
ENSDARG00000086540	0.447446	0.882144	0.527445	0.556237	0.561065	0.751642	0.974066	0.249537	0.153486
ENSDARG00000086543	0.171882	0.36663	0.2341	0.0687169	0.114625	0.0811328	0.0976963	0.0454359	0.0144758
ENSDARG00000086546	26.8965	19.286	19.606	7.69884	2.44102	3.88622	7.98008	7.731	8.11386
ENSDARG00000086550	2.51659	2.83846	1.86862	1.31449	1.35374	1.78759	3.79661	2.13366	1.47057
ENSDARG00000086551	0.473122	0.824233	1.03683	0.518624	0.620811	0.867355	1.31899	0.886009	0.436021
ENSDARG00000086552	37.8202	23.759	23.8986	18.5085	9.26579	6.8318	19.4312	23.2365	18.3381
ENSDARG00000086555	101.937	148.825	129.651	37.5562	25.6319	17.9477	25.0101	30.4792	41.3689
ENSDARG00000086557	0.711724	1.06145	1.86721	0.347333	0.697355	0.800959	2.18051	0.44301	0.558356
ENSDARG00000086561	0.886807	0.56251	0.61357	1.36599	0.657784	0.458582	2.99761	1.22538	0.861094
ENSDARG00000086579	2.18376	2.05815	2.56585	0.690217	0.973036	1.02559	6.92813	2.08696	2.10079
ENSDARG00000086582	11328.5	5715.49	414.394	96287.6	57094.9	2197.86	211.47	115.417	325.022
ENSDARG00000086592	4.43923	1.61105	0.545467	0.4752	0.836573	0.727248	1.41343	0.773782	0.730692
ENSDARG00000086604	38.2842	30.0727	35.3399	7.49483	5.11506	4.06639	13.6023	10.1206	16.3158
ENSDARG00000086606	1678.56	3144.48	4102.23	643.159	1936.49	1739.28	3833.32	4709.69	6226.17
ENSDARG00000086611	8.94472	11.9463	13.885	6.16807	6.94661	10.4502	8.18849	4.4728	3.31826
ENSDARG00000086618	7.00936	5.41273	2.66605	2.14794	2.31962	1.21937	2.8393	1.11674	0.29311
ENSDARG00000086626	5.27496	6.56129	5.86519	4.20266	5.22156	5.59728	11.1789	6.26307	2.3694
ENSDARG00000086627	2.03429	1.67439	1.52111	0.793863	0.840871	1.15456	1.73835	0.229969	0.289264
ENSDARG00000086638	2375.98	3787.48	6411.75	3323.42	6704.8	8470.03	31146.3	35744.9	30425.3
ENSDARG00000086639	18.6683	27.3233	26.9941	9.90784	13.7137	9.82506	13.9949	7.1843	6.81556
ENSDARG00000086666	13.4755	4.96865	0	7.30257	0.629194	0	0	0	0.576025
ENSDARG00000086670	2.92249	2.59959	2.90497	0.714074	1.32796	1.33791	2.74033	1.11178	1.06427
ENSDARG00000086690	7.00625	1.67438	0	1.09695	0.50055	0	0	0	0.184006
ENSDARG00000086694	0.992084	0.671902	0.19344	0.228557	0.302271	0.133608	0.281024	0.173893	0.0628525
ENSDARG00000086712	2.84037	3.47219	3.04075	1.16016	1.95936	2.29029	2.35042	1.21603	1.31235
ENSDARG00000086717	0.711467	0.0614219	0	0.076078	0.0379082	0	0	0	0.0162484
ENSDARG00000086720	1.92351	0.554521	0.0649376	1.24186	0.420871	0.124354	0.338657	0.205262	0.200274
ENSDARG00000086735	0.121785	0.0863113	0.0725899	0.27253	0.161739	0.107524	0.309305	0.278424	0.0542064
ENSDARG00000086739	0.923462	0.216947	0.198096	0.14803	0.14354	0.265874	0.406041	0.200271	0.0538714
ENSDARG00000086751	61.8592	54.74	44.6117	27.3625	17.8384	12.6667	46.2794	41.0909	37.4554
ENSDARG00000086761	1.37262	1.19229	0.584421	0.333195	0.669033	0.545357	2.09104	0.572316	0.0743878
ENSDARG00000086764	13.9285	14.614	9.42325	5.21004	4.5451	5.08305	4.12239	2.18609	1.00095
ENSDARG00000086768	19.8476	27.0141	28.4087	1.38309	1.59895	1.62775	4.06708	1.70968	0.870518
ENSDARG00000086779	11562.9	9341.39	474.097	55022.2	29130.1	1288.94	100.689	155.945	258.766
ENSDARG00000086786	0.824679	2.21284	1.12225	0.308733	0.709661	0.785201	1.13083	0.401341	0.093429
ENSDARG00000086791	12.9906	2.34594	0.0606785	2.9566	0.456878	0.025788	0.00236703	0.0768117	0.0314561
ENSDARG00000086792	1.67613	1.77699	0	0.937986	0.233532	0.05312	0.0599975	0.0253116	0.0944281
ENSDARG00000086795	5.70754	6.30646	7.09393	2.38839	2.50469	2.28146	4.15972	2.50931	0.911412
ENSDARG00000086797	2.13753	3.03688	3.79444	0.469333	0.384429	0.562393	1.03149	0.705373	0.328765
ENSDARG00000086808	0.793172	1.04824	1.59982	0.488699	0.423862	0.692489	1.63484	0.580075	0.429478
ENSDARG00000086810	0.403906	0.926456	0.407325	0.210402	0.482955	0.719166	1.2638	0.398987	0.335607
ENSDARG00000086813	1.91923	0.23009	0	0.910802	0.209965	0	0.328122	0	0
ENSDARG00000086821	21.9916	24.1249	35.8032	13.7569	13.3011	17.755	26.6339	15.4404	7.75965
ENSDARG00000086823	1.37512	1.82495	2.14992	0.796907	1.47487	1.78299	1.86969	1.5028	1.28392
ENSDARG00000086826	3.37652	0.16236	0	1.0126	0	0	0	0	0
ENSDARG00000086831	0.592026	0.197101	0.0669413	0.252436	3.74379e-05	0.0298056	0.105913	0.070653	0.10258
ENSDARG00000086835	3.33016	2.17101	3.5429	1.10545	0.833625	1.18277	3.34207	0.780678	0.555841
ENSDARG00000086839	7.43777	1.02144	0.0273513	4.23108	0.733162	0.082764	0.0319285	0.031209	0.148326
ENSDARG00000086840	1.60331	1.86328	1.65525	1.48152	1.35605	1.66368	2.00557	1.4031	0.643405
ENSDARG00000086850	5.58734	9.19902	9.9877	1.59312	7.49526	5.86528	8.95918	4.73416	1.70751
ENSDARG00000086864	1.57194	1.9915	1.95765	0.627857	1.06427	1.03486	1.15529	0.64532	0.253387
ENSDARG00000086866	1.41099	0.903322	0.477359	1.01063	1.79175	0.828442	3.92094	2.14143	2.02406
ENSDARG00000086870	1.40542	1.03912	2.56489	1.04257	1.16723	2.18755	1.54631	2.5415	4.99504
ENSDARG00000086896	65.049	110.735	83.6792	10.0088	9.63694	14.3141	36.2794	26.2013	36.6233
ENSDARG00000086905	1.91055	2.09735	1.81415	1.24184	3.23579	2.3814	2.2255	1.15661	0.862046
ENSDARG00000086906	1.87936	2.3066	3.14449	1.63082	1.45077	2.2357	3.63316	2.15254	1.34141
ENSDARG00000086907	10.518	19.0894	15.0963	9.24935	11.6032	9.52629	12.9586	11.7729	8.51678
ENSDARG00000086908	3.59554	3.0924	4.75821	2.07425	2.19181	3.33146	3.58808	1.98835	1.48268
ENSDARG00000086915	0.69713	0.557367	0.18696	0.353819	0.165335	0.374352	1.01194	0.449536	0.459462
ENSDARG00000086927	2.19558	3.32397	2.89598	1.55095	2.543	2.6215	3.75934	2.63507	1.45765
ENSDARG00000086928	15.1735	1.91769	0	2.38318	2.25875	0	0	0	0
ENSDARG00000086935	0.782752	0.341716	0.175813	0.286701	0.134981	0.093259	0.0863882	0.0575504	0
ENSDARG00000086956	0.19919	1.36533	0.90893	1.21114	2.27628	1.34214	0.394364	0.560837	1.17314
ENSDARG00000086966	214.239	440.318	723.198	19.7762	32.4632	21.5241	74.1624	161.484	101.704
ENSDARG00000086968	65802.2	45738.8	3700.63	32605.5	19181.2	870.028	50.5366	51.9751	70.7852
ENSDARG00000086970	0.416249	0.347554	0.206314	0.18202	0.251323	0.0940986	0.201535	0.0851933	0.0616106
ENSDARG00000086977	8.08823	10.8847	6.53366	3.46783	2.22057	1.98598	7.18375	3.84709	5.07893
ENSDARG00000086980	1.81008	2.18832	1.5795	1.84843	2.34661	2.09577	2.18118	4.47767	5.18234
ENSDARG00000086988	7.08405	7.15445	5.78023	4.81575	4.42386	5.55496	8.74088	4.43727	1.80194
ENSDARG00000087007	0.35479	0.545378	0.0586177	0.823662	1.04617	0.837861	0.506603	0.252905	0.192551
ENSDARG00000087024	11328.5	5715.49	414.394	96287.6	57094.9	2197.86	211.47	115.417	325.022
ENSDARG00000087034	8438.67	14712.8	17626.9	140413	289127	262244	533829	346948	217063
ENSDARG00000087043	1.69718	2.39037	2.00657	0.518721	1.10011	0.863633	1.37772	0.466459	0.330213
ENSDARG00000087053	6.21554	6.61269	1.95964	1.13886	2.16266	1.48149	4.88604	1.02922	0.946964
ENSDARG00000087058	5.87233	6.09286	6.31493	2.7553	2.49922	1.30631	8.65922	6.69225	5.79654
ENSDARG00000087066	1.5666	0.568817	0	0	0	0	0	0	0
ENSDARG00000087070	1.68676	0.472271	0.0459104	0.990191	0.367621	0.0375384	0.238761	0.0718429	0.0327709
ENSDARG00000087074	1.23694	1.977	1.67552	0.686639	0.815748	0.992524	2.21934	1.93445	1.21199
ENSDARG00000087089	16.0982	15.0032	11.9425	7.80749	5.48349	7.53565	14.0234	7.46204	2.76854
ENSDARG00000087094	10.5728	5.72032	5.71523	4.31501	2.06474	1.70682	9.1519	2.49422	1.16553
ENSDARG00000087101	5.01388	3.52652	8.00626	2.32931	5.8861	4.03166	2.09968	4.62896	5.05392
ENSDARG00000087102	0.68349	0.0569342	0	0.669807	0.00806577	0	0	0	0
ENSDARG00000087110	1.28198	1.68607	1.429	0.814021	0.634965	0.975228	1.28358	1.23101	0.646321
ENSDARG00000087135	7.42589	9.19376	5.96654	7.25494	5.29409	6.53674	5.56411	3.79022	1.53007
ENSDARG00000087146	2.09593	1.74755	1.37423	1.00824	1.01579	1.0547	1.8099	0.578195	0.62075
ENSDARG00000087162	3.86341	4.35978	6.89155	1.55755	1.61734	2.33758	2.45629	1.68337	1.42715
ENSDARG00000087171	25223.7	17286.8	2803.34	24622.3	13827.9	768.201	162.155	129.993	43.1131
ENSDARG00000087180	1.85061	1.45004	1.64583	0.72032	0.908563	1.36706	1.77287	1.79368	0.809826
ENSDARG00000087182	30.5952	10.3693	0.0845229	28.2779	7.99156	0.473259	0.0903002	0.117838	0.328795
ENSDARG00000087183	266.651	132.921	6.25945	180.453	64.6832	4.8494	3.30576	1.71447	2.32955
ENSDARG00000087185	0.76116	0.951675	0.228147	0.267214	0.436414	1.43999	0.546421	0.589864	0.227004
ENSDARG00000087186	2.1064	1.88491	0.176457	0.482094	0.53053	0.512128	1.55381	0.646228	0.295638
ENSDARG00000087187	4.10285	7.10037	7.62682	2.57351	1.68355	2.96347	8.99491	3.86636	1.57051
ENSDARG00000087193	3.28602	3.34002	3.69204	2.19474	1.66331	3.01712	5.64577	3.43964	1.01986
ENSDARG00000087205	1.39081	2.79694	2.15452	0.993772	1.2159	1.98313	2.27141	1.56672	0.45274
ENSDARG00000087209	5.00988	6.02504	8.74743	3.49383	4.37743	5.85906	5.8188	2.85415	1.33957
ENSDARG00000087226	1.57253	2.21373	2.45359	0.714532	1.15012	1.05111	1.58713	0.752082	0.326693
ENSDARG00000087229	0.808174	1.17217	1.21747	0.281945	0.470843	0.515957	1.31323	0.666706	0.198571
ENSDARG00000087235	17.0325	5.33686	3.65892	6.15504	1.87974	2.59859	1.71319	0.0298063	3.5085
ENSDARG00000087238	3.15319	3.21438	3.05021	1.69013	1.43013	2.2654	3.39333	0.927207	0.757512
ENSDARG00000087243	4.02556	2.28904	0.985738	0.919726	1.41543	1.09302	2.57593	1.40813	0.463875
ENSDARG00000087247	1.14162	0.876394	1.83196	0.495797	0.809921	0.466084	0.803383	1.45964	0.332885
ENSDARG00000087253	2.39104	1.3899	2.21794	0.19411	1.9294	1.24866	1.86845	1.24726	1.43802
ENSDARG00000087256	4.60319	1.70896	0.214243	0.948623	0.0548176	0	0.211652	0	0.275823
ENSDARG00000087263	2.90252	2.23232	1.70175	0.708404	0.588161	0.743285	1.46929	0.640032	0.31043
ENSDARG00000087264	0.737026	0.702306	6.63751	0.843642	4.4188	7.7798	19.4443	18.1844	52.1733
ENSDARG00000087281	25448.6	21593.6	2117.12	5747.47	3086.71	199.064	55.4664	39.655	4.33514
ENSDARG00000087299	0.799176	2.03273	1.55326	1.06619	0.711027	0.66554	0.978425	1.16093	0.879454
ENSDARG00000087307	3.22509	2.60061	3.92906	2.28714	2.58821	4.73798	4.76711	1.84867	0.78265
ENSDARG00000087313	4.15159	4.85762	5.87495	3.01674	3.74923	5.81923	6.37857	2.18471	1.53517
ENSDARG00000087330	2.90224	3.8551	2.43812	0.729583	1.01372	1.49715	2.5955	1.8202	1.42294
ENSDARG00000087332	6.74621	5.10407	4.9023	4.31512	3.07478	2.79858	10.4434	9.44406	4.38451
ENSDARG00000087337	978.09	948.364	1227.21	853.652	2584.14	3801.68	5946.91	10166.6	13639.8
ENSDARG00000087346	1.48984	1.95801	1.64415	0.756644	0.87756	1.05525	1.34482	0.618607	0.182897
ENSDARG00000087348	27.0007	36.3357	34.158	14.4416	16.4395	17.1088	19.6807	14.4531	7.49042
ENSDARG00000087352	0.252989	0.283844	0.247056	0.175093	0.218348	0.248846	0.349269	0.127886	0.0481601
ENSDARG00000087358	1.26045	0.0865989	0	0.73535	0.154288	0.0674475	0.203466	0.0899496	0.0622422
ENSDARG00000087363	5.87182	7.56343	11.1799	4.57526	4.29677	4.09581	4.79093	2.76561	1.40133
ENSDARG00000087366	2.51758	3.45273	5.97676	1.13099	8.55078	8.01043	42.1663	16.1189	58.6827
ENSDARG00000087369	1.12473	1.78159	1.79592	0.534183	0.496791	0.62911	1.90614	0.632396	0.422883
ENSDARG00000087372	9.51906	15.1357	17.3619	2.24721	4.40149	5.07857	4.90266	2.44977	2.15825
ENSDARG00000087377	12.2253	11.6851	8.04711	5.59821	10.5273	14.4739	9.20563	6.50462	14.9637
ENSDARG00000087387	0.962929	0.274353	0.0152659	0.227996	0.0779156	0.0278044	0.0178531	0.00747277	0.0915188
ENSDARG00000087391	2375.98	3787.48	6411.75	3323.42	6704.8	8470.03	31146.3	35744.9	30425.3
ENSDARG00000087392	4.61337	6.18852	6.21219	1.09832	1.11803	1.49031	4.58316	3.05907	1.43702
ENSDARG00000087393	10.5794	13.6762	12.2454	3.9131	3.7881	4.29267	6.38834	3.23677	1.8107
ENSDARG00000087394	0.314339	0.561843	0.309062	0.371992	0.423001	0.698924	1.15934	0.639969	0.11361
ENSDARG00000087396	7.73861	8.59488	4.00417	2.06825	3.8657	3.93361	12.1782	2.65681	2.01426
ENSDARG00000087402	11.1327	12.2755	13.589	5.3066	5.38162	6.79461	7.78715	3.36168	1.86624
ENSDARG00000087412	328.064	193.59	10.7915	348.121	136.679	9.9582	0.913358	0.0299357	1.09675
ENSDARG00000087417	0.221514	0.346133	0.1576	0.298908	0.21196	0.174071	0.766346	0.441187	0.237201
ENSDARG00000087418	2.24333	2.74333	1.72396	1.58999	2.95427	2.9501	1.98518	1.89205	2.06381
ENSDARG00000087421	8.06445	10.5603	9.976	6.11096	7.61606	9.13994	11.877	8.17754	6.00046
ENSDARG00000087439	7.64891	8.19587	7.35397	3.18063	3.2704	3.95654	6.4502	3.15372	1.83626
ENSDARG00000087443	3.61166	1.96422	2.08071	0.870732	0.373033	1.33517	0.759608	0.25015	0.163568
ENSDARG00000087448	1.80299	2.12752	3.44889	0.854847	1.32462	1.3727	5.60802	5.77345	4.84746
ENSDARG00000087450	1.67739	1.13241	0.597201	0.410377	0.898428	0.415577	3.07164	1.19882	0.20685
ENSDARG00000087451	29.9008	20.7604	21.1113	9.62076	1.55527	3.41849	8.16475	5.13212	3.52709
ENSDARG00000087452	1.89991	0.473394	0	0.126731	0	0	0	0	0
ENSDARG00000087453	3.12389	1.96643	0.863926	0.871706	0.266205	0.490275	1.115	0.89474	0
ENSDARG00000087461	1.59124	0.610292	1.25857	0.740276	0.619598	0.801317	0.864719	0.424514	0.0777745
ENSDARG00000087472	8.27897	10.7064	1.28927	4.56179	0.456104	0	1.37862	0.445826	1.40007
ENSDARG00000087473	1.21428	1.4768	2.1209	1.08095	1.31198	1.17211	1.27535	1.16458	1.11037
ENSDARG00000087475	2375.98	3787.48	6411.75	3323.42	6704.8	8470.03	31146.3	35744.9	30425.3
ENSDARG00000087483	2.1091	2.3954	1.60517	0.605532	1.34295	1.10042	1.31359	0.857551	1.06983
ENSDARG00000087486	1.69554	2.65131	0.77088	1.86001	2.65549	1.34652	3.03737	1.4404	1.05352
ENSDARG00000087491	2.75566	1.55302	4.02387	1.03926	0.770439	2.13499	3.91964	2.7566	1.31898
ENSDARG00000087492	0.679775	0.585982	0.525767	0.297221	0.446736	0.320853	2.22062	0.724154	0.493078
ENSDARG00000087500	11336.5	5715.49	414.394	96149.8	57064.8	2197.86	211.47	115.417	325.022
ENSDARG00000087504	8438.67	14712.8	17626.9	140413	289127	262244	533829	346948	217063
ENSDARG00000087505	9.4587	2.76704	0.201412	0.519012	0.729071	0.253793	0	0.218801	0.222512
ENSDARG00000087506	2256.1	1184.63	904.817	8406.35	17221.9	14682.7	43217	18190.8	8432.29
ENSDARG00000087508	0.50779	0.284108	0.168017	0.436683	0.177319	0.149159	0.101982	0.072261	0.113368
ENSDARG00000087514	0.724253	0.403337	0	0.126677	0.0861394	0	0	0	0
ENSDARG00000087527	11343.3	5715.49	414.394	96163.3	57106	2197.86	211.47	115.417	325.022
ENSDARG00000087528	3.6047	2.12603	1.76092	0.842958	0.701404	1.08891	1.52084	0.273263	0.183654
ENSDARG00000087529	2.47038	2.13299	1.47058	1.578	1.56971	1.42162	1.79793	2.56732	2.40865
ENSDARG00000087530	3.9622	6.29623	6.10695	3.24828	3.70683	3.50168	5.3299	2.47628	1.22152
ENSDARG00000087535	1.27341	0.347227	0	0.530821	0.0383272	0	0.000186371	0	0.0147487
ENSDARG00000087536	2.02899	1.60193	1.48775	1.03145	0.997279	1.51462	1.40892	0.700637	0.718046
ENSDARG00000087538	2.21151	0.617792	0.790421	0.329233	0.449653	0.440846	1.72843	0.289151	0.153095
ENSDARG00000087543	40.9417	7.08795	6.89984	31.3479	3.7836	1.72468	3.85012	2.02324	4.76853
ENSDARG00000087554	4.70384	3.05544	4.18559	1.735	2.48858	2.938	4.00463	1.7769	1.15952
ENSDARG00000087555	2.8401	3.06609	2.57444	1.14648	1.0373	1.21527	1.52331	0.654999	0.330478
ENSDARG00000087570	11328.5	5715.49	414.394	96287.6	57094.9	2197.86	211.47	115.417	325.022
ENSDARG00000087582	8.19975	11.4817	13.6892	4.8129	6.58159	9.5106	9.90505	5.31639	2.20195
ENSDARG00000087596	14.1977	19.6391	16.1274	4.53152	5.9826	6.53323	14.7498	8.33113	4.00427
ENSDARG00000087600	2.36224	2.24108	1.92614	0.456876	0.857953	1.25107	2.75348	1.6807	0.377176
ENSDARG00000087607	1.0136	0.529156	0.916305	1.04399	0.834084	0.502196	1.13874	0.425721	0.361563
ENSDARG00000087609	38734.1	27807.9	3017.79	24975.5	13794.8	683.455	56.2867	0	125.143
ENSDARG00000087619	2.35538	2.06356	2.98032	0.841829	1.25926	1.03159	2.89172	2.25957	1.59629
ENSDARG00000087626	20.8098	6.7088	0.194322	16.6365	4.47976	0.11029	0.0247678	0.0468724	0.277586
ENSDARG00000087640	5.20088	5.60995	4.48175	1.15988	1.07174	1.05638	1.11967	0.565097	0.411917
ENSDARG00000087644	1.04321	0.471953	0.666763	0.421908	0.158349	0.486714	0.257981	0.458104	0.0865213
ENSDARG00000087647	24.351	31.6512	30.2653	10.057	11.9739	13.7564	35.7267	12.3415	11.6198
ENSDARG00000087655	55.0309	71.5518	51.2795	21.9814	21.2359	20.4464	32.0405	19.8586	14.7364
ENSDARG00000087657	1.40758	2.05528	1.72945	1.50478	0.914974	1.03977	2.02655	1.38137	0.479677
ENSDARG00000087658	0.572972	0.0929119	0.00262461	0.462285	0.0724532	0.00229842	0.023038	4.12763e-05	0.00204093
ENSDARG00000087673	0.950392	0.207921	0.178999	0.628738	0.172618	0.151925	0.455787	0.165101	0.0506543
ENSDARG00000087678	3.71132	3.89704	4.73252	0.722309	0.970643	1.17398	2.63198	1.00939	0.678184
ENSDARG00000087688	1.17972	1.49265	0.940775	0.187023	0.69427	0.345617	0.993583	0.695737	0.366513
ENSDARG00000087694	21.5952	14.9004	6.13792	7.84348	4.62691	4.38241	8.16468	5.29243	8.9715
ENSDARG00000087701	1.14653	3.88499	2.00592	2.43125	4.54716	3.9774	7.54618	3.83993	2.58256
ENSDARG00000087711	1.06632	1.32586	1.68337	0.923463	1.40499	1.77427	2.78409	0.946136	0.805739
ENSDARG00000087718	1.12837	0.279195	0.0305957	0.640927	0.161615	0.0128654	0.00581686	0.0302984	0
ENSDARG00000087742	26.8045	36.6682	33.2224	7.20807	7.40631	8.82046	28.0837	12.7706	8.66922
ENSDARG00000087744	4.66344	1.77978	0.0107196	8.03669	1.70475	0.116227	0	0	0.109639
ENSDARG00000087747	1678.62	3144.33	4091.43	643.34	1922.59	1726.6	3832.79	4707.97	6210.9
ENSDARG00000087749	4.44349	4.77713	4.44453	2.67669	3.22715	3.40274	6.70878	3.82205	2.54308
ENSDARG00000087752	16.5279	13.1181	10.0779	2.45674	2.33187	1.91769	3.87226	3.26294	2.75482
ENSDARG00000087755	0.900819	1.09908	0.818175	0.511555	0.576838	0.302937	0.572507	0.314531	0.256011
ENSDARG00000087758	4.81937	4.63633	5.03358	3.03611	4.20395	5.63851	4.82158	2.68638	2.5931
ENSDARG00000087759	1.61104	2.26107	1.79036	0.674054	0.952227	0.640736	1.64691	0.787984	0.643873
ENSDARG00000087774	2.36912	1.60785	1.81601	3.03098	21.1599	14.0405	59.2763	14.7125	59.9552
ENSDARG00000087779	3.51899	4.62673	2.61482	1.74358	1.91431	2.54106	2.57393	1.36875	0.305282
ENSDARG00000087791	5.4999	2.12637	0.0957938	4.42959	0.913563	0.00695384	0.215318	0.108922	0.0134672
ENSDARG00000087815	0.371543	0.187637	0.26184	0.261283	0.261593	0.202064	0.292269	0.294964	0.107479
ENSDARG00000087816	0.478169	0.199899	0.0279565	0.188901	0.036546	0.180477	0	0	0
ENSDARG00000087822	0.746868	0.909324	1.09679	0.150235	0.479918	0.450033	0.91202	0.969369	0.6418
ENSDARG00000087824	3.71371	0.744653	0.124221	3.31539	0.724742	0.0260572	0.03272	0.0127336	0.0902066
ENSDARG00000087837	2.4975	0.400069	0.0512018	1.03599	0.385924	0.0552788	0.0405965	0	0
ENSDARG00000087844	9.23275	0.574371	0	2.19234	0.196845	0	0	0	0
ENSDARG00000087850	6.78553	5.2015	1.76262	0.318405	2.3439	1.7205	6.7474	2.4171	1.43844
ENSDARG00000087854	94.9883	90.6137	71.2638	59.8753	26.661	17.5668	37.7475	30.0501	29.813
ENSDARG00000087866	8.35715	11.113	10.3121	1.94745	2.13384	3.49923	8.77505	2.75731	1.56488
ENSDARG00000087867	0.0567046	0.113829	0.130388	0.0785509	0.0904908	0.122093	0.343144	0.12503	0.112176
ENSDARG00000087869	8.5359	8.52292	9.82451	3.40409	3.66844	5.16218	6.30343	2.00428	1.8569
ENSDARG00000087882	30.7618	41.2517	26.9669	7.86186	10.1169	11.6772	12.8772	6.04753	5.20347
