Ensembl Gene ID,Gene name,FPKM 512-cell,FPKM 256-cell, FPKM 128-cell,fold-change,lfc_512_128,lfc_256_128,512_4fold,256_4fold,256_2fold
ENSDARG00000090220,BX324003.1,5.28,0.82,0,2.65,2.65,0.86,1,0,0
ENSDARG00000086289,CT955963.2,5.26,1.18,0.03,2.6,2.60,1.08,1,0,1
ENSDARG00000042796,yy1a,5.24,0.47,0.15,2.43,2.44,0.35,1,0,0
ENSDARG00000089302,HNRNPA0 (1 of 3),5.23,1.13,0.23,2.34,2.34,0.79,1,0,0
ENSDARG00000026090,C12H17orf48,5.22,0.89,0.16,2.43,2.42,0.70,1,0,0
ENSDARG00000087824,BX324179.2,5.22,0.81,0.04,2.58,2.58,0.80,1,0,0
ENSDARG00000060004,fzd7a,5.21,0.46,0.06,2.54,2.55,0.46,1,0,0
ENSDARG00000006345,MED17,5.02,1.1,0.41,2.09,2.09,0.57,1,0,0
ENSDARG00000094267,,4.9,0.54,0.03,2.51,2.52,0.58,1,0,0
ENSDARG00000073788,C14H4orf14,4.9,0.49,0.26,2.23,2.23,0.24,1,0,0
ENSDARG00000094017,zgc:173617,4.87,0.63,0.06,2.48,2.47,0.62,1,0,0
ENSDARG00000041435,uba52,4.84,2.57,0.38,2.08,2.08,1.37,1,0,1
ENSDARG00000053058,rps11,4.82,1.44,0.14,2.35,2.35,1.10,1,0,1
ENSDARG00000052011,rrad,4.77,0.78,0.1,2.4,2.39,0.69,1,0,0
ENSDARG00000092561,si:ch211-207c6.4,4.76,1.09,0.11,2.38,2.38,0.91,1,0,0
ENSDARG00000013802,pcid2,4.73,1,0.25,2.19,2.20,0.68,1,0,0
ENSDARG00000010658,insig1,4.73,0.98,0.33,2.11,2.11,0.57,1,0,0
ENSDARG00000089210,FP102169.1,4.73,1.2,0,2.52,2.52,1.14,1,0,1
ENSDARG00000006110,chd,4.68,0.6,0.01,2.49,2.49,0.66,1,0,0
ENSDARG00000092000,BX957234.2,4.67,0.61,0.01,2.49,2.49,0.67,1,0,0
ENSDARG00000026845,rhoaa,4.66,0.87,0.11,2.36,2.35,0.75,1,0,0
ENSDARG00000040606,tfap2c,4.64,1.19,0.04,2.44,2.44,1.07,1,0,1
ENSDARG00000095951,si:ch211-222h17.9,4.55,1.25,0.17,2.25,2.25,0.94,1,0,0
ENSDARG00000022675,otud6b,4.49,1.23,0.27,2.11,2.11,0.81,1,0,0
ENSDARG00000095501,CR388042.2,4.45,0.64,0.04,2.39,2.39,0.66,1,0,0
ENSDARG00000056954,si:dkeyp-38g8.5,4.44,1.51,0.09,2.32,2.32,1.20,1,0,1
ENSDARG00000093789,si:dkey-21k10.2,4.39,0.65,0.02,2.4,2.40,0.69,1,0,0
ENSDARG00000077877,si:dkey-14o18.1,4.35,0.52,0.02,2.39,2.39,0.58,1,0,0
ENSDARG00000095529,gusb,4.33,1.94,0.26,2.08,2.08,1.22,1,0,1
ENSDARG00000088914,CR628395.2,4.29,0.51,0.01,2.39,2.39,0.58,1,0,0
ENSDARG00000061773,neurlb,4.29,1.18,0.27,2.06,2.06,0.78,1,0,0
ENSDARG00000076554,cdkn1a,4.2,1.25,0.1,2.24,2.24,1.03,1,0,1
ENSDARG00000028017,tp53inp1,4.18,1.04,0.07,2.27,2.28,0.93,1,0,0
ENSDARG00000092145,CR790376.1,4.18,0.93,0.03,2.33,2.33,0.91,1,0,0
ENSDARG00000087256,FP016207.1,4.16,0.74,0.05,2.29,2.30,0.73,1,0,0
ENSDARG00000093949,CABZ01028403.3,4.08,1.07,0.16,2.13,2.13,0.84,1,0,0
ENSDARG00000076571,sp5,4.08,0.95,0.03,2.31,2.30,0.92,1,0,0
ENSDARG00000089587,CR450785.2,3.82,0.61,0.07,2.17,2.17,0.59,1,0,0
ENSDARG00000093894,,3.8,0.82,0,2.26,2.26,0.86,1,0,0
ENSDARG00000031283,vamp1,3.77,0.89,0.03,2.21,2.21,0.88,1,0,0
ENSDARG00000094567,si:dkey-14a7.3,3.72,1.32,0,2.24,2.24,1.21,1,0,1
ENSDARG00000007671,ghrb,3.72,0.45,0.01,2.22,2.22,0.52,1,0,0
ENSDARG00000018787,efna1b,3.72,0.68,0.13,2.06,2.06,0.57,1,0,0
ENSDARG00000089311,CABZ01000451.1,3.72,0.44,0.01,2.22,2.22,0.51,1,0,0
ENSDARG00000035519,zgc:110380,3.64,1.25,0.02,2.19,2.19,1.14,1,0,1
ENSDARG00000014623,si:ch211-212d10.1,3.61,1.45,0.03,2.16,2.16,1.25,1,0,1
ENSDARG00000094101,CR407594.3,3.61,0.7,0.04,2.15,2.15,0.71,1,0,0
ENSDARG00000069105,fgfr4,3.56,0.3,0.01,2.18,2.17,0.36,1,0,0
ENSDARG00000089711,zgc:173713,3.53,0.59,0,2.18,2.18,0.67,1,0,0
ENSDARG00000094227,BX640584.4,3.47,0.5,0,2.16,2.16,0.58,1,0,0
ENSDARG00000094378,si:dkey-29d8.2,3.44,1.71,0.05,2.08,2.08,1.37,1,0,1
ENSDARG00000091524,BX649518.3,3.37,0.85,0.02,2.1,2.10,0.86,1,0,0
ENSDARG00000088253,CABZ01065246.1,3.34,2,0.07,2.01,2.02,1.49,1,0,1
ENSDARG00000088165,si:dkey-206f10.5,3.3,1.61,0,2.1,2.10,1.38,1,0,1
ENSDARG00000039269,arg2,3.28,0.55,0.07,2,2.00,0.53,1,0,0
ENSDARG00000088148,FOXB1 (2 of 3),3.22,1.43,0.02,2.04,2.05,1.25,1,0,1
