name	PC1	PC2	PC3	group
atac_L12221	-3.977	-0.372	0.323	unlabeled
atac_P02318	-2.487	0.053	2.654	unlabeled
atac_L12222	-1.213	-0.952	1.625	unlabeled
atac_L11726	-4.504	1.638	2.656	unlabeled
atac_L12223	2.49	2.38	0.888	unlabeled
atac_P02319	-2.412	-1.029	1.517	unlabeled
atac_L11727	-6.493	1.113	0.418	unlabeled
atac_L12226	5.042	2.443	-4.727	unlabeled
atac_P02321	-1.586	-0.131	0.835	unlabeled
atac_P02322	0.527	-2.619	0.247	unlabeled
atac_L12229	-2.391	1.045	2.603	unlabeled
atac_L12230	0.499	-3.817	1.035	unlabeled
atac_L12231	1.005	-4.093	1.476	unlabeled
atac_P02323	-1.296	0.185	1.892	unlabeled
atac_L11728	-7.405	0.77	-0.058	unlabeled
atac_P02250	-6.788	0.392	0.602	unlabeled
atac_P02324	0.538	-0.958	3.496	unlabeled
atac_L12237	-2.913	0.405	2.709	unlabeled
atac_P02325	-3.795	0.027	0.142	unlabeled
atac_L12238	-2.134	-0.803	1.655	unlabeled
atac_L12239	-2.217	0.273	-1.274	unlabeled
atac_P02326	-3.775	-0.56	0.506	unlabeled
atac_P02327	-3.994	-0.314	1.799	unlabeled
atac_P02328	0.758	-2.378	2.384	unlabeled
atac_L12241	6.125	-0.463	-2.756	unlabeled
atac_L12242	-5.134	-0.38	2.186	unlabeled
atac_L12243	-1.73	-0.082	1.211	unlabeled
atac_P02329	-3.25	0.497	0.364	unlabeled
atac_L12244	-4.522	0.923	-2.986	unlabeled
atac_L12246	-4.227	-1.134	1.429	unlabeled
atac_L12247	-5.791	0.696	0.705	unlabeled
atac_P02330	-4.858	1.595	0.75	unlabeled
atac_P02331	-3.166	0.817	2.855	unlabeled
atac_P02332	-1.308	0.468	2.479	unlabeled
atac_L12249	0.981	-3.282	2.714	unlabeled
atac_P02333	1.92	-3.118	0.911	unlabeled
atac_L12252	3.624	-3.263	3.324	unlabeled
atac_P02334	-1.272	-2.51	2.297	unlabeled
atac_L11729	-7.313	-0.371	-0.486	unlabeled
atac_L12253	-5.326	-0.597	1.416	unlabeled
atac_L12254	-2.883	1.075	2.121	unlabeled
atac_L12255	7.951	2.394	0.738	unlabeled
atac_L12256	1.876	-2.457	1.737	unlabeled
atac_P02242	-7.627	1.123	-0.404	unlabeled
atac_L12258	8.162	3.591	-3.212	unlabeled
atac_L11730	-9.736	0.997	-1.22	unlabeled
atac_P02335	-1.851	1.01	3.076	unlabeled
atac_L12259	-1.769	1.339	2.7	unlabeled
atac_L12260	-2.757	1.17	1.173	unlabeled
atac_L12261	-5.36	1.421	2.154	unlabeled
atac_P02336	-1.25	0.781	2.519	unlabeled
atac_L12262	-5.81	0.853	0.848	unlabeled
atac_P02337	6.214	1.369	-3.644	unlabeled
atac_L12266	4.225	-2.284	-1.125	unlabeled
atac_P02338	-4.234	0.371	2.189	unlabeled
atac_L11731	-7.713	0.608	-0.046	unlabeled
atac_L11624	-7.156	0.611	-0.815	unlabeled
atac_L12273	-1.282	2.655	-1.402	unlabeled
atac_L12274	10.841	5.523	1.769	unlabeled
atac_L12276	0.078	0.46	0.74	unlabeled
atac_L12277	2.399	-4.657	1.306	unlabeled
atac_L11732	-9.563	0.848	-0.568	unlabeled
atac_P02339	0.136	-2.467	0.41	unlabeled
atac_P02340	-1.92	-0.961	2.317	unlabeled
atac_P02341	-1.43	-0.775	1.942	unlabeled
atac_P02342	-6.378	-0.446	-0.129	unlabeled
atac_P02343	-4.219	0.576	1.67	unlabeled
atac_P02251	-8.628	0.326	-1.049	unlabeled
atac_L12279	-3.884	0.325	1.911	unlabeled
atac_P02252	-9.316	0.808	-1.382	unlabeled
atac_P02344	-3.711	0.336	0.982	unlabeled
atac_P02253	-8.121	0.457	-0.228	unlabeled
atac_L12280	-1.595	0.812	1.166	unlabeled
atac_L12281	-5.94	0.069	0.479	unlabeled
atac_L11733	-7.627	0.321	0.305	unlabeled
atac_P02254	-0.761	-2.388	0.303	unlabeled
atac_P02345	-2	-0.803	1.999	unlabeled
atac_L12283	-1.889	1.421	1.247	unlabeled
atac_L12284	-2.708	0.756	0.922	unlabeled
atac_L12286	-6.506	-0.621	-1.961	unlabeled
atac_L12288	7.12	6.518	0.74	unlabeled
atac_L12291	-1.984	-0.834	0.821	unlabeled
atac_L11734	6.546	2.939	1.814	unlabeled
atac_L12292	7.516	-1.613	-0.459	unlabeled
atac_L12293	9.65	-1.625	0.228	unlabeled
atac_L12294	9.567	-0.106	1.678	unlabeled
atac_L12295	-2.613	1.323	3.399	unlabeled
atac_L11625	-9.716	0.539	-1.262	unlabeled
atac_L12296	-4.651	0.422	0.524	unlabeled
atac_L12297	2.153	-2.134	1.754	unlabeled
atac_P02255	-6.835	0.632	-0.08	unlabeled
atac_L11735	-7.119	0.887	0.393	unlabeled
atac_L12299	-2.971	0.416	2.089	unlabeled
atac_L12300	11.496	5.386	2.151	unlabeled
atac_L12301	6.899	6.834	1.155	unlabeled
atac_L12302	-3.411	0.378	1.023	unlabeled
atac_L12303	-6.496	0.304	1.598	unlabeled
atac_L12304	-3.897	-0.54	1.197	unlabeled
atac_L12305	-7.258	1.609	-0.455	unlabeled
atac_L11736	-5.979	0.688	1.176	unlabeled
atac_L12306	-4.926	1.416	-0.275	unlabeled
atac_L12307	8.82	2.753	1.748	unlabeled
atac_L12308	-1.164	-1.526	2.358	unlabeled
atac_L12309	-4.948	1.867	-1.969	unlabeled
atac_L12310	8.704	-1.747	-0.833	unlabeled
atac_L12314	0.093	-2.996	1.055	unlabeled
atac_L12315	5.373	-5.152	-1.091	unlabeled
atac_L12316	7.736	4.473	2.81	unlabeled
atac_L12318	6.467	1.042	-4.295	unlabeled
atac_L12319	11.154	2.306	-1.211	unlabeled
atac_P02346	0.11	-3.692	0.8	unlabeled
atac_L11738	4.871	1.831	-0.539	unlabeled
atac_L12320	2.82	-3.041	-2.525	unlabeled
atac_L12322	5.216	-1.284	-0.883	unlabeled
atac_L12323	7.793	-2.467	-3.072	unlabeled
atac_L12324	-0.275	1.061	-3.958	unlabeled
atac_P02348	-2.66	0.469	0.964	unlabeled
atac_P02349	-3.305	0.643	1.927	unlabeled
atac_P02350	0.44	0.022	-0.054	unlabeled
atac_L12326	-7.41	0.929	0.09	unlabeled
atac_L12327	-10.296	1.07	-0.945	unlabeled
atac_L12328	-0.681	-0.046	-1.331	unlabeled
atac_L11740	0.394	-1.233	1.65	unlabeled
atac_L11741	1.731	-1.89	0.853	unlabeled
atac_L11742	1.775	-0.995	1.488	unlabeled
atac_P02351	-1.043	-1.482	2.162	unlabeled
atac_L12332	0.594	-5.143	-0.159	unlabeled
atac_L12333	-2.542	-1.063	2.473	unlabeled
atac_P02352	-2.82	0.399	-0.874	unlabeled
atac_L12334	-0.736	0.862	-0.412	unlabeled
atac_L12335	-1.503	-1.267	-2.795	unlabeled
atac_L12338	1.467	4.13	-0.316	unlabeled
atac_L12340	-3.468	-0.262	2.358	unlabeled
atac_L12341	-3.726	-0.551	2.136	unlabeled
atac_L12343	-2.994	0.055	1.793	unlabeled
atac_L12344	-1.868	1.654	2.747	unlabeled
atac_L12345	-5.786	0.816	1.846	unlabeled
atac_L12346	2.185	0.025	-2.749	unlabeled
atac_L12347	1.825	1.251	-3.99	unlabeled
atac_L12350	-7.62	-1.242	-2.467	unlabeled
atac_L12351	7.93	2.263	1.337	unlabeled
atac_L12352	-6.763	0.582	-4.049	unlabeled
atac_L12353	2.147	-1.442	-4.862	unlabeled
atac_L12354	-7.953	0.755	-0.475	unlabeled
atac_L12355	-5.717	0.292	1.55	unlabeled
atac_L12357	-2.691	0.209	3.431	unlabeled
atac_L12360	-4.31	-0.896	-1.222	unlabeled
atac_P02353	2.966	-0.907	1.971	unlabeled
atac_L12363	-1.814	3.355	-3.126	unlabeled
atac_L12364	6.356	2.495	-1.139	unlabeled
atac_L12366	7.018	4.897	-2.683	unlabeled
atac_L12367	-2.187	-1.412	0.221	unlabeled
atac_L12368	-3.373	1.084	0.707	unlabeled
atac_L12370	-7.554	0.823	0.104	unlabeled
atac_L12371	-3.565	-1.141	-1.35	unlabeled
atac_L11743	-7.012	2.617	-0.883	unlabeled
atac_L12372	-2.55	-0.76	2.648	unlabeled
atac_L12374	2.178	-3.275	0.899	unlabeled
atac_L12375	-7.531	1.3	-0.234	unlabeled
atac_L12377	11.147	3.234	2.218	unlabeled
atac_L12378	1.027	0.718	-1.534	unlabeled
atac_L12379	3.48	-0.958	-3.842	unlabeled
atac_L12380	5.222	-0.646	-5.126	unlabeled
atac_L12381	-2.321	-1.317	-1.701	unlabeled
atac_L12382	-8.314	-0.273	-1.365	unlabeled
atac_L12383	7.704	-5.735	-0.868	unlabeled
atac_L12385	8.294	-1.004	-0.536	unlabeled
atac_L12386	-0.815	-1.237	3.095	unlabeled
atac_L12388	-11.258	0.603	-1.62	unlabeled
atac_L12392	-11.404	0.809	-1.766	unlabeled
atac_L12393	-11.288	0.882	-1.81	unlabeled
atac_L12397	-10.754	1.488	-1.745	unlabeled
atac_L12398	-9.968	1.328	-1.552	unlabeled
atac_L12399	-6.877	0.944	-0.297	unlabeled
atac_L12400	-3.946	-0.339	1.427	unlabeled
atac_L12401	-0.036	-2.388	2.519	unlabeled
atac_L12402	2.108	-2.296	4.045	unlabeled
atac_L12403	-2.723	1.409	2.279	unlabeled
atac_L12405	-1.724	-0.693	0.323	unlabeled
atac_L12406	1.452	2.308	-1.625	unlabeled
atac_L12407	0.975	-0.504	-1.571	unlabeled
atac_L12409	7.678	-0.39	-1.669	unlabeled
atac_L12410	-0.744	-0.869	2.829	unlabeled
atac_L11626	-9.341	1.067	-0.74	unlabeled
atac_L11744	-6.602	0.452	0.548	unlabeled
atac_L12411	8.101	-1.106	-1.678	unlabeled
atac_L12412	8.699	2.792	-2.614	unlabeled
atac_L12413	7.228	2.092	-3.402	unlabeled
atac_L12414	3.91	-0.485	-0.174	unlabeled
atac_L12415	0.857	-0.371	-0.309	unlabeled
atac_L12418	7.461	0.544	-0.099	unlabeled
atac_L12419	9.383	0.838	-1.424	unlabeled
atac_L12421	5.917	4.169	-1.866	unlabeled
atac_P02356	-9.483	0.426	-2.044	unlabeled
atac_L12423	4.489	-2.932	1.893	unlabeled
atac_L12424	13.105	0.899	1.118	unlabeled
atac_L12426	16.468	2.631	2.498	unlabeled
atac_L12427	14.784	-1.068	-0.257	unlabeled
atac_L12432	8.72	1.869	-0.725	unlabeled
atac_P02358	0.094	0.508	2.325	unlabeled
atac_P02359	-0.014	-2.147	2.375	unlabeled
atac_P02360	-3.767	-1.447	1.521	unlabeled
atac_P02361	-2.192	-0.277	2.501	unlabeled
atac_P02362	-3.584	0.357	0.901	unlabeled
atac_L11745	-1.835	1.2	-3.093	unlabeled
atac_L12435	-0.016	-0.231	-1.957	unlabeled
atac_P02364	1.295	-2.583	-1.662	unlabeled
atac_L12436	1.846	-0.515	-0.267	unlabeled
atac_L12437	-4.819	-0.262	-0.874	unlabeled
atac_L12438	-1.771	1.036	-0.498	unlabeled
atac_L11746	0.94	-0.593	0.134	unlabeled
atac_P02365	-4.454	0.68	1.951	unlabeled
atac_P02366	-3.398	0.155	2.616	unlabeled
atac_P02367	-2.062	-0.862	3.241	unlabeled
atac_L12439	-1.829	-0.069	2.408	unlabeled
atac_L12440	5.446	2.714	-3.617	unlabeled
atac_P02368	-2.25	-1.328	0.567	unlabeled
atac_L12441	-1.894	-1.254	0.412	unlabeled
atac_L12442	4.489	-0.308	-0.647	unlabeled
atac_L12443	5.149	0.566	-0.474	unlabeled
atac_L12445	5.789	5.338	0.942	unlabeled
atac_L12446	9.112	4.089	2.818	unlabeled
atac_P02371	-3.686	0.427	2.387	unlabeled
atac_L12448	-3.032	0.836	2.228	unlabeled
atac_L12451	-3.376	-0.25	1.539	unlabeled
atac_L12452	8.524	6.275	3.463	unlabeled
atac_L12455	6.069	1.784	-2.439	unlabeled
atac_L12456	4.962	0.855	-2.772	unlabeled
atac_L12457	7.357	0.181	-3.834	unlabeled
atac_L12459	9.471	5.368	3.46	unlabeled
atac_L12462	-5.365	-0.712	-0.354	unlabeled
atac_L12463	1.71	1.094	-3.881	unlabeled
atac_L12464	-4.469	0.56	2.378	unlabeled
atac_L12465	3.092	1.575	-1.397	unlabeled
atac_L12466	-3.77	0.785	2.209	unlabeled
atac_L12467	-4.921	0.745	1.197	unlabeled
atac_L12468	-5.932	1.873	-1.695	unlabeled
atac_L12469	-0.846	-1.214	0.417	unlabeled
atac_L12471	4.52	-5.859	0.64	unlabeled
atac_P02372	-7.707	0.802	0.482	unlabeled
atac_L12472	-5.02	1.126	2.441	unlabeled
atac_L12474	5.162	-3.135	-1.428	unlabeled
atac_L11747	1.082	3.085	-0.274	unlabeled
atac_L12477	0.967	0.358	1.509	unlabeled
atac_L12478	3.773	-2.784	-1.67	unlabeled
atac_L12480	4.949	-0.857	-4.47	unlabeled
atac_L12481	14.32	6.921	4.556	unlabeled
atac_L12483	3.559	-2.774	-2.199	unlabeled
atac_P02374	-1.716	1.979	2.456	unlabeled
atac_L12484	-5.892	0.695	-0.244	unlabeled
atac_L12485	7.027	3.353	-1.459	unlabeled
atac_L12486	3.035	2.383	-1.02	unlabeled
atac_L12487	-4.677	0.662	2.702	unlabeled
atac_L12488	-2.899	-0.57	2.092	unlabeled
atac_L12489	1.87	-1.188	-1.57	unlabeled
atac_P02375	-2.751	0.383	0.405	unlabeled
atac_L12491	-3.728	-2.212	-1.614	unlabeled
atac_L12493	-1.225	-2.56	-0.845	unlabeled
atac_P02376	-3.266	-1.517	0.821	unlabeled
atac_L12495	1.91	-4.618	0.227	unlabeled
atac_L11627	-7.451	0.007	-0.26	unlabeled
atac_L12498	-1.494	0.887	2.224	unlabeled
atac_L12501	3.034	-0.105	-2.584	unlabeled
atac_L12505	4.767	-0.041	-2.912	unlabeled
atac_L12507	6.408	2.943	0.349	unlabeled
atac_L12508	13.011	5.346	-1.357	unlabeled
atac_L12509	6.114	1.921	-0.427	unlabeled
atac_L12510	3.509	-2.514	4.831	unlabeled
atac_L12511	-2.824	-1.798	1.765	unlabeled
atac_L12512	8.43	3.919	1.904	unlabeled
atac_L12513	11.875	4.384	4.517	unlabeled
atac_P02377	-2.615	0.609	0.16	unlabeled
atac_L12515	7.257	5.797	-2.307	unlabeled
atac_L12516	11.058	4.501	-1.972	unlabeled
atac_P02378	0.702	-2.305	2.761	unlabeled
atac_P02379	-4.253	-0.856	2.08	unlabeled
atac_L12517	1.665	-2.516	0.67	unlabeled
atac_L11748	8.632	7.568	2.705	unlabeled
atac_L11749	5.182	4.291	1.458	unlabeled
atac_L12518	1.903	-0.03	-1.693	unlabeled
atac_L11628	-4.255	-0.995	0.333	unlabeled
atac_L12521	-5.945	0.741	0.975	unlabeled
atac_L11750	-7.504	0.56	0.566	unlabeled
atac_L12523	-3.515	-0.976	-0.883	unlabeled
atac_L12524	-4.212	-0.65	0.371	unlabeled
atac_L12525	-1.637	-1.986	2.717	unlabeled
atac_L11751	2.431	3.957	0.834	unlabeled
atac_P02380	-3.186	0.824	1.858	unlabeled
atac_P02256	-6.472	1.952	0.971	unlabeled
atac_L11752	-3.684	0.205	1.985	unlabeled
atac_L12528	11.265	3.699	-0.58	unlabeled
atac_L12531	9.491	-1.23	-4.12	unlabeled
atac_L11753	0.581	-0.039	-0.535	unlabeled
atac_L11754	-3.991	-0.103	0.99	unlabeled
atac_L12536	-3.083	0.16	-1.721	unlabeled
atac_L12538	-3.111	-0.421	-0.037	unlabeled
atac_L12539	14.844	6.947	5.879	unlabeled
atac_L12540	5.389	6.286	3.617	unlabeled
atac_L12541	-0.865	1.14	-1.499	unlabeled
atac_L12542	-6.283	1.049	-0.198	unlabeled
atac_L12543	-1.522	-1.478	1.136	unlabeled
atac_P02382	0.693	-3.228	2.091	unlabeled
atac_L12548	6.999	4.924	3.465	unlabeled
atac_L12549	10.954	7.211	7.093	unlabeled
atac_L12550	-0.742	-1.072	-1.024	unlabeled
atac_L12553	-0.349	-2.175	1.423	unlabeled
atac_P02383	0.071	-1.771	1.601	unlabeled
atac_L12554	-0.956	-1.374	-0.264	unlabeled
atac_L12555	-1.826	0.52	2.653	unlabeled
atac_L12556	-2.715	-0.709	1.334	unlabeled
atac_P02384	-1.401	-0.306	1.857	unlabeled
atac_L12557	1.142	-1.053	-1.63	unlabeled
atac_L11755	-4.874	-0.172	2.449	unlabeled
atac_P02385	-0.866	-2.368	1.645	unlabeled
atac_P02386	-2.429	-0.737	1.51	unlabeled
atac_P02387	-0.688	0.992	0.442	unlabeled
atac_L12559	8.332	3.33	2.363	unlabeled
atac_L12560	7.293	1.041	-0.073	unlabeled
atac_L12562	4.254	-2.61	2.878	unlabeled
atac_L11756	-6.342	2.233	0.48	unlabeled
atac_L12565	11.948	4.743	-3.186	unlabeled
atac_P02388	1.821	-2.654	1.173	unlabeled
atac_L12567	2.265	4.015	2.636	unlabeled
atac_L12570	10.25	2.145	5.029	unlabeled
atac_L12573	-0.989	-2.634	-0.981	unlabeled
atac_L12574	-1.535	-3.059	1.741	unlabeled
atac_P02389	-2.146	-0.124	2.043	unlabeled
atac_P02391	3.3	-4.486	0.673	unlabeled
atac_P02392	5.406	-5.065	1.767	unlabeled
atac_L11757	-8.931	0.643	-1.674	unlabeled
atac_P02393	-1.694	-0.552	3.453	unlabeled
atac_L12577	0.303	-2.177	2.907	unlabeled
atac_L12582	6.94	-1.581	-4.836	unlabeled
atac_L12583	3.456	-0.859	-4.933	unlabeled
atac_L12586	-2.22	0.192	1.444	unlabeled
atac_L12587	-4.397	1.48	2.096	unlabeled
atac_L12588	-4.337	1.443	1.185	unlabeled
atac_L11758	-6.545	1.351	1.024	unlabeled
atac_L12592	-4.963	0.314	1.568	unlabeled
atac_P02394	-3.353	1.029	2.235	unlabeled
atac_L12594	-5.636	0.418	0.998	unlabeled
atac_L12595	-3.224	-1.695	-1.966	unlabeled
atac_P02395	-0.585	-1.831	0.705	unlabeled
atac_L12596	-2.181	-1.438	-0.068	unlabeled
atac_L11759	-6.654	1.318	0.578	unlabeled
atac_P02396	-2.055	-2.236	1.555	unlabeled
atac_P02397	3.243	-0.86	-0.283	unlabeled
atac_L12598	2.175	-2.389	-0.247	unlabeled
atac_L12599	-0.426	-3.117	1.646	unlabeled
atac_L12600	-0.497	-3.578	-0.125	unlabeled
atac_P02398	-0.82	-1.036	2.282	unlabeled
atac_L12602	-4.377	0.875	0.947	unlabeled
atac_L12603	-5.697	1.674	1.049	unlabeled
atac_L11760	-6.771	1.015	0.168	unlabeled
atac_L12604	-1.883	-1.534	0.477	unlabeled
atac_L12605	-1.237	-0.307	-1.554	unlabeled
atac_L12606	0.284	-2.522	0.809	unlabeled
atac_L11761	-6.337	0.602	2.085	unlabeled
atac_L12612	2.074	-2.252	-0.779	unlabeled
atac_L12615	0.632	-4.816	1.789	unlabeled
atac_L12616	-2.929	1.531	-2.616	unlabeled
atac_L12617	5.416	-4.208	0.62	unlabeled
atac_L12619	2.976	2.468	-0.829	unlabeled
atac_L12620	5.818	-0.622	-3.353	unlabeled
atac_P02402	-3.181	0.109	1.016	unlabeled
atac_L12621	-5.007	1.901	0.603	unlabeled
atac_L12622	-4.264	2.171	0.879	unlabeled
atac_L12623	6.163	-1.127	2.348	unlabeled
atac_L12624	-5.056	1.191	0.704	unlabeled
atac_L11762	-3.682	2.258	3.095	unlabeled
atac_L12625	13.904	6.282	8.494	unlabeled
atac_L12626	9.866	5.345	6.716	unlabeled
atac_L12627	5.187	4.028	2.885	unlabeled
atac_L12628	-4.196	-1.41	1.274	unlabeled
atac_P02403	-4.628	1.168	0.396	unlabeled
atac_P02404	-6.078	1.125	-0.201	unlabeled
atac_L12630	-3.858	-0.542	0.618	unlabeled
atac_L12631	-0.599	-0.564	2.319	unlabeled
atac_L12632	-0.393	-3.396	0.145	unlabeled
atac_L12635	0.305	-0.508	5.048	unlabeled
atac_L12636	-1.99	-0.294	3.525	unlabeled
atac_L12637	-6.328	0.704	-0.626	unlabeled
atac_L12638	-8.715	1.2	-0.246	unlabeled
atac_L12639	-7.925	1.259	-0.097	unlabeled
atac_L12640	-7.498	0.954	-0.052	unlabeled
atac_L12645	7.12	-4.609	-1.221	unlabeled
atac_L12647	-4.808	0.405	-0.626	unlabeled
atac_L12649	7.83	-0.958	-1.187	unlabeled
atac_L12650	-5.955	1.37	0.244	unlabeled
atac_L12652	7.882	1.297	-5.083	unlabeled
atac_L12653	6.859	2.602	-4.161	unlabeled
atac_L12654	-2.341	1.092	2.5	unlabeled
atac_L11629	2.992	0.46	-1.801	unlabeled
atac_L11630	-0.731	2.564	-1.575	unlabeled
atac_P02405	7.726	1.219	-2.638	unlabeled
atac_L12655	2.17	0.426	-3.105	unlabeled
atac_L12656	6.083	3.184	-3.773	unlabeled
atac_L12658	8.028	2.396	0.873	unlabeled
atac_L12659	9.471	3.692	1.006	unlabeled
atac_L12660	-3.742	2.177	0.68	unlabeled
atac_L12661	-5.422	2.608	0.028	unlabeled
atac_L12662	-4.006	0.856	-1.073	unlabeled
atac_L11763	0.117	-0.079	0.539	unlabeled
atac_P02406	-3.707	-0.239	1.955	unlabeled
atac_P02407	-2.742	-1.21	0.633	unlabeled
atac_L11764	-1.979	1.879	-2.8	unlabeled
atac_L12665	-2.383	-1.933	2.668	unlabeled
atac_L12666	1.119	-0.912	-4.365	unlabeled
atac_P02408	-5.79	2.748	0.658	unlabeled
atac_L12667	-1.13	-1.155	1.088	unlabeled
atac_L12668	-0.304	-0.348	3.512	unlabeled
atac_L12669	2.45	-0.948	-4.528	unlabeled
atac_L11765	-2.676	-0.762	-0.388	unlabeled
atac_P02409	-3.753	1.3	2.483	unlabeled
atac_L11766	-7.884	-0.145	0.166	unlabeled
atac_L12671	5.236	-0.769	0.64	unlabeled
atac_P02410	-4.394	-0.483	1.058	unlabeled
atac_L12673	0.637	-2.204	1.402	unlabeled
atac_L12674	-0.496	-1.094	0.246	unlabeled
atac_P02412	0.412	-0.344	1.267	unlabeled
atac_L12677	6.132	0.549	1.785	unlabeled
atac_L12681	7.505	-2.229	-1.269	unlabeled
atac_P02413	6.184	-0.667	-4.024	unlabeled
atac_L11767	-2.189	0.463	-0.628	unlabeled
atac_L12685	4.155	-1.2	1.484	unlabeled
atac_L12686	-8.546	0.167	-2.129	unlabeled
atac_P02414	-6.412	0.955	0.672	unlabeled
atac_L12688	2.537	-0.785	-2.017	unlabeled
atac_L12689	0.3	-0.294	3.11	unlabeled
atac_L11631	-6.092	1.707	1.253	unlabeled
atac_L11632	-4.023	0.704	-0.474	unlabeled
atac_L12690	-4.239	0.093	0.156	unlabeled
atac_L12691	-3.418	-1.052	0.416	unlabeled
atac_P02257	-7.355	0.726	-0.336	unlabeled
atac_P02416	-3.252	0.994	0.683	unlabeled
atac_P02417	-4.866	0.122	1.627	unlabeled
atac_L12692	-3.255	2.752	1.642	unlabeled
atac_L12694	9.968	-0.295	0.464	unlabeled
atac_L12695	11.538	-1.757	1.015	unlabeled
atac_L12697	-4.209	-0.137	2.002	unlabeled
atac_L11768	-8.889	0.383	-0.836	unlabeled
atac_L12698	1.604	0.334	0.172	unlabeled
atac_L12699	-8.051	1.718	-0.27	unlabeled
atac_L12700	-1.446	-1.271	1.144	unlabeled
atac_P02419	-1.24	0.556	-2.24	unlabeled
atac_L12702	-0.836	-3.192	-0.039	unlabeled
atac_L12703	-3.121	-0.119	1.401	unlabeled
atac_L12704	4.846	1.706	-2.027	unlabeled
atac_L12705	-2.244	2.553	-2.694	unlabeled
atac_L11769	-7.43	0.981	0.904	unlabeled
atac_L11770	-6.411	1.473	0.601	unlabeled
atac_L11771	2.287	-0.45	-3.067	unlabeled
atac_P02258	-3.759	0.768	2.901	unlabeled
atac_L12707	-2.348	1.454	0.906	unlabeled
atac_P02420	-3.596	0.298	0.75	unlabeled
atac_L12710	8.348	-0.419	-0.993	unlabeled
atac_L12711	5.344	1.537	0.354	unlabeled
atac_L12712	-3.092	0.44	4.314	unlabeled
atac_P02421	-1.2	-0.923	0.154	unlabeled
atac_L12713	-6.873	0.142	0.085	unlabeled
atac_P02422	-3.895	0.207	1.406	unlabeled
atac_L12715	-0.27	-3.954	1.246	unlabeled
atac_L12716	-2.988	0.069	2.432	unlabeled
atac_P02423	-3.053	-0.741	2.794	unlabeled
atac_L12717	1.695	1.077	2.19	unlabeled
atac_L12718	1.753	-1.217	-0.432	unlabeled
atac_L12719	-10.717	1.155	-1.495	unlabeled
atac_L12720	-5.233	0.985	0.163	unlabeled
atac_L12721	-3.937	-1.435	1.451	unlabeled
atac_L11773	-5.964	0.257	2.018	unlabeled
atac_P02424	-3.319	0.565	3.484	unlabeled
atac_L12724	-5.808	-1.899	-1.087	unlabeled
atac_L12725	-2.183	-0.459	1.895	unlabeled
atac_L12726	-3.484	1.374	2.605	unlabeled
atac_L11633	-9.763	1.114	-1.305	unlabeled
atac_P02425	-6.861	0.827	-1.101	unlabeled
atac_L12727	-2.863	-0.283	1.655	unlabeled
atac_P02426	-3.404	-1.678	1.031	unlabeled
atac_L12729	-0.801	-0.92	3.324	unlabeled
atac_L12732	7.707	1.502	-4.023	unlabeled
atac_L12734	-4.6	0.352	1.138	unlabeled
atac_P02427	-4.421	-0.935	1.212	unlabeled
atac_L12735	-1.096	-0.907	-0.56	unlabeled
atac_L12736	0.616	-1.763	-0.097	unlabeled
atac_L11774	-8.466	1.414	-1.326	unlabeled
atac_L12740	13.22	1.561	-0.224	unlabeled
atac_L12741	-0.126	-3.212	0.877	unlabeled
atac_P02428	-1.957	-1.715	0.613	unlabeled
atac_L12745	-3.635	1.258	1.946	unlabeled
atac_L12746	-0.038	-3.552	-1.197	unlabeled
atac_P02430	0.62	-0.262	-0.944	unlabeled
atac_L11775	-8.375	-0.405	-0.602	unlabeled
atac_P02431	-4.265	0.313	1.916	unlabeled
atac_L12748	-2.974	0.007	2.621	unlabeled
atac_L12749	-6.001	-0.239	-0.361	unlabeled
atac_P02432	-7.102	-0.656	0.119	unlabeled
atac_L12750	-3.69	-0.595	0.529	unlabeled
atac_P02433	-0.948	-0.109	2.312	unlabeled
atac_P02434	-2.849	0.262	-0.128	unlabeled
atac_P02435	-2.106	1.378	2.104	unlabeled
atac_P02436	-0.798	-1.319	2.395	unlabeled
atac_L12751	2.91	-5.365	1.422	unlabeled
atac_L12753	3.704	-3.62	2.84	unlabeled
atac_L12754	-0.976	-2.269	-1.563	unlabeled
atac_L12755	14.602	5.04	1.121	unlabeled
atac_L12756	8.446	2.108	0.1	unlabeled
atac_L12757	4.792	-4.765	-0.357	unlabeled
atac_L12760	0.84	-2.87	0.428	unlabeled
atac_L11776	-6.074	-0.233	1.102	unlabeled
atac_L12761	0.209	-3.2	0.68	unlabeled
atac_P02437	-4.282	-0.561	0.421	unlabeled
atac_P02438	-4.56	0.742	0.579	unlabeled
atac_P02439	-3.643	1.079	1.583	unlabeled
atac_P02440	-6.812	0.798	-0.505	unlabeled
atac_L12762	-0.093	-1.547	3.889	unlabeled
atac_L12763	-5.933	-0.072	2.037	unlabeled
atac_L12764	0.956	-0.791	2.667	unlabeled
atac_L12765	2.088	-1.865	0.589	unlabeled
atac_L11777	-7.184	1.848	0.712	unlabeled
atac_L11778	-7.031	1.986	-0.457	unlabeled
atac_L12766	-9.245	1.808	-1.207	unlabeled
atac_L12767	-8.777	1.398	-0.795	unlabeled
atac_L12768	-10.502	1.305	-1.053	unlabeled
atac_L12769	-10.087	1.836	-1.452	unlabeled
atac_L11779	-1.3	-0.975	1.835	unlabeled
atac_L12770	-4.27	1.422	1.091	unlabeled
atac_L12771	0.49	0.665	0.236	unlabeled
atac_L12772	-2.186	-1.116	-0.131	unlabeled
