name	PC1	PC2	PC3	group
atac_L00305	3.331	-0.226	-2.244	highk4_prom
atac_L00314	6.197	1.443	-4.029	highk4_prom
atac_L00320	6.773	2.525	-1.795	highk4_prom
atac_L00329	1.72	0.392	-3.501	highk4_prom
atac_P00086	10.989	-1.47	-2.432	highk4_prom
atac_L00334	11.683	3.579	-1.514	highk4_prom
atac_L00335	6.245	1.217	-0.944	highk4_prom
atac_L00339	6.369	2.847	-3.595	highk4_prom
atac_L00344	10.163	2.655	-1.808	highk4_prom
atac_L00345	16.126	4.757	3.13	highk4_prom
atac_L00371	2.505	3.738	-3.603	highk4_prom
atac_L00380	4.078	0.032	-1.047	highk4_prom
atac_L00385	7.12	1.697	-2.626	highk4_prom
atac_L00391	10.098	2.612	0.736	highk4_prom
atac_L00402	7.44	-0.552	-1.302	highk4_prom
atac_L00412	1.299	2.59	-2.666	highk4_prom
atac_L00421	5.247	1.501	-3.523	highk4_prom
atac_L00426	0.558	2.954	0.216	highk4_prom
atac_L00088	10.605	1.993	-0.68	highk4_prom
atac_L00435	3.667	-1.065	-1.557	highk4_prom
atac_L00437	8.755	1.223	0.96	highk4_prom
atac_P00123	5.001	3.931	-3.281	highk4_prom
atac_L00445	4.285	2.993	-2.217	highk4_prom
atac_L00447	3.582	3.104	-3.403	highk4_prom
atac_L00449	3.453	1.014	0.338	highk4_prom
atac_L00454	1.679	0.384	-3.258	highk4_prom
atac_L00458	3.91	3.725	-1.85	highk4_prom
atac_L00003	3.886	0.347	-1.725	highk4_prom
atac_L00462	2.888	2.471	-3.366	highk4_prom
atac_L00094	8.598	3.682	-1.543	highk4_prom
atac_L00466	10.867	4.549	1.728	highk4_prom
atac_L00471	8.101	1.761	-5.624	highk4_prom
atac_L00478	6.205	5.212	-0.441	highk4_prom
atac_L00479	7.097	4.995	0.225	highk4_prom
atac_L00495	5.943	-1.143	-0.142	highk4_prom
atac_L00501	8.119	5.938	-0.173	highk4_prom
atac_L00513	7.221	-0.915	-3.207	highk4_prom
atac_L00514	5.86	-1.576	-3.223	highk4_prom
atac_L00517	4.824	1.242	-4.375	highk4_prom
atac_L00518	3.917	2.972	-3.315	highk4_prom
atac_L00521	5.04	6.303	1.652	highk4_prom
atac_L00019	4.366	2.496	-1.467	highk4_prom
atac_L00528	6.961	1.796	-2.557	highk4_prom
atac_L00535	3.75	2.75	-2.958	highk4_prom
atac_L00550	1.651	4.642	-2.586	highk4_prom
atac_P00141	1.523	0.487	-4.65	highk4_prom
atac_L00555	12.994	5.731	0.574	highk4_prom
atac_P00143	10.648	4.758	-2.272	highk4_prom
atac_L00560	11.315	6.316	3.357	highk4_prom
atac_L00561	3.842	2.918	-0.277	highk4_prom
atac_L00565	3.69	-0.831	-5.634	highk4_prom
atac_L00567	5.201	3.247	-1.756	highk4_prom
atac_L00585	2.488	1.549	-2.876	highk4_prom
atac_L00586	12.949	6.825	2.648	highk4_prom
atac_L00588	-2.47	1.524	-2.531	highk4_prom
atac_L00589	9.843	2.304	0.124	highk4_prom
atac_L00603	5.98	1.417	-1.115	highk4_prom
atac_L00607	7.434	1.749	-1.92	highk4_prom
atac_P00163	12.207	-0.033	-2.471	highk4_prom
atac_L00615	8.209	1.947	-0.128	highk4_prom
atac_L00617	12.335	-0.487	-2.185	highk4_prom
atac_P00166	11.306	2.453	1.134	highk4_prom
atac_P00167	8.835	3.028	-0.442	highk4_prom
atac_P00170	7.06	1.75	1.154	highk4_prom
atac_L00627	12.129	6	-0.949	highk4_prom
atac_P00172	10.775	-0.557	-2.95	highk4_prom
atac_P00173	12.936	0.388	-0.007	highk4_prom
atac_L00640	0.145	2.928	-1.307	highk4_prom
atac_L00658	7.811	5.031	0.84	highk4_prom
atac_L00669	12.117	1.157	-1.359	highk4_prom
atac_P00182	3.481	0.944	-4.331	highk4_prom
atac_L00698	4.173	1.184	-4.005	highk4_prom
atac_L00701	12.703	1.843	-5.538	highk4_prom
atac_L00713	6.039	1.007	-2.702	highk4_prom
atac_P00185	6.596	4.106	-0.332	highk4_prom
atac_L00724	7.661	2.758	-0.621	highk4_prom
atac_L00738	2.1	-1.041	-4.73	highk4_prom
atac_L00743	8.095	1.393	-3.716	highk4_prom
atac_L00746	14.519	3.704	2.501	highk4_prom
atac_L00765	6.87	2.284	-3.249	highk4_prom
atac_L00767	2.954	0.151	-3.397	highk4_prom
atac_L00770	2.326	3.101	-3.151	highk4_prom
atac_L00776	5.826	2.138	-1.015	highk4_prom
atac_L00782	8.123	1.502	-1.312	highk4_prom
atac_L00783	2.897	-0.304	-2.141	highk4_prom
atac_L00788	9.111	3.867	-0.959	highk4_prom
atac_L00792	9.026	4.676	-2.134	highk4_prom
atac_P00207	14.027	4.436	4.226	highk4_prom
atac_L00805	12.445	1.245	-0.652	highk4_prom
atac_L00823	6.468	3.035	-3.325	highk4_prom
atac_P00219	13.117	3.64	-0.838	highk4_prom
atac_L00847	9.057	4.36	0.854	highk4_prom
atac_L00855	9.681	-1.252	-2.029	highk4_prom
atac_L00868	6.041	3.745	-1.843	highk4_prom
atac_L00870	9.45	-0.811	-4.104	highk4_prom
atac_L00875	2.615	0.461	-3.288	highk4_prom
atac_L00906	8.61	3.451	1.317	highk4_prom
atac_L00921	8.294	2.251	1.18	highk4_prom
atac_L00923	4.473	3.326	-5.974	highk4_prom
atac_L00925	4.677	0.9	-2.24	highk4_prom
atac_L00926	10.087	0.68	-0.606	highk4_prom
atac_P00250	5.599	1.798	-5.44	highk4_prom
atac_P00251	6.262	3.301	-1.2	highk4_prom
atac_L00954	8.459	-2.698	0.92	highk4_prom
atac_L00967	6.108	0.531	-3.207	highk4_prom
atac_L00972	2.116	2.42	-4.571	highk4_prom
atac_P00005	7.057	0.692	0.084	highk4_prom
atac_L00978	1.221	0.608	-3.153	highk4_prom
atac_L00981	-0.966	2.008	-3.352	highk4_prom
atac_L01001	3.621	2.877	-3.268	highk4_prom
atac_L01010	12.686	-0.191	-0.705	highk4_prom
atac_L01019	5.998	3.151	-4.353	highk4_prom
atac_L01022	6.836	1.483	-4.28	highk4_prom
atac_L01023	5.298	2.958	-2.626	highk4_prom
atac_L01024	5.602	3.451	-2.467	highk4_prom
atac_L01028	13.95	0.178	-2.544	highk4_prom
atac_L01033	7.309	7.227	2.244	highk4_prom
atac_L01038	6.905	2.643	-3.581	highk4_prom
atac_L01040	6.986	4.603	-0.458	highk4_prom
atac_L01047	13.402	-1.021	-1.965	highk4_prom
atac_L01051	4.569	0.963	-0.451	highk4_prom
atac_P00276	6.372	-0.669	-3.172	highk4_prom
atac_L01056	7.561	3.473	0.422	highk4_prom
atac_L01057	3.852	3.516	-4.954	highk4_prom
atac_L01058	6.54	3.33	-0.221	highk4_prom
atac_L01069	7.82	3.493	-3.35	highk4_prom
atac_P00283	7.073	2.891	-1.153	highk4_prom
atac_P00287	8.285	3.478	-2.292	highk4_prom
atac_L01073	3.896	0.818	-2.729	highk4_prom
atac_L01075	1.322	2.329	-4.29	highk4_prom
atac_L01077	10.185	5.574	2.117	highk4_prom
atac_L01089	8.739	2.943	-0.368	highk4_prom
atac_L01094	3.679	3.444	-1.99	highk4_prom
atac_L01096	4.125	2.047	-2.288	highk4_prom
atac_L01097	6.813	-0.876	-1.284	highk4_prom
atac_L01108	14.725	4.284	3.346	highk4_prom
atac_P00297	2.97	0.71	-4.138	highk4_prom
atac_L01111	9.435	1.304	-2.862	highk4_prom
atac_L01133	6.56	-0.536	-3.878	highk4_prom
atac_L01141	2.204	1.613	-2.321	highk4_prom
atac_L01153	2.205	0.974	-5.148	highk4_prom
atac_L01161	1.565	1.07	-3.108	highk4_prom
atac_L01183	7.387	0.028	-3.225	highk4_prom
atac_L01197	8.386	2.549	-2.308	highk4_prom
atac_L01207	4.854	3.191	-2.363	highk4_prom
atac_P00326	14.293	1.684	1.824	highk4_prom
atac_L01213	5.184	-1.372	-3.574	highk4_prom
atac_L01221	10.58	0.123	1.746	highk4_prom
atac_L01222	7.725	1.095	-1.309	highk4_prom
atac_L01232	7.527	1.183	-0.886	highk4_prom
atac_P00330	4.721	-0.325	-2.997	highk4_prom
atac_P00331	12.764	2.319	0.023	highk4_prom
atac_L01245	11.127	3.633	3.171	highk4_prom
atac_L01256	4.244	5.722	0.582	highk4_prom
atac_P00336	4.337	-1.353	-1.215	highk4_prom
atac_L01261	6.682	1.534	-1.85	highk4_prom
atac_L01278	7.485	3.979	1.645	highk4_prom
atac_L00189	3.681	5.927	0.293	highk4_prom
atac_L01286	1.373	-3.061	-2.61	highk4_prom
atac_L01289	1.47	3.971	-3.348	highk4_prom
atac_L01293	9.055	4.565	0.338	highk4_prom
atac_L01299	-0.606	-0.496	-3.564	highk4_prom
atac_L01313	12.943	2.402	1.622	highk4_prom
atac_L01315	8.098	5.666	-1.617	highk4_prom
atac_L01321	4.4	1.431	-3.876	highk4_prom
atac_L01322	3.653	-0.258	-3.538	highk4_prom
atac_L01325	5.847	0.563	-0.27	highk4_prom
atac_P00350	9.673	2.281	-1.107	highk4_prom
atac_L01333	5.709	2.181	-0.699	highk4_prom
atac_P00352	1.937	-1.139	-3.466	highk4_prom
atac_L01350	8.083	3.423	1.328	highk4_prom
atac_L01351	6.773	0.123	-1.619	highk4_prom
atac_P00356	1.792	2.582	-3.972	highk4_prom
atac_L01437	7.805	5.226	-1.512	highk4_prom
atac_L01459	0.708	0.685	-3.161	highk4_prom
atac_L01494	0.677	1.447	-2.11	highk4_prom
atac_L01503	0.417	0.598	-4.724	highk4_prom
atac_L00219	9.676	2.727	-1	highk4_prom
atac_L00224	10.358	1.592	-1.534	highk4_prom
atac_L00225	3.173	2.454	-1.354	highk4_prom
atac_P00049	13.365	3.165	0.823	highk4_prom
atac_L00253	2.844	4.666	0.552	highk4_prom
atac_L00256	11.418	0.773	-2.021	highk4_prom
atac_L00265	7.993	-0.896	-4.038	highk4_prom
atac_L00278	9.02	2.254	-0.901	highk4_prom
atac_L00280	13.958	3.542	1.408	highk4_prom
atac_L00282	4.007	3.441	-2.93	highk4_prom
atac_L00283	3.846	1.034	-4.687	highk4_prom
atac_L00289	3.046	0.698	-4.962	highk4_prom
atac_L00292	2.241	-0.363	-3.588	highk4_prom
atac_L00303	5.773	1.069	-4.384	highk4_prom
atac_P00422	5.578	1.302	-2.727	highk4_prom
atac_L01806	8.24	-0.768	-2.258	highk4_prom
atac_L01810	4.385	4.935	-2.111	highk4_prom
atac_L01813	8.894	0.765	-1.671	highk4_prom
atac_L01814	10.328	-1.402	-1.511	highk4_prom
atac_L01826	2.657	4.285	-1.512	highk4_prom
atac_L01829	9.539	1.572	-1.438	highk4_prom
atac_L01831	14.48	-1.315	-0.706	highk4_prom
atac_L01833	6.151	0.992	-1.989	highk4_prom
atac_P00430	5.313	2.145	-1.03	highk4_prom
atac_L01836	1.645	2.925	-1.942	highk4_prom
atac_P00432	15.366	2.237	0.961	highk4_prom
atac_L01883	4.018	2.15	-0.58	highk4_prom
atac_L01910	8.123	3.37	-0.192	highk4_prom
atac_L01918	8.815	4.979	-2.707	highk4_prom
atac_L01920	6.163	0.054	-2.784	highk4_prom
atac_L01924	6.322	6.323	0.609	highk4_prom
atac_L01932	3.299	3.791	-1.033	highk4_prom
atac_L01935	-0.091	1.517	-3.138	highk4_prom
atac_P00373	6.111	0.37	-1.043	highk4_prom
atac_L01943	7.02	3.44	-2.07	highk4_prom
atac_L01944	6.633	3.515	0.034	highk4_prom
atac_L01946	2.402	1.294	-2.731	highk4_prom
atac_P00446	8.155	0.363	-1.484	highk4_prom
atac_L01956	4.764	0.135	-1.841	highk4_prom
atac_L01967	0.253	1.655	-2.879	highk4_prom
atac_L01972	2.893	2.006	-2.846	highk4_prom
atac_L01990	13.092	3.782	-3.168	highk4_prom
atac_L01991	9.016	5.307	-0.538	highk4_prom
atac_P00453	4.479	2.554	-2.494	highk4_prom
atac_L01998	5.359	2.135	-1.51	highk4_prom
atac_L02009	9.309	1.686	-3.355	highk4_prom
atac_L02012	4.48	2.557	-3.162	highk4_prom
atac_L02024	7.343	5.521	1.039	highk4_prom
atac_L02029	3.928	5.602	-1.88	highk4_prom
atac_L02040	7.715	4.684	-0.492	highk4_prom
atac_L02041	3.092	0.987	-4.819	highk4_prom
atac_L02100	14.565	2.66	-0.522	highk4_prom
atac_L02110	7.247	4.829	1.614	highk4_prom
atac_L02112	15.196	1.845	-0.573	highk4_prom
atac_L02120	3.723	3.997	-1.647	highk4_prom
atac_L02136	3.415	0.389	-4.531	highk4_prom
atac_L02145	6.525	-0.155	-1.456	highk4_prom
atac_L02163	8.259	0.091	-5.331	highk4_prom
atac_L02164	9.47	5.151	1.052	highk4_prom
atac_L01625	4.737	3.82	0.279	highk4_prom
atac_L02173	2.865	-1.038	-0.682	highk4_prom
atac_L02176	10.519	1.844	-2.555	highk4_prom
atac_L02178	6.181	4.818	2.053	highk4_prom
atac_L02179	1.402	1.813	-2.612	highk4_prom
atac_L02181	4.528	4.16	-1.754	highk4_prom
atac_L02183	4.313	-0.632	-1.156	highk4_prom
atac_L02187	2.66	2.509	-3.587	highk4_prom
atac_L01632	1.774	0.057	-2.589	highk4_prom
atac_L02204	3.261	0.846	-2.644	highk4_prom
atac_L02211	5.266	0.248	-2.624	highk4_prom
atac_L02217	8.164	2.738	0.325	highk4_prom
atac_L02220	4.867	0.762	-2.958	highk4_prom
atac_L02240	14.702	3.839	3.043	highk4_prom
atac_P00499	10.01	2.53	-4.497	highk4_prom
atac_L02252	3.642	4.881	-0.712	highk4_prom
atac_L02254	12.666	2.015	-6.103	highk4_prom
atac_L01637	10.658	6.503	2.761	highk4_prom
atac_L02270	7.086	0.382	-1.678	highk4_prom
atac_L02271	10.445	-0.009	-2.115	highk4_prom
atac_L02273	11.238	1.328	-2.785	highk4_prom
atac_L01640	3.635	0.842	-3.193	highk4_prom
atac_L02281	10.861	0.941	-3.057	highk4_prom
atac_L02283	9.78	2.496	-1.79	highk4_prom
atac_L02296	-1.131	0.76	-3.028	highk4_prom
atac_P00380	2.375	1.876	-2.908	highk4_prom
atac_L02315	4.731	-1.177	-5.221	highk4_prom
atac_L02316	0.69	4.494	-2.68	highk4_prom
atac_P00523	10.413	-1.259	-1.769	highk4_prom
atac_L02323	9.75	-0.683	1.419	highk4_prom
atac_L01642	11.263	-0.426	0.875	highk4_prom
atac_L02337	1.818	2.456	-2.673	highk4_prom
atac_L02344	7.446	6.155	-2.239	highk4_prom
atac_L02366	4.283	4.104	-4.361	highk4_prom
atac_L02369	4.081	2.139	-5.854	highk4_prom
atac_L02374	4.342	1.777	-3.015	highk4_prom
atac_L01648	8.033	2.221	-0.745	highk4_prom
atac_P00538	15.78	2.156	0.369	highk4_prom
atac_L02387	4.264	1.932	-3.483	highk4_prom
atac_L02388	5.161	4.074	-1.622	highk4_prom
atac_L02395	6.923	1.33	-5.585	highk4_prom
atac_P00542	4.529	-1.459	-1.695	highk4_prom
atac_L02400	1.346	3.369	-3.445	highk4_prom
atac_L02402	2.692	-1.381	-0.303	highk4_prom
atac_L01650	7.716	4.061	-1.634	highk4_prom
atac_L02409	0.229	4.803	-3.172	highk4_prom
atac_L01651	6.698	5.457	-0.427	highk4_prom
atac_L02439	13.099	1.955	-2.232	highk4_prom
atac_L02449	9.378	3.137	-3.508	highk4_prom
atac_L02450	9.452	2.767	-1.04	highk4_prom
atac_L02453	7.148	2.185	-2.769	highk4_prom
atac_L02458	5.547	1.841	-2.113	highk4_prom
atac_L02473	14.047	2.455	1.324	highk4_prom
atac_L02496	11.023	-0.411	-2.168	highk4_prom
atac_L02497	4.063	2.086	1.042	highk4_prom
atac_P00554	1.403	1.636	-3.815	highk4_prom
atac_L02506	0.347	1.525	-4.485	highk4_prom
atac_L02508	8.988	4.914	2.583	highk4_prom
atac_L02513	9.875	3.142	-0.414	highk4_prom
atac_L02520	4.319	4.069	-3.691	highk4_prom
atac_L02524	5.488	0.76	-3.28	highk4_prom
atac_L02558	5.092	0.382	-0.511	highk4_prom
atac_L02564	5.091	1.838	-1.055	highk4_prom
atac_L02580	6.617	4.315	-3.583	highk4_prom
atac_L02589	3.052	2.64	-4.216	highk4_prom
atac_L02595	3.016	-0.576	-2.163	highk4_prom
atac_L02630	-0.115	1.547	-3.396	highk4_prom
atac_L01664	0.656	2.342	-3.514	highk4_prom
atac_L02654	4.452	1.399	-4.26	highk4_prom
atac_L02667	5.132	2.051	-1.837	highk4_prom
atac_L02671	16.918	0.605	0.782	highk4_prom
atac_L02676	2.359	2.249	0.188	highk4_prom
atac_L02688	4.609	5.519	-1.402	highk4_prom
atac_P00582	7.39	1.865	-2.624	highk4_prom
atac_L02703	3.769	1.699	-3.182	highk4_prom
atac_L02704	8.172	1.26	-4.625	highk4_prom
atac_L02708	7.955	-0.225	-1.636	highk4_prom
atac_L02721	6.736	3.403	-1.111	highk4_prom
atac_L02732	0.153	2.595	-3.572	highk4_prom
atac_L02740	9.395	-0.203	1.797	highk4_prom
atac_L02764	2.608	1.016	-2.693	highk4_prom
atac_L02807	4.185	0.744	-3.143	highk4_prom
atac_L02824	8.713	4.17	-1.399	highk4_prom
atac_L02844	11.25	5.275	1.965	highk4_prom
atac_L01670	-1.578	1.242	-2.76	highk4_prom
atac_L01676	1.72	3.501	-2.726	highk4_prom
atac_L01683	6.018	1.742	0	highk4_prom
atac_L01689	6.457	0.935	-2.102	highk4_prom
atac_L01695	4.457	2.93	-1.482	highk4_prom
atac_L01696	2.106	1.544	-0.312	highk4_prom
atac_L01525	1.828	1.816	-2.544	highk4_prom
atac_L01699	10.813	2.586	-2.753	highk4_prom
atac_L01701	2.795	2.769	-3.028	highk4_prom
atac_L01563	1.177	1.824	-6.061	highk4_prom
atac_L01709	4.077	1.706	-4.488	highk4_prom
atac_L01712	1.894	2.212	-0.751	highk4_prom
atac_L01720	2.646	2.158	-2.761	highk4_prom
atac_L01722	4.693	2.553	-2.63	highk4_prom
atac_L01725	7.341	1.769	-1.925	highk4_prom
atac_L01726	5.378	2.442	-1.651	highk4_prom
atac_P00411	5.617	-0.168	-2.874	highk4_prom
atac_L01733	5.532	3.619	-4.845	highk4_prom
atac_L01740	10.847	1.45	0.485	highk4_prom
atac_P00412	5.699	1.002	-2.83	highk4_prom
atac_L01748	5.743	3.289	-3.383	highk4_prom
atac_L01759	4.124	-0.622	-2.895	highk4_prom
atac_L01764	9.695	1.994	-3.782	highk4_prom
atac_L01770	6.069	2.767	-3.273	highk4_prom
atac_L01771	8.837	4.445	-1.342	highk4_prom
atac_L01775	9.27	2.392	-0.685	highk4_prom
atac_L01784	0.801	2.431	-4.698	highk4_prom
atac_L01786	5.675	2.408	-0.287	highk4_prom
atac_L03164	8.286	0.398	-1.032	highk4_prom
atac_L03172	6.266	4.467	-3.227	highk4_prom
atac_L03210	10.915	3.589	-1.898	highk4_prom
atac_P00657	7.642	5.621	-2.958	highk4_prom
atac_L03223	1.722	2.213	-2.128	highk4_prom
atac_L03231	5.345	2.722	-1.298	highk4_prom
atac_P00661	7.47	0.296	-4.665	highk4_prom
atac_L03232	6.678	0.763	-2.21	highk4_prom
atac_L03234	7.695	1.615	-4.165	highk4_prom
atac_L03236	10.936	4.265	-2.095	highk4_prom
atac_L03240	4.977	1.494	-1.182	highk4_prom
atac_L02929	14.101	2.172	-2.755	highk4_prom
atac_L02882	1.875	0.047	-1.473	highk4_prom
atac_L02933	7.96	0.179	-3.838	highk4_prom
atac_P00663	4.031	-1.104	-3.524	highk4_prom
atac_P00664	0.774	2.436	-4.102	highk4_prom
atac_L03269	8.994	4.46	-0.686	highk4_prom
atac_L03273	5.153	5.883	1.438	highk4_prom
atac_L03276	9.583	1.106	1.452	highk4_prom
atac_L02941	16.183	3.574	0.919	highk4_prom
atac_L03286	2.978	2.16	-1.509	highk4_prom
atac_L03287	3.773	1.476	-0.804	highk4_prom
atac_L03297	8.033	4.741	1.076	highk4_prom
atac_L03300	3.796	5.673	-0.61	highk4_prom
atac_L03322	4.893	-0.423	-2.326	highk4_prom
atac_L03327	1.754	0.729	-3.277	highk4_prom
atac_L03330	4.926	1.359	-3.513	highk4_prom
atac_L03336	8.204	1.517	-1.316	highk4_prom
atac_L03345	14.033	1.685	1.031	highk4_prom
atac_L02950	2.43	1.481	-0.103	highk4_prom
atac_L03366	3.698	1.705	-3.533	highk4_prom
atac_L03368	0.875	0.803	-3.169	highk4_prom
atac_L02951	5.659	-0.266	0.799	highk4_prom
atac_L03384	8.074	1.433	-1.787	highk4_prom
atac_L03387	12.034	1.272	-2.431	highk4_prom
atac_L03393	6.209	1.658	-1.746	highk4_prom
atac_L03394	-0.17	-0.75	-2.758	highk4_prom
atac_L03402	8.04	3.356	-3.243	highk4_prom
atac_L03409	7.665	2.226	-3.434	highk4_prom
atac_L03428	12.482	4.611	0.072	highk4_prom
atac_L03435	4.262	1.498	-3.075	highk4_prom
atac_L03438	-0.656	1.511	-3.192	highk4_prom
atac_L02886	4.604	1.305	-3.498	highk4_prom
atac_L03477	14.186	3.57	-0.549	highk4_prom
atac_P00716	5.706	0.275	-4.826	highk4_prom
atac_L03484	10.409	2.174	-3.687	highk4_prom
atac_L02979	5.494	6.015	-1.514	highk4_prom
atac_P00720	4.649	0.905	-4.025	highk4_prom
atac_L03494	9.152	4.306	-0.005	highk4_prom
atac_P00721	9.108	0.938	-5.067	highk4_prom
atac_P00722	5.487	-0.93	-1.157	highk4_prom
atac_L03497	6.156	4.542	-0.376	highk4_prom
atac_L03499	2.529	3.841	-0.964	highk4_prom
atac_L03502	2.607	1.052	-3.798	highk4_prom
atac_L02981	5.568	2.658	-3.332	highk4_prom
atac_L03510	11.644	2.04	0.646	highk4_prom
atac_L03516	11.14	-0.042	-5.836	highk4_prom
atac_L03517	10.28	3.854	1.641	highk4_prom
atac_L03524	4.258	-2.131	-1.981	highk4_prom
atac_P00731	7.922	2.496	-0.662	highk4_prom
atac_L03532	5.569	-0.3	-3.571	highk4_prom
atac_L02983	3.011	1.704	-0.527	highk4_prom
atac_L03539	3.246	2.755	-2.014	highk4_prom
atac_L03540	8.177	2.385	-2.641	highk4_prom
atac_L03542	6.984	1.643	-4.217	highk4_prom
atac_L03545	5.029	2.033	-1.561	highk4_prom
atac_L03547	7.909	-1.25	-2.89	highk4_prom
atac_L02989	3.093	3.872	-3.221	highk4_prom
atac_L03565	15.502	4.698	0.859	highk4_prom
atac_L03567	9.31	2.324	-4.588	highk4_prom
atac_L03569	1.45	0.759	-2.524	highk4_prom
atac_L02990	5.422	4.647	-2.218	highk4_prom
atac_P00736	7.904	1.992	-4.462	highk4_prom
atac_L03577	1.719	-0.324	-4.885	highk4_prom
atac_L02873	3.683	1.141	-5.934	highk4_prom
atac_L03582	-0.318	-0.089	-4.133	highk4_prom
atac_L03586	12.628	-0.768	0.417	highk4_prom
atac_L02992	0.141	1.195	-3.347	highk4_prom
atac_P00742	4.232	-0.293	-2.689	highk4_prom
atac_L02889	1.731	1.022	-2.288	highk4_prom
atac_P00748	4.865	3.312	-2.826	highk4_prom
atac_P00749	5.447	2.374	-2.75	highk4_prom
atac_L03637	10.521	0.58	-2.088	highk4_prom
atac_L02995	3.965	-0.086	-5.74	highk4_prom
atac_L03646	7.371	1.411	-2.201	highk4_prom
atac_L03647	1.085	-1.597	-4.682	highk4_prom
atac_L03651	4.53	0.261	-2.429	highk4_prom
atac_L03652	5.442	2.787	-1.969	highk4_prom
atac_L03655	10.082	3.761	-3.772	highk4_prom
atac_L03660	1.762	2.594	-3.976	highk4_prom
atac_L03661	7.171	1.16	-4.91	highk4_prom
atac_L03662	7.455	2.758	0.6	highk4_prom
atac_L03683	8.395	0.908	1.213	highk4_prom
atac_L03689	5.764	0.699	-1.751	highk4_prom
atac_L03691	2.849	1.071	-2.641	highk4_prom
atac_L03705	5.323	-0.481	-4.266	highk4_prom
atac_L03006	11.438	5.285	2.379	highk4_prom
atac_L03730	12.458	3.582	0.305	highk4_prom
atac_L03731	10.649	3.033	-0.969	highk4_prom
atac_L03739	5.498	2.486	-1.186	highk4_prom
atac_P00776	13.202	5.003	0.706	highk4_prom
atac_L03745	3.727	0.26	-2.414	highk4_prom
atac_L03747	6.139	2.475	-1.755	highk4_prom
atac_L03758	1.192	2.844	-3.742	highk4_prom
atac_P00782	13.875	6.652	1.181	highk4_prom
atac_L03796	3.696	4.319	1.778	highk4_prom
atac_L03799	6.731	0.227	1.192	highk4_prom
atac_L03807	6.152	1.698	-2.601	highk4_prom
atac_L03838	0.149	1.903	-3.652	highk4_prom
atac_L03842	11.106	1.417	-0.43	highk4_prom
atac_L03843	10.876	1.596	0.746	highk4_prom
atac_P00795	15.543	5.281	4.328	highk4_prom
atac_L03848	4.018	1.962	-3.284	highk4_prom
atac_L03863	0.905	1.221	-2.306	highk4_prom
atac_L03022	7.184	0.227	-1.43	highk4_prom
atac_L03029	2.928	5.818	-1.067	highk4_prom
atac_L03882	4.494	-1.213	-3.314	highk4_prom
atac_P00803	10.335	1.809	-2.713	highk4_prom
atac_L03885	1.966	-0.145	-5.983	highk4_prom
atac_L03034	12.836	3.611	2.51	highk4_prom
atac_L03905	11.714	3.254	-1.224	highk4_prom
atac_L03921	5.197	1.71	-2.548	highk4_prom
atac_L03932	3.215	0.946	-2.324	highk4_prom
atac_L03937	3.569	0.471	-2.812	highk4_prom
atac_L03938	5.591	2.859	-5.353	highk4_prom
atac_L03955	3.961	1.764	-2.676	highk4_prom
atac_L04010	2.803	2.693	-0.907	highk4_prom
atac_L04051	5.704	1.548	-2.098	highk4_prom
atac_L02897	7.392	3.434	-6.287	highk4_prom
atac_P00603	10.266	2.832	-6.756	highk4_prom
atac_L04085	5.973	1.873	-2.293	highk4_prom
atac_L04090	10.798	2.504	2.089	highk4_prom
atac_L04101	0.695	2.281	-3.055	highk4_prom
atac_L04136	5.181	3.214	-2.567	highk4_prom
atac_L04145	4.141	2.004	-1.781	highk4_prom
atac_L04147	7.709	4.803	-1.116	highk4_prom
atac_L04151	-0.34	4.837	-2.845	highk4_prom
atac_L04164	6.629	2.956	-3.621	highk4_prom
atac_L04167	2.331	-0.312	-1.811	highk4_prom
atac_L04169	2.49	5.673	-1.126	highk4_prom
atac_L02898	5.936	2.348	-3.074	highk4_prom
atac_L03050	3.157	-0.652	-3.63	highk4_prom
atac_L03058	0.638	3.177	-3.156	highk4_prom
atac_L03059	3.224	1.92	-2.647	highk4_prom
atac_L03070	9.68	3.356	1.663	highk4_prom
atac_L03071	8.82	3.182	-1.949	highk4_prom
atac_L03081	4.766	2.995	-0.987	highk4_prom
atac_L03093	2.338	0.439	-5.35	highk4_prom
atac_L03100	4.538	0.536	-0.546	highk4_prom
atac_L03104	8.991	4.035	-0.942	highk4_prom
atac_L03129	10.793	0.273	2.94	highk4_prom
atac_L04233	-1.23	0.849	-0.863	highk4_prom
atac_P00898	5.924	3.634	-1.875	highk4_prom
atac_L04237	7.752	5.098	-2.676	highk4_prom
atac_L04430	9.576	1.147	-3.334	highk4_prom
atac_L04238	2.562	0.927	-1.653	highk4_prom
atac_L04447	1.125	-0.257	-2.474	highk4_prom
atac_L04472	11.785	0.386	-1.688	highk4_prom
atac_L04479	3.889	3.273	-1.155	highk4_prom
atac_L04491	9.658	1.654	1.533	highk4_prom
atac_L04494	2.588	-0.681	-2.756	highk4_prom
atac_P00909	12.25	3.191	2.657	highk4_prom
atac_L04501	9.764	4.821	-1.551	highk4_prom
atac_L04502	5.834	-0.38	1.394	highk4_prom
atac_L04541	11.009	1.384	-3.06	highk4_prom
atac_L04543	6.525	2.013	-2.747	highk4_prom
atac_L04546	9.525	1.457	-1.531	highk4_prom
atac_L04259	1.313	2.925	-2.121	highk4_prom
atac_L04569	7.123	2.233	-2.324	highk4_prom
atac_L04570	17.608	6.361	0.455	highk4_prom
