name	PC1	PC2	PC3	PC4	PC5	PC6	category
atac_L37899	2.544	0.175	-1.056	-1.832	-1.213	2.053	enh
atac_L37901	-1.808	-0.221	0.968	0.512	-0.624	-1.573	enh
atac_P06740	3.497	2.203	1.683	0.684	-0.2	1.142	enh
atac_L37903	1.918	-2.163	0.483	-0.716	0.783	-1.076	enh
atac_L37919	-1.892	0.034	0.348	-1.005	-0.201	-0.05	enh
atac_L37933	4.605	2.482	-0.339	-1.614	0.201	1.07	enh
atac_L37934	2.091	0.678	-0.59	-0.87	-0.159	2.217	enh
atac_L37939	2.213	0.143	-1.456	0.477	0.473	-0.896	enh
atac_L37951	0.368	-0.486	1.97	-0.782	1.606	-0.398	enh
atac_L37958	-5.265	-0.227	-0.876	0.893	0.779	0.08	enh
atac_L37966	-1.225	-0.721	0.409	-0.34	-0.279	-1.145	enh
atac_L37972	-1.307	0.56	1.072	-0.727	-1.427	-0.254	enh
atac_L37974	1.836	3.254	0.516	-0.289	-0.055	-0.363	enh
atac_L37975	-0.458	0.051	2.585	-1.494	0.076	-1.217	enh
atac_L37981	5.774	3.054	-0.319	3.377	-0.964	-0.064	enh
atac_L37988	3.617	2.653	0.94	-2.233	0.345	0.451	enh
atac_L37991	3.314	1.456	1.304	-1.436	-0.646	1.406	enh
atac_L37997	-3.415	0.52	1.083	-0.544	0.045	-0.551	enh
atac_L38007	-1.893	-0.631	0.753	0.413	-1.309	0.27	enh
atac_L38008	-4.483	0.273	1.094	-0.763	-0.145	0.398	enh
atac_L38009	-5.36	0.59	0.243	-0.077	-0.502	-0.388	enh
atac_L38014	-0.389	1.065	0.356	-1.07	0.214	-0.718	enh
atac_L38018	-1.318	1.116	1.949	-0.492	-0.392	0.704	enh
atac_P06754	-2.454	0.017	1.691	0.734	-0.463	0.375	enh
atac_L38023	-0.106	1.198	-0.206	-0.543	-0.723	-1.113	enh
atac_P06755	1.144	2.83	0.402	-0.878	1.945	-0.125	enh
atac_L38028	-4.916	-0.956	0.079	-0.275	0.835	-0.207	enh
atac_L38039	-0.853	1.392	1.395	-0.388	-0.607	0.733	enh
atac_L38043	4.565	3.813	-0.17	-0.233	-0.254	0.837	enh
atac_L38045	9.039	2.138	-0.745	2.704	-0.134	1.749	enh
atac_L38047	2.71	0.478	0.688	-0.412	1.088	-1.204	enh
atac_L38054	-7.059	-0.061	-0.455	0.312	-0.602	0.736	enh
atac_L38057	-7.183	-0.108	-0.945	0.473	-0.193	0.489	enh
atac_L38058	-7.29	-0.469	-0.546	0.45	-0.319	0.372	enh
atac_L38059	-3.148	-0.48	0.329	-0.172	1.757	-1.356	enh
atac_L38061	-5.029	-0.232	0.877	-0.254	-0.546	0.218	enh
atac_P06758	-1.003	0.047	3.048	-0.721	-0.976	1.226	enh
atac_L38065	0.75	1.403	-0.142	-1.176	0.262	0.844	enh
atac_P06759	-1.184	0.641	1.321	-0.546	-1.08	-1.109	enh
atac_L38072	-2.157	-0.317	3.111	2.832	-0.23	0.43	enh
atac_L38074	-0.837	0.464	2.519	-0.606	-0.821	0.874	enh
atac_L38075	-5.118	-0.154	-0.258	0.06	-1.363	0.169	enh
atac_P06760	-1.127	0.666	0.286	-1.05	-0.254	0.564	enh
atac_L38076	-2.998	0.536	0.656	0.704	-0.99	-1.016	enh
atac_L38077	-3.464	-2.417	0.403	-0.62	0.237	0.312	enh
atac_L38084	-2.638	-0.478	0.043	-0.254	0.943	1.799	enh
atac_L38093	5.472	0.608	-1.816	-0.476	-0.502	0.892	enh
atac_L38094	2.923	1.246	0.3	-1.494	0.477	0.601	enh
atac_L38101	-4.388	-0.721	0.619	-0.347	-0.462	0.314	enh
atac_L38103	-6.338	-0.543	0.213	0.11	0.156	0.182	enh
atac_L38104	-7.176	-0.5	-0.894	0.523	-0.229	0.296	enh
atac_L38105	-7.051	-0.452	-0.87	0.467	-0.209	0.454	enh
atac_L38107	-7.09	-0.525	-0.524	0.469	-0.425	0.183	enh
atac_P06765	-2.156	-0.033	1.089	-0.474	-0.079	-1.162	enh
atac_L38112	-2.281	-2.305	1.051	-0.06	-1.12	0.817	enh
atac_L38118	1.164	1.098	-0.675	-0.601	-0.142	-0.844	enh
atac_L38120	0.42	2.092	-0.282	-1.248	0.829	1.569	enh
atac_P06766	-1.969	-1.674	1.893	0.06	-0.29	1.684	enh
atac_L38124	0.689	1.765	-0.008	0.045	0.335	2.169	enh
atac_L38128	-3.296	0.811	1.444	-1.008	0.702	0.965	enh
atac_L38129	1.173	1.454	-0.89	-0.472	0.079	-1.334	enh
atac_L38134	-4.214	-1.379	-0.366	-0.007	-0.012	-0.404	enh
atac_L38136	-0.001	0.258	-0.823	0.534	-0.546	-0.174	enh
atac_P06768	-2.28	0.896	0.573	-0.797	-0.283	0.174	enh
atac_L38146	0.939	0.904	-0.774	0.622	-0.293	-0.925	enh
atac_P06770	-1.883	0.153	1.969	0.882	-0.997	-0.485	enh
atac_P06771	0.601	2.314	0.162	1.223	-0.642	1.013	enh
atac_L38155	2.39	1.63	0.519	-1.732	-0.514	1.052	enh
atac_L38157	3.362	2.058	0.491	2.437	0.038	2.049	enh
atac_L38158	8.249	3.945	-0.047	2.567	0.373	1.848	enh
atac_L38167	0.292	0.324	1.291	-0.065	0.571	-1.371	enh
atac_L38169	2.886	0.926	-1.243	-0.815	-0.566	0.049	enh
atac_L38170	0.057	0.313	1.402	-0.006	-0.152	0.653	enh
atac_L38172	-1.269	0.649	0.273	-0.603	0.3	-0.561	enh
atac_L38175	-1.682	-0.961	-0.898	3.856	1.328	1.443	enh
atac_L38183	0.669	0.734	-1.717	-0.416	0.147	-0.133	enh
atac_L38184	4.224	1.1	-1.746	-0.247	0.934	-0.421	enh
atac_L38189	4.98	3.425	-0.639	0.186	-0.159	0.093	enh
atac_L38193	-0.925	1.306	0.811	-0.009	-0.984	-0.469	enh
atac_L38196	-1.932	0.928	0.413	-1.011	0.113	1.238	enh
atac_L38207	-3.108	-1.19	-1.352	-0.189	0.716	-0.548	enh
atac_P06775	-2.641	-0.571	0.597	1.006	-1.627	-0.696	enh
atac_L38208	-6.488	-1.299	-1.413	0.37	-0.183	0.764	enh
atac_L38209	-0.681	1.353	2.309	-0.698	1.304	-0.737	enh
atac_L38211	-0.904	0.03	1.98	-0.844	-1.754	-1.155	enh
atac_L38212	-3.408	0.459	0.583	-0.547	-0.348	-0.236	enh
atac_L38214	-3.198	-0.403	0.824	-0.584	-0.221	-0.139	enh
atac_L38215	-5.948	-0.136	-0.036	0.226	-0.274	0.068	enh
atac_L38217	-6.899	-0.288	-0.638	0.59	-0.199	0.193	enh
atac_L38221	-4.352	-0.074	-1.629	0.086	0.37	0.62	enh
atac_L38224	-5.159	-0.75	-0.351	0.902	1.006	-0.692	enh
atac_L38226	-3.706	-0.221	0.992	-0.686	0.894	0.678	enh
atac_L38231	-2.411	-1.572	2.194	-1.588	0.867	0.713	enh
atac_L38234	-4.979	-0.108	-0.647	-0.497	-0.103	1.88	enh
atac_L38238	-2.069	2.483	-0.013	-0.393	-0.27	-0.062	enh
atac_L38241	1.99	0.239	1.018	-1.969	-0.694	1.829	enh
atac_L38242	-0.982	0.667	1.698	-0.893	0.333	-1.636	enh
atac_P06779	-1.505	0.316	0.537	-0.549	-0.26	-0.532	enh
atac_L38245	0.276	0.666	1.113	-1.304	-0.608	0.753	enh
atac_L38246	6.716	2.518	0.168	2.179	0.373	0.93	enh
atac_L38248	-4.83	-0.666	-1.022	0.349	-0.388	0.18	enh
atac_L38249	0.974	1.704	0.937	1.284	0.188	0.308	enh
atac_L38250	2.028	-0.332	0.12	0.02	-0.929	0.28	enh
atac_L38254	-0.111	0.785	-0.785	-0.571	-0.104	-0.95	enh
atac_P06784	-1.913	-0.006	0.491	-0.532	-0.781	-0.375	enh
atac_L38261	-2.241	-0.279	1.152	-0.441	-0.322	0.974	enh
atac_L38266	-1.955	-1.255	0.441	2.988	-0.065	2.324	enh
atac_L38267	1.172	-0.168	-0.181	0.123	-1.394	0.258	enh
atac_L38269	-3.285	-0.047	1.451	1.989	1.116	2.251	enh
atac_L38270	-6.326	-0.681	-0.15	1.131	0.205	-0.252	enh
atac_L38275	-0.075	1.658	0.458	-0.465	-0.615	-0.777	enh
atac_L38276	-5.116	-0.588	-0.56	0.149	-0.409	-0.306	enh
atac_L38281	-0.391	0.047	-1.411	-0.442	-0.233	0.004	enh
atac_L38283	0.097	1.344	-1.724	-0.22	-0.179	-0.646	enh
atac_L38285	1.86	2.915	-1.335	-0.13	0.745	-0.726	enh
atac_L38287	1.017	0.158	-2.912	-0.204	-1.086	0.246	enh
atac_L38288	0.764	0.892	2.48	-2.726	1.169	2.178	enh
atac_L38294	-1.175	-0.12	0.59	-0.654	0.337	-0.008	enh
atac_L38295	2	2.314	2.255	-1.021	0.399	1.791	enh
atac_L38296	-4.814	-0.879	-0.132	1.193	0.354	-0.302	enh
atac_L38297	-5.439	-1.457	-1.022	0.289	-0.354	-0.173	enh
atac_L38300	0.799	-0.292	2.489	2.8	2.24	2.435	enh
atac_L38301	-2.186	0.872	1.699	0.027	0.204	1.596	enh
atac_L38306	-4.155	-1	-0.785	0.045	0.953	-0.271	enh
atac_L38307	-4.95	-1.538	0.197	0.005	-0.597	-0.136	enh
atac_L38309	-2.955	-1.432	0.925	0.524	0.246	-0.572	enh
atac_L38311	-5.41	-0.511	-0.594	0.013	0.131	0.076	enh
atac_L38312	-0.737	-0.61	-0.484	1.274	2.059	1.622	enh
atac_L38314	-1.505	-0.781	2.716	1.946	1.306	-0.468	enh
atac_L38319	-5.237	0.535	0.245	0.285	-0.667	2.386	enh
atac_L38328	-2.414	-0.709	2.451	0.192	0.293	2.039	enh
atac_L38330	-5.115	-0.601	0.092	0.11	-0.471	-0.129	enh
atac_L38331	-3.269	-1.292	1.015	-0.713	-0.049	-0.278	enh
atac_L38332	-2.211	-2.189	0.982	-0.592	0.916	1.128	enh
atac_L38334	-1.006	-1.242	0.336	-0.175	-0.104	0.478	enh
atac_L38335	-2.825	0.757	-0.393	-0.303	-0.189	-0.361	enh
atac_L38342	-2.379	0.141	0.993	-0.617	-0.424	-0.643	enh
atac_L38346	0.947	1.931	-1.054	0.249	4.262	-1.922	enh
atac_L38353	-4.087	-0.877	-0.521	0.029	-0.257	0.377	enh
atac_L38362	-3.002	-2.222	-0.079	-0.555	-0.857	0.497	enh
atac_L38368	3.894	-0.73	0.254	0.261	-1.533	0.467	enh
atac_L38372	0.571	1.333	0.9	-1.409	-0.809	0.94	enh
atac_L38373	4.04	1.85	-0.497	-0.098	0.134	-0.931	enh
atac_L38376	1.771	1.133	0.703	0.118	-0.256	0.066	enh
atac_L38378	0.026	0.984	0.033	0.699	-1.36	-0.772	enh
atac_L38381	-0.339	-0.064	1.288	-1.677	-0.024	1.146	enh
atac_L38385	-0.18	-0.305	0.173	-0.81	0.22	0.697	enh
atac_L38387	3.484	1.372	0.779	0.179	1.038	0.32	enh
atac_L38395	-2.405	-0.068	1.387	0.005	0.06	-1.338	enh
atac_L38396	-0.188	0.317	1.381	-0.325	-0.024	-0.977	enh
atac_L38397	2.193	1.083	1.985	-1.032	-0.983	1.961	enh
atac_L38399	-6.553	-1.1	-0.076	1.279	-0.945	0.687	enh
atac_L38404	-3.758	-2.821	-0.404	-0.671	-0.423	1.436	enh
atac_L38406	-4.838	-1.002	0.181	1.052	-1.17	0.12	enh
atac_L38407	-3.495	-0.041	-2.11	-0.14	-0.464	1.804	enh
atac_P06792	-3.514	-0.522	1.187	-0.223	-0.659	-1.136	enh
atac_L38410	-1.649	-0.172	0.924	0.278	0.546	2.094	enh
atac_P06795	-1.272	-0.993	2.089	-0.721	-0.057	-0.602	enh
atac_L38413	0.088	0.787	0.508	0.189	-0.667	-0.348	enh
atac_P06796	-1.948	-0.054	0.966	0.136	-0.976	1.036	enh
atac_L38415	-2.035	0.461	0.857	-1.407	-0.181	1.021	enh
atac_L38421	0.545	2.858	2.047	-2.348	-0.332	1.221	enh
atac_L38427	-4.896	-0.347	1.38	2.782	0.177	0.162	enh
atac_L38430	3.7	0.078	1.905	-0.475	-2.232	-0.722	enh
atac_L38433	0.866	0.887	-0.593	-1.593	2.329	1.443	enh
atac_P06798	1.137	1.08	-0.398	-1.097	-0.068	0.613	enh
atac_L38452	-3.939	0.288	0.354	-0.245	1.157	-1.024	enh
atac_L38459	1.895	2.844	-0.318	-0.859	-0.347	-0.72	enh
atac_L38462	-3.13	-0.009	0.348	-0.495	0.003	-0.421	enh
atac_L38467	1.524	0.403	1.097	-0.113	-0.263	-0.38	enh
atac_L38468	-2.844	-1.134	0.005	-0.468	-0.505	-0.282	enh
atac_L38471	-2.042	-0.173	2.542	-0.581	0.105	1.685	enh
atac_L38475	1.668	2.603	0.782	-0.601	-0.613	1.62	enh
atac_L38480	1.78	1.529	-0.196	-1.841	0.77	2.055	enh
atac_P06804	0.715	1.531	1.813	-0.332	-0.293	-0.239	enh
atac_L38487	0.617	0.384	-2.595	0.329	-1.787	-0.951	enh
atac_L38494	-4.883	0.444	-0.47	-0.009	0.007	-0.418	enh
atac_P06806	1.309	0.505	0.153	0.792	1.207	1.334	enh
atac_P06807	-2.668	0.319	1.516	-1.18	-0.077	0.349	enh
atac_P06808	-1.094	0.171	1.125	0.259	-0.329	-1.454	enh
atac_P06812	-2.037	-0.783	1.243	-0.008	0.374	-0.303	enh
atac_L38500	-0.29	1.647	0.184	-0.665	1.542	-1.734	enh
atac_L38504	-3.859	-1.694	0.894	-0.137	0.647	1.24	enh
atac_L38507	2.686	2.067	0.09	0.251	0.538	-0.581	enh
atac_L38510	-4.748	-1.722	0.051	-0.092	-0.351	-0.122	enh
atac_P06820	3.36	0.008	0.929	-1.209	-0.05	0.738	enh
atac_P06821	-1.23	1.299	-0.38	-0.135	0.21	-1.58	enh
atac_L38521	1.335	0.144	3.827	2.203	-0.198	1.083	enh
atac_L38526	3.773	1.807	-1.254	-1.2	-0.308	-0.372	enh
atac_P06824	-4.97	-0.831	-0.413	2.421	1.61	0.422	enh
atac_L38533	-2.09	0.507	0.854	-0.257	1.262	-0.854	enh
atac_L38536	2.677	1.683	-0.208	-0.157	-0.141	2.382	enh
atac_L38540	-0.58	0.915	2.249	-1.134	-0.986	-0.742	enh
atac_L38544	1.009	2.25	0.889	-1.123	1.37	0.913	enh
atac_L38546	-0.62	1.396	0.096	-0.919	-0.839	-0.468	enh
atac_P06826	-3.025	-1.982	0.42	0.616	-1.538	0.464	enh
atac_P06827	1.794	1.139	0.759	2.134	3.578	0.957	enh
atac_L38559	-2.618	1.941	-0.137	-0.509	0.038	0.873	enh
atac_L38560	-4.911	0.012	0.357	-0.043	0.733	-0.59	enh
atac_L38569	-5.249	1.124	-0.933	-0.111	0.987	0.397	enh
atac_L38571	0.751	-1.353	-2.083	-0.073	-0.728	-0.318	enh
atac_L38572	2.53	-1.73	-2.039	-0.162	-0.278	-0.005	enh
atac_L38575	1.112	2.262	-0.486	-0.611	-1.346	-0.615	enh
atac_P06832	-3.314	0.475	1.285	-0.771	-0.956	0.311	enh
atac_L38577	-1.541	1.078	-0.208	-0.293	2.483	-1.251	enh
atac_L38602	-6.046	-0.542	-0.275	0.089	-0.347	-0.142	enh
atac_P06834	-2.118	0.748	1.576	-1.323	0.165	1.276	enh
atac_L38605	-7.22	-0.592	-0.463	0.426	-0.288	0.318	enh
atac_L38614	-5.405	-1.983	0.644	0.44	-0.047	0.025	enh
atac_L38616	-4.293	-0.869	0.465	-0.465	-1.038	-0.243	enh
atac_L38620	-4.935	-0.115	1.203	1.204	0.145	0.293	enh
atac_L38621	-2.163	0.076	-0.406	-0.63	0.24	-0.048	enh
atac_L38626	-1.983	-1.653	1.589	-1.04	-0.703	-0.304	enh
atac_L38633	-4.154	0.673	1.024	-0.834	-0.253	0.899	enh
atac_L38640	0.127	1.266	-1.338	-0.668	0.122	-0.054	enh
atac_L38642	-3.169	-0.14	0.468	-0.433	0.071	-0.833	enh
atac_L38643	-3.372	-0.511	0.968	-0.337	-0.051	-1.378	enh
atac_L38644	-2.825	-0.371	0.763	-0.284	-0.898	-1.097	enh
atac_L38654	0.944	2.767	-0.299	2.693	-0.393	0.782	enh
atac_L38656	2.257	3.033	0.722	2.402	0.309	0.31	enh
atac_L38664	1.838	0.941	-1.362	-0.944	-0.142	-0.068	enh
atac_L38665	4.056	2.241	-0.794	1.373	1.972	-1.316	enh
atac_L38666	-3.892	-0.793	-0.238	-0.176	-0.553	-0.551	enh
atac_L38669	-1.544	0.251	0.143	-0.248	-1.588	-0.765	enh
atac_L38670	4.136	2.679	-0.619	2.642	1.817	0.344	enh
atac_L38672	-2.578	-1.16	-0.706	-0.422	1.624	-0.173	enh
atac_L38675	1.475	-0.512	-1.365	1.588	-0.998	-0.882	enh
atac_L38677	4.572	2.742	-0.906	-1.329	-0.67	0.71	enh
atac_L38679	0.155	1.695	0.393	-0.642	-0.069	-0.968	enh
atac_L38680	-0.645	2.132	0.025	-0.003	1.002	0.991	enh
atac_L38681	0.358	3.188	-0.282	-1.075	1.157	0.609	enh
atac_L38682	-0.813	1.174	1.504	-1.526	-0.228	0.383	enh
atac_L38683	-3.248	1.681	0.68	0.827	-0.902	-0.774	enh
atac_L38690	3.787	2.693	-1.201	0.877	-1.367	-1.114	enh
atac_L38691	2.756	3.145	0.963	1.761	1.756	0.938	enh
atac_L38692	0.999	1.148	0.472	-1.455	-0.088	0.505	enh
atac_P06841	-2.371	0.433	1.269	-1.094	0.311	0.116	enh
atac_L38702	1.576	-1.244	-2.133	-0.867	0.877	1.792	enh
atac_L38709	-2.966	1.024	1.064	-1.133	-0.053	0.771	enh
atac_P06843	7.813	2.002	-0.874	-0.943	-0.486	0.948	enh
atac_L38719	4.047	3.229	-1.823	0.779	2.901	0.629	enh
atac_L38721	3.194	1.42	-0.789	-0.194	1.938	-0.32	enh
atac_P06844	-3.18	0.927	-1.138	-0.765	1.293	0.735	enh
atac_L38728	-1.326	0.1	0.268	3.274	0.253	-0.526	enh
atac_L38729	-3.597	-0.056	0.646	-0.249	-1.2	-0.653	enh
atac_L38732	-2.183	0.738	-0.417	-0.303	0.481	-0.426	enh
atac_P06846	-0.944	0.981	-0.465	0.096	0.008	-0.21	enh
atac_L38734	-3.133	-0.189	-0.638	0.861	2.015	-1.31	enh
atac_L38735	-1.313	1.011	-0.507	0.433	0.141	-0.275	enh
atac_L38750	-2.052	1.386	1.797	-0.948	-0.486	-1.219	enh
atac_L38754	0.656	0.954	0.112	-0.639	-0.614	2.054	enh
atac_L38758	-7.286	-0.475	-0.654	0.509	-0.26	0.248	enh
atac_L38763	-2.603	-0.36	0.055	-0.496	-1.448	-0.13	enh
atac_L38764	-7.083	-0.229	-0.79	0.571	-0.328	0.204	enh
atac_L38770	-2.319	0.238	-0.656	-0.499	0.07	-0.05	enh
atac_L38772	-0.825	0.933	-0.035	-0.881	0.138	-0.752	enh
atac_P06851	-5.223	-0.127	0.311	0.075	-0.117	-0.309	enh
atac_L38778	0.11	-0.961	-0.751	0.873	-1.697	0.144	enh
atac_L38787	-2.743	-0.155	-0.716	-0.231	1.321	-1.578	enh
atac_L38792	-1.076	1.013	1.932	-2.411	2.117	2.293	enh
atac_L38793	-4.46	-0.519	-0.47	-0.221	-0.198	0.511	enh
atac_L38798	-5.363	0.588	0.073	-0.008	-0.175	-0.795	enh
atac_P06856	-4.982	0.851	-0.304	0.114	-0.323	0.085	enh
atac_L38800	-4.011	-0.054	-0.932	0.314	-0.504	-0.57	enh
atac_L38801	-5.109	0.057	0.127	-0.21	-0.181	-0.728	enh
atac_L38804	-5.129	-0.756	0.202	0.019	0.78	-0.869	enh
atac_P02240	-4.188	0.035	-0.373	0.157	0.855	-0.947	enh
atac_L11611	-2.2	0.11	-2.566	-0.128	-0.663	1.036	enh
atac_L11624	-4.083	-0.186	0.198	-0.337	-0.531	-0.507	enh
atac_L11626	-5.894	-0.504	-0.101	0.153	0.238	-0.277	enh
atac_L11627	-3.606	-0.274	-1.289	1.221	0.268	0.076	enh
atac_L11628	-1.223	0.447	0.358	0.45	-1.031	-1.091	enh
atac_L11633	-6.621	-0.692	-0.419	0.383	-0.05	-0.138	enh
atac_L11634	-3.52	-0.655	0.843	-0.373	-0.814	-0.58	enh
atac_L11635	-2.246	1.034	1.35	-0.567	0.732	-1.399	enh
atac_L11638	-5.94	-1.039	0.161	-0.275	-0.57	0.539	enh
atac_L11639	-5.111	0.379	0.505	-0.096	-0.766	-0.915	enh
atac_L11640	-6.032	-0.838	-0.805	1.063	0.448	-0.114	enh
atac_L11651	-4.912	-0.009	0.872	1.383	1.315	1.374	enh
atac_L11653	-5.01	-0.507	0.623	-0.253	-0.05	-0.693	enh
atac_L11665	-4.063	-0.544	0.859	-0.24	1.424	0.309	enh
atac_L11676	0.381	1.351	-0.429	2.013	1.6	0.001	enh
atac_L11677	-1.999	-1.141	2.823	1.957	1.463	1.746	enh
atac_L11678	-4.564	-1.206	-0.197	-0.157	0.216	-0.368	enh
atac_L11679	-6.174	-0.031	-0.526	0.465	-0.335	-0.046	enh
atac_L11680	-5.083	0.126	-0.277	0.366	0.104	-0.817	enh
atac_L11681	-3.979	0.593	-0.473	0.294	-0.341	-0.356	enh
atac_L11683	-5.538	-0.73	-0.105	1.04	0.589	-1.036	enh
atac_L11686	-6.263	-0.456	-0.298	0.413	-0.56	-0.308	enh
atac_L11687	-5.904	-0.19	0.02	-0.153	0.25	-0.053	enh
atac_L11690	-5.501	-0.691	0.419	0.511	0.715	-0.233	enh
atac_P02247	-5.917	-0.612	0.318	-0.17	0.027	0.204	enh
atac_L11699	-4.948	-0.407	0.215	0.017	0.524	-0.604	enh
atac_L11708	-4.709	0.015	-1.368	0.341	-0.502	0.135	enh
atac_L11709	-2.417	0.556	1.907	-0.286	0.461	1.075	enh
atac_L11712	-6.448	-0.056	-0.997	0.442	-0.323	-0.067	enh
atac_L11717	-2.972	0.241	1.209	-0.937	-0.32	0.572	enh
atac_L11723	-5.445	-0.386	-0.498	0.481	-0.815	-0.178	enh
atac_L11724	-1.817	-0.017	-0.82	-0.483	-0.079	0.052	enh
atac_L11725	-2	-0.316	-0.731	-0.439	-0.897	0.07	enh
atac_L11726	-3.477	-0.279	1.322	-0.665	-0.444	0.257	enh
atac_L11727	-3.99	-0.564	0.811	0.577	-1.069	0.198	enh
atac_P02250	-4.325	0.112	0.197	-0.229	-0.832	-0.187	enh
atac_P02252	-5.936	-0.403	-0.693	0.269	0.56	-0.061	enh
atac_L11733	-4.093	0.026	0.95	0.445	0.651	-1.272	enh
atac_P02254	-0.248	0.811	0.372	0.75	0.552	0.179	enh
atac_P02255	-4.135	-0.12	-0.42	0.358	-0.35	-0.961	enh
atac_L11736	-3.847	-0.128	0.285	-0.24	-0.65	-1.053	enh
atac_L11744	-4.443	0.636	0.889	1.325	-1.74	0.276	enh
atac_L11750	-4.709	-0.391	0.955	-0.091	0.944	1.156	enh
atac_L11754	-2.298	0.157	1.54	0.005	0.403	-1.719	enh
atac_L11759	-4.195	-0.953	-0.156	0.063	-1.15	-0.265	enh
atac_L11762	-2.223	-0.922	2.358	2.665	0.273	-0.379	enh
atac_L11763	1.427	0.143	-0.268	-0.588	-0.882	-1.239	enh
atac_L11767	-0.848	0.38	-1.191	-0.425	0.2	0.246	enh
atac_L11770	-4.453	-0.307	-0.539	0.028	-0.468	-0.498	enh
atac_L11774	-5.072	-1.59	-0.43	-0.034	0.663	0.249	enh
atac_L11776	-3.47	0.65	0.85	-0.12	-0.491	-0.85	enh
atac_L11777	-4.495	-1.395	0.496	0.023	-0.604	-0.678	enh
atac_L11779	-0.236	0.899	-0.319	-0.385	0.447	-0.892	enh
atac_L11780	-2.865	-1.031	0.919	-0.656	0.396	-0.441	enh
atac_L11782	-3.423	0.068	-0.401	0.049	-0.006	-0.879	enh
atac_L11783	-2.5	1.204	1.326	-1.2	-0.173	0.805	enh
atac_L11785	-1.038	0.898	0.114	1.537	-0.075	-0.98	enh
atac_L11786	-4.748	-0.718	0.288	0.8	0.338	-0.064	enh
atac_L11794	-4.063	-0.861	0.666	-0.318	-0.559	-0.706	enh
atac_L11796	-3.574	-0.411	0.218	-0.23	0.248	-0.728	enh
atac_L11797	-4.02	-0.077	0.189	-0.227	0.106	-0.913	enh
atac_L11798	-0.307	1.747	0.323	-0.257	0.614	0.516	enh
atac_L11799	-0.082	1.4	-0.678	0.404	-1.933	0.399	enh
atac_L11810	2.171	-0.303	-1.706	-0.373	-1.363	-0.825	enh
atac_L11815	-4.098	-0.454	-0.012	0.765	0.092	-0.49	enh
atac_L11816	0.152	1.403	0.474	0.416	-1.544	-0.706	enh
atac_L11820	4.797	1.046	-0.682	-0.962	2.809	0.631	enh
atac_L11822	0.13	0.579	-0.033	2.112	-0.359	0.828	enh
atac_L11823	-2.406	0.295	0.287	-0.514	-0.717	-0.524	enh
atac_L11825	-3.048	-0.218	0.135	-0.471	-0.067	-0.33	enh
atac_L11826	-6.049	-0.358	-0.224	0.22	0.441	-0.669	enh
atac_L11827	-0.224	0.496	2.14	-1.693	-0.187	0.306	enh
atac_L11829	2.032	1.783	-0.111	-0.807	0.418	-1.333	enh
atac_L11830	-1.705	-1.03	-1.605	1.506	0.124	0.465	enh
atac_L11831	-2.917	-1.574	-1.285	1.22	-0.811	-0.776	enh
atac_L11835	-4.383	-0.022	-1.205	0.114	0.435	-0.292	enh
atac_L11838	-1.781	0.641	1.277	-0.228	0.616	-0.061	enh
atac_L11846	-2.719	0.137	-0.024	-1.07	-0.095	0.382	enh
atac_L11848	3.191	2.734	-1.063	0.415	0.001	-1.79	enh
atac_L11857	-1.548	1.452	-0.089	-0.784	0.475	0.71	enh
atac_L11861	-2.608	1.103	0.695	0.518	-0.366	0.104	enh
atac_L11863	-3.135	-0.677	1.046	-0.623	-0.383	-0.686	enh
atac_L11866	-2.745	0.525	1.287	-0.633	-0.65	-0.764	enh
atac_P02264	0.363	-2.002	-0.381	-1.698	0.426	0.938	enh
atac_L11877	-2.909	-0.419	0.258	0.429	-0.11	0.076	enh
atac_L11883	-2.035	-0.161	2.28	-0.556	-0.408	0.92	enh
atac_L11887	0.426	-1.865	1.322	-0.725	-0.849	1.896	enh
atac_P02266	-1.551	-0.461	-0.092	-0.828	-0.541	1.199	enh
atac_L11890	-1.999	0.781	1.219	0.38	-0.02	0.456	enh
atac_L11895	-0.57	0.32	-0.361	-0.586	-0.554	-0.837	enh
atac_L11898	-2.291	-0.038	1.358	-1.237	0.373	0.727	enh
atac_L11899	-4.241	-0.118	-0.208	1.066	-0.278	-0.002	enh
atac_L11900	-0.312	1.538	0.428	0.702	-0.85	-0.787	enh
atac_L11904	-0.812	-0.914	1.049	-0.647	0.361	-0.95	enh
atac_L11907	-3.575	0.114	0.63	-0.828	0.05	1.141	enh
atac_L11908	-5.387	-0.072	-0.117	-0.015	0.871	0.141	enh
atac_L11911	-0.071	0.34	1.786	-0.37	-0.824	0.692	enh
atac_L11914	-0.42	1.632	1.221	0.255	-1.516	0.145	enh
atac_L11915	2.31	-0.705	-0.077	-1.533	-1.209	0.853	enh
atac_L11921	-3.191	0.334	0.924	0.692	0.07	1.502	enh
atac_L11923	-0.475	1.487	0.673	-0.313	-1.11	1.558	enh
atac_L11925	-4.232	-0.925	-0.074	0.088	-1.085	0.042	enh
atac_L11931	2.239	1.121	-0.761	-1.095	1.419	0.306	enh
atac_L11934	-1.077	2.179	0.089	0.602	1.217	-0.239	enh
atac_L11935	2.519	1.687	-0.119	0.131	0.464	0.192	enh
atac_L11939	-0.808	1.559	-0.348	-0.622	0.565	-0.218	enh
atac_L11947	-5.775	0.603	-0.24	0.171	-0.016	-0.22	enh
atac_L11950	-0.359	0.406	2.83	-1.005	-2.209	1.152	enh
