name	PC1	PC2	PC3	PC4	PC5	PC6	category
atac_L28307	0.134	0.337	-0.585	-0.642	0.716	-1.56	enh
atac_P05131	-4.223	1.23	-0.589	-0.435	-0.283	0.576	enh
atac_L28321	-1.318	0.114	-0.43	-0.692	0.198	-0.484	enh
atac_L28328	-4.427	1.035	-0.344	-0.094	-0.236	-1.126	enh
atac_L28330	1.655	-1.067	-0.144	-1.528	-0.171	0.829	enh
atac_L28332	-4.243	-1.386	0.041	-1.136	0.162	1.876	enh
atac_L28333	-3.257	0.805	0.169	-0.436	0.307	-0.765	enh
atac_L28335	-2.325	-0.236	0.198	-0.068	0.407	-1.464	enh
atac_L28340	-4.124	-1.025	1.271	-1.712	-0.23	2.72	enh
atac_L28341	1.044	-1.805	-0.135	-1.57	1.612	1.253	enh
atac_P05135	-5.007	-0.086	0.059	0.098	-0.248	-0.499	enh
atac_L28348	-2.39	-0.903	1.141	0.299	-0.542	-0.682	enh
atac_L28354	-2.599	-0.518	0.965	-0.595	-0.413	-0.888	enh
atac_L28365	-5.996	-1.027	-0.475	0.141	0.697	-0.35	enh
atac_L28366	-4.414	-0.535	0.446	-0.179	-0.345	-0.4	enh
atac_L28368	1.686	2.739	0.482	2.994	0.989	-0.363	enh
atac_L28370	-3.514	-0.289	0.591	-0.188	-1.432	-0.434	enh
atac_L28373	-2.089	1.009	1.511	-1.328	0.456	0.259	enh
atac_L28378	-2.989	-1.105	-0.602	-0.232	-0.954	-0.18	enh
atac_L28390	-2.299	0.673	0.313	-0.139	-0.376	2.037	enh
atac_L28396	4.134	-0.912	0.761	0.194	-1.574	0.491	enh
atac_L28399	-4.602	-1.144	-0.647	0.946	0.321	-0.182	enh
atac_P05143	-1.56	-1.17	1.551	-0.476	0.865	0.217	enh
atac_P05144	-1.434	1.212	0.956	-0.986	0.001	0.284	enh
atac_L28409	-2.977	-1.276	1.565	-0.054	-1.326	1.584	enh
atac_L28412	0.266	1.145	0.927	0.793	-0.234	-0.547	enh
atac_L28417	-3.486	0.959	0.745	-0.492	0.466	-0.946	enh
atac_L28418	-1.333	0.292	1.029	2.674	0.013	-0.65	enh
atac_L28420	-3.543	-0.453	0.165	-0.112	-0.055	-1.16	enh
atac_L28423	-1.087	-0.16	-0.438	-1.07	0.022	1.18	enh
atac_L28426	-2.253	-0.225	0.532	-0.57	-1.475	0.307	enh
atac_P05148	0.15	0.216	1.088	-1.072	-0.831	-0.171	enh
atac_L28453	-2.764	-0.234	0.394	-0.248	-1.292	-1.186	enh
atac_L28460	0.611	2.284	0.559	-0.317	4.189	-1.377	enh
atac_L28461	0.85	2.005	-0.075	-1.447	1.444	0.703	enh
atac_L28467	-0.686	-0.104	1.105	-0.798	-1.208	-1.24	enh
atac_L28468	-3.37	-1.398	0.655	-0.541	1.016	-1.025	enh
atac_L28471	3.788	1.018	-1.876	3.924	-0.044	0.209	enh
atac_L28473	3.501	2.93	1.505	1.371	0.79	0.399	enh
atac_L28475	-3.988	-0.335	0.798	0.399	-0.252	-1.082	enh
atac_L28478	-3.271	0.515	0.648	-0.335	0.725	-1.236	enh
atac_L28483	0.335	1.125	0.315	-0.108	-0.659	-1.77	enh
atac_L28494	-4.791	0.5	0.657	1.658	-0.027	0.166	enh
atac_L28497	-1.965	-1.411	1.323	-0.058	-1.072	-0.448	enh
atac_L28498	0.816	-1.313	-0.342	-0.486	1.657	-1.028	enh
atac_L28499	-1.183	-0.179	2.283	-1.141	-0.532	-0.418	enh
atac_L28501	-1.474	1.278	0.918	-0.46	-1.058	-0.667	enh
atac_L28504	-0.434	0.9	1.596	-1.468	0.544	0.296	enh
atac_L28509	-3.538	2.114	-0.873	0.307	0.325	-1.07	enh
atac_L28516	3.457	1.191	-0.509	0.431	0.613	0.038	enh
atac_L28517	5.109	2.173	-0.489	-0.533	-1.174	1.335	enh
atac_L28518	-2.596	0.244	1.719	-1.134	-0.535	0.641	enh
atac_L28521	-2.736	0.343	-0.65	0.209	-0.141	-0.65	enh
atac_L28522	-4.724	0.407	0.062	0.026	0.701	-0.688	enh
atac_L28525	-4.414	-0.207	0.591	0.394	1.323	-0.642	enh
atac_L28528	-5.682	-0.179	-0.53	0.07	0.885	-0.364	enh
atac_L28531	5.497	1.668	-0.617	-0.584	-1.163	0.39	enh
atac_L28532	3.242	0.271	1.311	0.547	-0.914	-0.212	enh
atac_L28533	-1.968	-1.494	-0.528	0.435	0.151	-0.513	enh
atac_L28536	-1.77	0.789	1.526	0.025	1.834	-2.001	enh
atac_P05151	-1.43	0.522	2.379	-0.332	-0.549	0.806	enh
atac_L28545	-1.785	0.668	1.047	-1.299	1.453	0.651	enh
atac_L28546	-0.53	0.4	-0.022	-0.936	1.015	1.188	enh
atac_L28550	-3.399	0.562	-0.238	0.16	-0.623	-0.782	enh
atac_L28564	-4.531	0.641	1.14	-1.048	0.449	1.623	enh
atac_L28572	2.909	1.876	0.946	2.882	0.093	-0.441	enh
atac_P05153	-0.176	0.44	2.091	-0.348	0.025	-1.013	enh
atac_L28582	-1.306	-0.848	1.682	1.336	0.27	1.659	enh
atac_L28583	-4.225	-0.354	0.267	-0.402	-0.572	0.28	enh
atac_L28584	-3.133	0.548	1.527	-0.176	1.002	-0.009	enh
atac_L28589	1.465	0.806	0.357	-1.323	0.141	0.645	enh
atac_L28592	5.05	4.14	0.418	-0.075	0.615	0.609	enh
atac_L28598	-5.556	-0.267	-0.2	1.005	-0.259	-0.631	enh
atac_L28610	-2.907	-1.058	0.85	0.916	-0.48	0.907	enh
atac_P05160	-0.119	0.526	1.407	-1.42	-0.328	0.245	enh
atac_P05161	-3.569	-1.205	1.568	0.192	-1.169	0.59	enh
atac_P05162	-1.708	1.019	1.93	-1.418	-1.206	0.918	enh
atac_L28630	-1.742	0.86	-1.267	-0.139	3.243	-0.396	enh
atac_L28643	0.951	0.489	0.458	-1.625	1.261	0.23	enh
atac_L28644	0.055	0.426	1.298	-0.681	0.054	0.695	enh
atac_L28657	-2.969	1.039	0.34	0.593	0.78	-1.123	enh
atac_L28659	2.806	1.602	1.683	-0.181	-0.306	0.511	enh
atac_L28660	-1.965	0.986	1.536	-1.22	-1.137	0.622	enh
atac_L28661	0.191	0.12	0.337	-0.037	1.424	-1.795	enh
atac_L28663	-1.58	-0.957	-0.572	0.088	0.746	-0.715	enh
atac_L28664	-1.447	0.601	1.003	-0.319	-0.598	2.218	enh
atac_L28665	-6.793	-0.146	-1.383	1.229	0.282	0.549	enh
atac_L28666	-2.165	0.164	2.777	2.567	0.573	2.173	enh
atac_L28669	-1.438	0.012	-0.405	-0.603	-0.68	-0.877	enh
atac_L28671	-1.898	-0.27	1.5	-0.116	0.941	1.386	enh
atac_L28672	-2.742	0.358	0.831	-0.097	-0.621	-1.186	enh
atac_L28677	2.947	1.913	0.395	3.056	-0.775	1.457	enh
atac_L28679	-3.636	-0.269	-0.11	0.742	0.998	-0.824	enh
atac_L28682	-3.52	-0.489	0.434	-0.667	0.127	-0.391	enh
atac_L28687	-4.22	-1.129	-0.18	-0.82	0.413	1.839	enh
atac_L28691	-3.349	1.149	0.881	0.543	0.537	-0.215	enh
atac_L28692	-0.092	0.878	-0.135	-0.55	-0.05	-0.76	enh
atac_L28693	0.766	1.546	0.14	-1.097	0.805	-0.381	enh
atac_L28695	3.484	2.555	0.222	-1.093	-0.06	-0.653	enh
atac_L28699	-2.102	-0.251	1.428	-0.663	-0.431	-0.69	enh
atac_L28700	-3.813	-0.23	0.475	0.718	-0.544	-0.267	enh
atac_P05171	-2.614	0.481	-1.383	0.142	-1.242	-0.608	enh
atac_L28702	-2.073	0.263	1.194	1.428	2.461	0.917	enh
atac_L28703	-1.718	-1.624	-0.392	-0.242	-0.78	-0.477	enh
atac_L28704	-2.963	-0.941	1.128	-0.52	1.609	0.639	enh
atac_L28706	-2.714	-0.258	1.887	2.156	0.692	0.047	enh
atac_L28715	-1.597	0.546	0.559	1.341	1.843	0.321	enh
atac_P05172	-3.233	0.687	0.268	-0.148	0.141	-0.338	enh
atac_P05173	-2.517	-0.192	0.657	0.634	-0.15	-0.379	enh
atac_L28727	-0.663	1.174	1.714	-1.221	0.512	-1.139	enh
atac_L28730	-2.177	-0.776	0.527	2.692	-0.802	1.268	enh
atac_P05175	-1.449	-0.373	2.193	-1.446	0.667	-0.192	enh
atac_L28738	-0.645	1.373	1.421	-0.036	-1.195	0.362	enh
atac_P05176	-0.509	0.283	0.939	0.234	-0.551	0.004	enh
atac_L28745	-1.277	0.615	2.765	-1.146	1.211	0.319	enh
atac_L28746	-2.713	0.297	1.256	0.096	0.034	-0.131	enh
atac_L28747	-2.131	0.658	1.377	-0.731	-0.263	0.509	enh
atac_P05180	-1.109	1.869	1.451	-0.814	-0.278	-0.57	enh
atac_L28752	0.966	1.219	-0.546	-0.162	-0.448	-1.454	enh
atac_L28757	0.395	-0.197	-0.356	-0.183	0.214	0.597	enh
atac_L28758	4.864	3.016	-0.116	-1.574	-0.108	0.569	enh
atac_L28759	3.832	1.113	2.376	-0.995	0.32	-0.707	enh
atac_L28763	2.203	1.503	1.14	1.196	0.154	0.904	enh
atac_L28765	-1.685	-2.218	0.185	-0.557	-1.556	-0.423	enh
atac_L28768	-4.038	-0.411	0.981	0.763	-0.781	0.172	enh
atac_L28772	-3.39	-0.36	0.034	1.652	0.115	0.08	enh
atac_L28773	-3.898	-1.227	-0.326	2.045	-1.429	-0.385	enh
atac_P05184	-1.068	1.148	-0.047	-0.278	0.249	-1.38	enh
atac_L28785	-0.255	2.818	-0.762	1.999	0.204	0.085	enh
atac_L28786	-1.286	0.585	0.086	0.452	0.354	-1.032	enh
atac_L28787	-1.352	1.477	-0.402	-0.462	0.174	-0.955	enh
atac_L28788	1.446	0.939	0.347	1.614	0.576	-0.082	enh
atac_L28801	-1.682	0.407	2.032	-1.431	-0.659	1.277	enh
atac_L28809	-1.071	0.07	1.723	-1.356	-0.647	0.73	enh
atac_L28812	-1.477	-0.538	1.295	-1.592	0.404	1.257	enh
atac_L28813	-1.508	-0.16	0.926	0.265	0.187	-0.286	enh
atac_L28820	3.785	1.34	3.822	-0.357	-0.463	-0.107	enh
atac_L28836	-0.239	0.458	0.841	0.871	0.603	2.505	enh
atac_L28837	0.782	1.291	0.912	-0.252	-1.605	1.469	enh
atac_L28839	3.522	1.891	-0.503	-0.527	-0.335	1.224	enh
atac_L28843	-1.516	0.882	1.908	0.762	-0.94	-0.313	enh
atac_L28846	1.154	1.594	1.212	-1.509	-0.017	0.153	enh
atac_L28849	1.413	1.562	1.741	-0.62	-0.643	-1.966	enh
atac_L28850	1.262	0.607	-0.844	-0.105	-0.381	0.434	enh
atac_L28852	-1.699	-1.31	0.246	-1.186	-0.965	0.62	enh
atac_L28853	-2.409	-0.297	0.916	0.398	0.302	-0.838	enh
atac_L28857	0.985	1.871	-0.655	0.064	0.398	-0.853	enh
atac_P05187	-1.443	-0.974	0.974	0.438	0.056	-0.754	enh
atac_P05188	-2.33	-0.034	1.552	-0.735	-0.597	0.061	enh
atac_P05190	-0.944	0.28	0.433	-0.691	-0.356	-0.081	enh
atac_L28876	-4.879	-0.655	0.373	3.323	-0.303	1.128	enh
atac_L28891	3.384	1.797	0.184	0.973	0.696	0.353	enh
atac_L28895	0.781	2.624	-0.285	0.375	-0.9	-0.433	enh
atac_L28897	-1.645	-0.364	0.59	-0.875	-0.493	0.227	enh
atac_L28900	2.307	-2.294	-0.064	-2.049	-0.258	1.109	enh
atac_L28902	-5.761	-0.538	-0.405	2.129	0.023	-0.039	enh
atac_L28903	-4.313	-0.627	-0.028	1.651	1.372	-0.418	enh
atac_L28907	1.257	0.231	0.59	2.627	1.577	0.883	enh
atac_L28915	-1.745	-0.066	-0.067	-0.179	-1.442	-0.717	enh
atac_L28916	-3.912	-1.99	0.373	2.219	1.673	0.061	enh
atac_L28918	-0.379	1.329	1.742	2.755	0.987	2.029	enh
atac_L28919	0.371	0.441	2.43	-0.802	0.904	-0.783	enh
atac_L28930	1.963	0.078	-1.142	-0.521	-1.077	-0.911	enh
atac_L28936	3.184	2.676	-0.725	1.968	1.512	1.354	enh
atac_L28941	-2.336	-0.204	0.74	0.876	-1.16	-0.517	enh
atac_P05197	-1.999	-0.254	0.706	-0.472	-0.018	-1.12	enh
atac_L28943	1.238	1.967	1.671	-2.123	0.808	1.247	enh
atac_L28946	4.189	0.802	-1.68	-1.575	0.6	0.502	enh
atac_L28954	-0.822	1.032	1.425	-0.762	-1.003	-0.887	enh
atac_L28960	-1.495	-1.753	0.708	0.248	-0.942	0.152	enh
atac_L28963	-2.634	-0.745	0.616	-0.963	-1.28	1.152	enh
atac_L28979	1.555	1.841	-0.616	-0.669	-1.589	-1.525	enh
atac_L28982	6.192	1.917	-0.806	-0.868	1.291	-0.556	enh
atac_L28984	5.44	2.422	-0.968	-0.48	0.196	-1.289	enh
atac_P05205	0.379	2.178	0.917	-0.442	1.837	-0.196	enh
atac_L28991	5.173	3.257	1.173	1.619	2.18	0.696	enh
atac_L28995	-3.41	-0.006	0.231	-0.11	-0.266	-0.331	enh
atac_L29004	1.071	0.32	-0.951	-0.696	0.187	-0.618	enh
atac_L29005	-3.967	-0.68	0.179	-0.489	-1.739	0.254	enh
atac_P05208	-2.075	0.352	1.038	0.295	-0.454	0.309	enh
atac_L29006	-1.583	-0.02	1.761	-1.075	0.393	0.039	enh
atac_L29018	-0.71	-0.24	0.9	-1.096	-0.653	-0.223	enh
atac_L29027	-1.538	0.611	-0.886	-1.232	-0.813	1.758	enh
atac_L29028	1.112	0.832	-0.896	0.547	-1.62	0.173	enh
atac_L29029	-2.407	-0.139	1.76	-1.258	-1.054	0.384	enh
atac_P05211	0.778	1.088	1.302	-0.756	-1.087	-1.635	enh
atac_L29032	0.452	0.378	0.118	-0.571	0.797	-1.619	enh
atac_P05212	-1.85	-0.358	0.69	-0.49	-0.195	-0.95	enh
atac_L29033	0.112	0.202	1.222	-1.103	-0.727	0.269	enh
atac_L29036	4.011	1.768	0.012	-0.879	0.487	0.653	enh
atac_P05214	-1.671	-0.161	0.246	-0.695	0.278	-0.747	enh
atac_L29040	0.5	0.501	0.367	0.046	-1.445	1.049	enh
atac_L29044	-1.619	-0.475	1.647	-0.434	0.646	0.49	enh
atac_L29045	-0.161	0.965	0.549	-0.207	1.217	-0.07	enh
atac_L29047	0.806	1.302	0.146	-1.135	0.247	0.329	enh
atac_L29055	-0.654	0.784	2.188	-1.455	0.383	0.01	enh
atac_L29056	1.196	2.121	-0.661	1.709	0.276	0.506	enh
atac_L29065	-2.756	-1.284	1	-0.395	-2.113	-0.712	enh
atac_L29073	2.924	0.365	-0.366	0.997	1.167	0.22	enh
atac_L29077	8.825	3.066	-0.314	0.437	-0.501	-0.349	enh
atac_L29078	3.414	1.47	1.213	-0.105	-0.685	0.911	enh
atac_L29080	4.976	4.592	-0.361	-0.356	-0.627	0.194	enh
atac_L29081	3.442	2.806	1.396	1.952	1.676	0.967	enh
atac_P05217	0.811	1.428	1.459	0.881	-0.347	-1.041	enh
atac_L29097	-0.501	-0.365	3.018	1.347	-0.358	2.664	enh
atac_L29099	-0.676	1.267	0.636	-0.362	-1.018	-1.543	enh
atac_L29100	5.26	4.072	0.919	-0.356	0.749	-1.399	enh
atac_L29102	2.423	1.969	1.239	0.289	1.047	0.435	enh
atac_L29103	1.712	1.734	0.454	2.249	-0.421	0.513	enh
atac_L29106	1.216	1.854	1.029	-0.749	-0.735	-1.522	enh
atac_L29107	0.1	0.161	0.408	-2.04	-0.254	1.895	enh
atac_L29112	-0.644	0.981	0.095	-0.071	-0.524	-0.381	enh
atac_L29115	-2.96	0.515	0.703	-0.685	0.379	0.86	enh
atac_P05228	-1.988	0.313	1.68	-0.179	-0.376	1.268	enh
atac_L29118	-2.973	-0.512	0.252	-0.776	-0.957	0.767	enh
atac_L29119	-4.204	-0.473	0.17	-0.205	-0.083	-0.141	enh
atac_L29128	-1.252	-0.802	1.295	-0.585	0.047	-0.894	enh
atac_L29129	-3.273	-0.408	1.611	2.002	-0.755	-0.073	enh
atac_L29130	-3.303	0.067	1.49	-0.68	-0.53	0.025	enh
atac_L29135	-3.262	-0.981	0.792	-0.223	-0.373	-0.678	enh
atac_P05232	-0.329	0.358	2.051	-1.668	-0.734	0.671	enh
atac_L29141	3.764	0.135	-2.241	-0.214	0.115	1.371	enh
atac_L29152	1.238	2.097	0.336	-0.035	-0.608	-0.797	enh
atac_L29153	-1.06	1.59	-0.235	-0.245	-0.746	-1.762	enh
atac_L29154	2.746	2.087	-0.423	1.9	0.542	-0.238	enh
atac_L29157	2.335	1.262	0.81	1.674	0.352	1.298	enh
atac_L29170	0.704	0.743	0.282	-1.075	-0.885	-0.143	enh
atac_L29172	-1.532	-1.129	0.485	-0.49	-1.336	-0.453	enh
atac_P05238	-3.571	-1.434	0.388	0.061	-0.494	0.833	enh
atac_L29176	4.02	3.17	-0.976	-0.537	0.116	0.013	enh
atac_L29179	-1.17	0.489	0.922	-1.188	0.106	0.742	enh
atac_L29184	-4.184	0.666	-0.511	0.111	0.023	-0.164	enh
atac_L29188	8.024	2.061	-0.598	2.446	0.736	1.674	enh
atac_P05241	-2.677	-1.032	1.902	-1.059	-0.107	0.398	enh
atac_L29190	-1.374	0.466	1.15	-0.553	-1.221	-1.522	enh
atac_L29191	0.375	1.899	2.988	2.173	0.271	-0.072	enh
atac_L29194	-1.146	1.725	-0.43	-0.485	-0.706	-0.539	enh
atac_L29196	-1.394	1.32	1.714	2.586	0.666	-0.25	enh
atac_L29201	6.331	-0.798	0.517	2.273	0.313	1.908	enh
atac_L29203	-0.208	0.104	0.606	-1.023	-0.069	-1.208	enh
atac_L29206	0.845	1.634	1.091	-0.951	2.447	-0.013	enh
atac_L29209	1.03	0.44	1.314	0.413	0.802	0.734	enh
atac_L29210	2.288	1.653	-0.123	-0.141	0.096	0.349	enh
atac_L29211	1.54	2.557	0.181	-0.531	0.65	-0.139	enh
atac_L29217	2.928	1.572	0.857	0.506	-2.309	-1.686	enh
atac_L29218	5.467	2.686	0.556	2.814	0.944	-0.858	enh
atac_L29221	-1.494	0.182	-2.074	0.062	1.141	1.622	enh
atac_L29225	-4.409	-1.385	-0.212	-0.622	-0.435	1.11	enh
atac_L29231	5.445	-1.233	0.971	1.572	-1.666	1.001	enh
atac_L29232	6.726	-0.689	1.195	-0.592	0.093	-2.888	enh
atac_L29234	-0.319	0.744	0.693	-1.423	-0.095	-0.115	enh
atac_P05249	-2.492	0.145	0.116	-0.53	-0.694	0.332	enh
atac_P05250	-2.166	1.259	1.005	1.133	0.995	-0.631	enh
atac_L29254	-2.169	2.247	0.257	-0.542	1.109	-0.412	enh
atac_L29257	-0.644	0.973	0.627	0.241	0.517	-1.368	enh
atac_L29264	-4.053	-1.173	-0.597	0.498	1.538	-0.554	enh
atac_L29265	-1.473	0.508	-1.188	-0.361	-0.508	0.606	enh
atac_L29266	-4.219	0.213	-1.412	1.26	-0.092	-0.287	enh
atac_L29267	0.615	2.173	-0.65	0.291	-0.149	-0.569	enh
atac_P05253	-2.258	-0.379	1.621	0.477	-0.486	0.041	enh
atac_L29268	-1.967	-0.588	-0.393	0.744	0.363	-0.886	enh
atac_L29269	1.776	2.156	-0.165	-1.216	-1.161	0.646	enh
atac_P05254	2.009	2.397	0.642	1.445	-0.481	0.967	enh
atac_L29273	0.158	1.637	1.294	0.514	-1.318	0.703	enh
atac_L29274	-5.201	0.065	0.32	0.169	-0.574	-0.385	enh
atac_L29278	-1.405	0.428	1.283	-0.941	-0.27	0.887	enh
atac_L29280	0.906	1.706	-1.288	0.674	-1.27	0.238	enh
atac_L29284	-3.309	-0.157	0.672	-0.495	-0.743	0.02	enh
atac_L29293	-2.52	-0.264	0.447	-0.468	-1.188	-0.635	enh
atac_P05256	-1.779	-0.601	0.854	-0.841	-1.289	-0.935	enh
atac_P05258	1.621	0.371	0.174	-0.549	1.001	-0.794	enh
atac_L29298	1.996	1.47	0.949	-0.759	-0.531	1.254	enh
atac_L29301	-5.268	-0.713	0.234	0.814	-0.42	-0.56	enh
atac_L29306	-1.258	-0.243	0.965	-1.287	-0.772	0.611	enh
atac_L29307	5.641	2.24	-0.168	-0.536	-0.514	-0.522	enh
atac_L29315	-6.305	-0.739	-0.229	0.342	0.053	-0.127	enh
atac_L29316	-4.285	-0.025	-0.949	0.241	0.57	-0.726	enh
atac_L29317	-6.521	-0.249	-0.517	0.322	0.018	0.28	enh
atac_L29318	-4.401	0.609	1.005	0.278	0.377	-0.425	enh
atac_L29320	-0.768	-0.718	0.438	-0.171	-1.225	1.592	enh
atac_L29323	6.708	2.411	0.96	-0.301	0.541	0.999	enh
atac_L29332	-6.097	-0.767	0.146	-0.234	-0.441	0.762	enh
atac_L29337	1.105	1.452	0.801	-1.111	-0.195	-0.717	enh
atac_L29348	2.626	1.922	0.308	2.382	1.268	-0.759	enh
atac_L29350	-0.096	1.886	2.199	0.043	-1.076	-0.515	enh
atac_L29351	3.123	3.287	-1.584	0.743	0.866	-2.048	enh
atac_L29352	-0.826	1.483	0.255	0.033	-0.853	0.655	enh
atac_L29353	-2.216	0.117	-0.621	2.059	0.78	0.369	enh
atac_L29357	-0.945	-0.663	1.332	0.022	-1.296	-0.037	enh
atac_L29361	3.107	2.42	-1.216	-0.369	-0.271	-1.689	enh
atac_L29364	1.849	1.564	-1.096	-0.948	0.784	0.371	enh
atac_L29365	4.153	2.362	0.515	1.907	1.149	1.865	enh
atac_L29367	0.859	1.255	0.647	1.981	0.656	0.236	enh
atac_P05262	-2.798	0.441	1.408	-0.738	0.896	-0.831	enh
atac_L29371	-3.819	1.41	-0.168	2.578	1.565	2.258	enh
atac_L29372	-4.631	0.247	-1.524	0.018	1.343	-0.63	enh
atac_P05264	0.176	0.037	2.628	0.796	0.034	-1.227	enh
atac_P05266	-1.49	0.208	1.224	0.261	-0.478	0.638	enh
atac_L29375	0.395	1.537	2.322	-1.654	0.533	-0.263	enh
atac_P05267	-0.096	1.542	-0.069	1.768	0.602	1.497	enh
atac_L29376	3.741	2.887	0.754	1.964	-0.17	1.799	enh
atac_L29384	-1.237	0.312	0.336	-1.375	0.52	0.664	enh
atac_L29388	-0.67	1.134	-1.275	-0.302	2.676	-1.599	enh
atac_L29389	1.988	1.57	-0.98	-0.617	0.927	-1.105	enh
atac_L29410	-0.858	0.523	1.736	0.164	-1.297	-0.622	enh
atac_L29417	-3.725	0.291	0.888	-1.075	0.134	1.872	enh
atac_L29423	2.472	-1.424	0.462	-0.247	-0.152	1.44	enh
atac_L29424	-0.392	0.576	0.825	-1.695	0.195	0.859	enh
atac_L29434	7.738	2.395	0.906	2.821	0.408	1.418	enh
atac_L29436	2.534	0.671	-0.507	0.241	-1.252	-0.885	enh
atac_L29437	3.559	1.929	-0.127	0.681	-0.196	0.128	enh
atac_L29438	3.796	3.064	0.784	0.333	-0.908	-1.002	enh
atac_L29441	1.993	1.852	-0.515	-0.55	-1.401	-1	enh
atac_L29442	4.98	1.465	0.372	1.405	0.271	0.18	enh
atac_L29445	0.767	1.446	1.7	1.589	1.861	1.326	enh
atac_L29446	-4.68	-1.079	0.126	-0.195	-0.346	-0.358	enh
atac_L29447	-6.256	-0.195	-0.418	0.082	0.166	0.172	enh
atac_L29451	0.106	0.622	-2.818	0.015	-0.593	0.707	enh
atac_L29452	-0.823	0.597	-1.018	-0.105	-0.439	-0.413	enh
atac_L29454	-6.702	-0.217	-0.439	0.387	-0.653	-0.101	enh
atac_L29457	-4.528	0.456	0.647	-0.184	0.247	-0.655	enh
atac_L29463	-5.681	-0.217	0.621	2.397	0.76	0.123	enh
atac_L29467	-6.601	-0.144	-0.33	1.105	0.575	-0.32	enh
atac_L29468	-1.971	0.11	1.708	0.037	1.12	-1.114	enh
atac_L29480	-5.125	-0.95	0.326	0.997	0.509	-0.389	enh
atac_L29483	-7.084	0.003	-0.669	0.533	-0.261	0.297	enh
atac_L29496	-6.138	0.102	0.268	-0.149	0.267	0.948	enh
atac_L29498	-5.999	-0.372	-0.373	-0.082	-0.149	0.227	enh
atac_L29499	-5.296	-2.716	-1.326	-0.037	-1	0.962	enh
atac_L29501	-5.265	-0.218	0.467	-0.474	0.538	1.217	enh
atac_L29502	-4.534	1.275	-0.98	0.253	-0.171	-0.003	enh
atac_L29504	-2.144	0.27	-2.235	0.663	-0.393	1.396	enh
atac_L29508	-4.258	0.221	-0.803	0.223	-0.275	0.044	enh
atac_L29513	-6.773	-0.147	-0.564	0.471	-0.284	0.163	enh
atac_L29515	-6.038	-0.472	-0.405	0.253	-0.572	0.224	enh
atac_L29517	-5.596	-0.471	-0.16	0.084	0.285	-0.021	enh
atac_L29523	-5.928	-0.445	-0.524	0.345	-0.264	-0.013	enh
atac_L29524	-5.078	0.988	-0.831	0.552	0.089	-0.269	enh
atac_L29526	0.114	-0.658	-2.736	1.314	-1.38	-0.684	enh
atac_L29527	-2.256	0.489	-2.01	0.379	-0.094	0.067	enh
atac_L29535	-2.402	-0.376	-2.703	0.07	1.368	-0.007	enh
atac_L29537	4.688	2.833	-0.306	0.218	0.653	-2.8	enh
atac_L29544	2.226	0.756	1.515	-1.65	0.834	-1.346	enh
atac_L29546	-4.199	1.042	-1.506	1.111	0.945	0.169	enh
atac_L29548	-5.271	0.47	0.275	-0.046	-1.14	-0.08	enh
atac_L29549	-7.16	-0.317	-0.67	0.478	-0.293	0.24	enh
atac_L29555	-1.708	-0.208	1.283	-0.737	2.059	-1.562	enh
atac_L29556	-5.361	0.638	0.017	0.201	-0.528	-0.228	enh
atac_L29566	-4.664	-0.035	1.491	-0.368	-0.518	1.516	enh
atac_L29567	-3.974	1.312	-0.249	0.365	-0.753	-1.533	enh
atac_L29569	-6.974	0.662	-0.671	0.407	0.013	-0.079	enh
atac_L29572	-5.333	0.272	-0.631	0.634	-0.441	-0.524	enh
atac_L29573	-5.177	1.007	-0.282	0.327	-0.02	-0.074	enh
atac_L29574	-6.318	-0.082	-0.532	0.54	-0.182	-0.117	enh
atac_L29576	-6.347	0.174	-0.605	0.444	-0.441	0.535	enh
atac_L29578	-5.983	0.24	-0.256	0.323	-0.161	-0.374	enh
atac_L29579	-7.011	-0.454	-0.631	0.555	-0.306	0.106	enh
atac_L29581	-5.231	-0.188	0.679	-0.492	0.2	0.319	enh
atac_L29587	-4.882	0.415	-1.491	0.528	0.51	-0.495	enh
atac_L29589	-5.509	-0.563	-1.777	0.492	-0.126	0.293	enh
atac_L29590	-4.439	-0.819	-0.912	-0.163	0.476	0.332	enh
atac_L29592	-6.147	-0.454	-0.198	0.027	-0.666	0.571	enh
atac_L29593	-5.396	-0.473	0.134	2.902	-0.277	1.177	enh
atac_L29595	-6.513	-0.836	-0.554	0.231	-0.002	0.217	enh
atac_L29596	-6.178	0.378	-0.617	0.426	0.203	-0.352	enh
atac_L29597	-4.174	0.111	-0.404	0.526	0.451	-0.243	enh
atac_L29598	-0.614	0.75	-0.608	0.522	-1.331	0.342	enh
atac_L29600	4.969	0.718	3.363	-1.254	3.515	3.158	enh
atac_L29605	-0.02	2.341	-0.253	-0.615	1.516	1.338	enh
atac_P05280	-5.81	-0.199	0.251	2.544	1.031	0.586	enh
atac_L29606	-5.772	0.263	-0.275	0.22	-0.287	-0.427	enh
atac_L29607	-5.987	-0.001	-0.333	0.465	-0.476	-0.363	enh
atac_L29609	-6.575	0.765	-0.682	0.469	-0.121	-0.128	enh
atac_L29610	-5.952	0.144	-0.425	0.512	0.25	-0.115	enh
atac_L29612	-5.299	-0.254	-0.391	0.105	-0.511	0.112	enh
atac_L29616	-5.848	-0.573	-0.291	0.484	-0.23	-0.222	enh
atac_L29618	-5.895	0.125	-0.282	0.501	-0.513	-0.067	enh
atac_L29622	-0.652	1.248	-1.546	0.312	-0.282	-0.897	enh
